"Gene.ID","moduleColor","GS.","p.GS."
"ENSG00000173715","blue",0.69214335464304,1.99433317270834e-23
"ENSG00000155254","blue",0.692000149349071,2.05364031143539e-23
"ENSG00000163590","blue",-0.691718051846452,2.175568501824e-23
"ENSG00000127990","blue",0.691170811641083,2.43266510469232e-23
"ENSG00000182132","blue",0.691005714826805,2.51591540442525e-23
"ENSG00000123643","blue",-0.691002340955845,2.5176454712598e-23
"ENSG00000154721","blue",0.69099354991309,2.52215885589472e-23
"ENSG00000105204","blue",0.690963421226729,2.53768738373074e-23
"ENSG00000158481","blue",0.69088259974503,2.57980762959988e-23
"ENSG00000137409","blue",-0.690683008399956,2.68678235330675e-23
"ENSG00000135318","blue",0.690567865620005,2.75046019618333e-23
"ENSG00000137573","blue",0.690537554002911,2.76746801478254e-23
"ENSG00000073282","blue",0.690484963340801,2.79722146708825e-23
"ENSG00000170921","blue",0.690068159855296,3.04438452441991e-23
"ENSG00000110344","blue",-0.689998919011343,3.08746683179478e-23
"ENSG00000011028","blue",0.689853976656982,3.1795949064461e-23
"ENSG00000152527","blue",0.689396338152794,3.48851735353566e-23
"ENSG00000140022","blue",0.689118767451578,3.69002220297723e-23
"ENSG00000120833","blue",0.689040444767237,3.74891568191417e-23
"ENSG00000185652","blue",0.688656432920273,4.05126157932009e-23
"ENSG00000100211","blue",0.688609471299269,4.08983764081962e-23
"ENSG00000070761","blue",0.688362422464015,4.29877726203557e-23
"ENSG00000137857","blue",0.687588720780975,5.02312351730369e-23
"ENSG00000164694","blue",0.687001853039066,5.65107963818637e-23
"ENSG00000143771","blue",-0.686972557779562,5.68436489657265e-23
"ENSG00000149476","blue",0.686924788860058,5.73905240825205e-23
"ENSG00000162512","blue",0.686779983227615,5.90800039727134e-23
"ENSG00000115604","blue",-0.686667831164561,6.04219087251145e-23
"ENSG00000101825","blue",0.686573168572813,6.157775875313e-23
"ENSG00000246985","blue",0.685770781718425,7.22858816097077e-23
"ENSG00000138646","blue",0.685245858174845,8.02572522263969e-23
"ENSG00000129009","blue",0.685117134637568,8.23399135843455e-23
"ENSG00000162636","blue",0.684819635557845,8.73579808415954e-23
"ENSG00000132541","blue",-0.68459720800169,9.13043736621162e-23
"ENSG00000100234","blue",-0.684540957945665,9.23297401012033e-23
"ENSG00000172819","blue",0.684040633935335,1.01960732358617e-22
"ENSG00000103064","blue",-0.683463700596672,1.1429194504993e-22
"ENSG00000223764","blue",0.683097083709925,1.22875153962001e-22
"ENSG00000179604","blue",-0.682797238078078,1.30361915279171e-22
"ENSG00000106823","blue",0.682585873884276,1.35906142329126e-22
"ENSG00000239697","blue",0.682430285935111,1.40134295168055e-22
"ENSG00000114654","blue",0.681909484178602,1.55246464835114e-22
"ENSG00000137198","blue",-0.681791172246881,1.58895979208623e-22
"ENSG00000106809","blue",0.681661755322025,1.62984326015831e-22
"ENSG00000179954","blue",0.681614540624421,1.64501374998738e-22
"ENSG00000143793","blue",0.681506952203729,1.6801015141579e-22
"ENSG00000152558","blue",-0.681190645295158,1.78755987959171e-22
"ENSG00000067445","blue",0.680828910239485,1.91871843198007e-22
"ENSG00000117450","blue",-0.680318161602067,2.12008993852565e-22
"ENSG00000112280","blue",0.680086479747428,2.21812647722796e-22
"ENSG00000187955","blue",0.680050754255457,2.23363380039817e-22
"ENSG00000115290","blue",-0.679428628585572,2.52134653278789e-22
"ENSG00000004777","blue",0.679321335310301,2.57450960257511e-22
"ENSG00000106236","blue",-0.679290771180573,2.58985383926792e-22
"ENSG00000156475","blue",0.67895743702489,2.76312607886365e-22
"ENSG00000188878","blue",0.67885122332755,2.82068649981787e-22
"ENSG00000204291","blue",0.678748236123998,2.87761936644352e-22
"ENSG00000237928","blue",0.678425188835355,3.06360668382723e-22
"ENSG00000123453","blue",0.678091446938013,3.26811038038953e-22
"ENSG00000137462","blue",-0.677854697434251,3.42122887364129e-22
"ENSG00000143595","blue",0.677831392064,3.4366762676354e-22
"ENSG00000161647","blue",-0.67751866215549,3.65069072295909e-22
"ENSG00000143119","blue",-0.67738922448952,3.74304228083872e-22
"ENSG00000135749","blue",0.676684221679434,4.28767931004243e-22
"ENSG00000162881","blue",0.676650319510913,4.31573973631964e-22
"ENSG00000198033","blue",-0.676210409603494,4.6965721656436e-22
"ENSG00000134253","blue",0.675971530667517,4.91696536821406e-22
"ENSG00000111726","blue",-0.675654837931078,5.22482927097247e-22
"ENSG00000151468","blue",0.675577273541767,5.30306388814745e-22
"ENSG00000121898","blue",0.675152046092751,5.7527904787092e-22
"ENSG00000182902","blue",-0.675083823364212,5.82833937458324e-22
"ENSG00000255458","blue",0.674702431022274,6.26893361903e-22
"ENSG00000085872","blue",0.674598398329601,6.39467299944301e-22
"ENSG00000147100","blue",0.674434581824952,6.59769404742185e-22
"ENSG00000130066","blue",-0.674426504039904,6.6078666791203e-22
"ENSG00000205268","blue",-0.67423036989867,6.85963451568212e-22
"ENSG00000177225","blue",0.674135441299392,6.98484044210141e-22
"ENSG00000108272","blue",0.673850224359352,7.37464562959714e-22
"ENSG00000138311","blue",0.673574504234373,7.77169102885421e-22
"ENSG00000130244","blue",0.673432014603658,7.98501051171023e-22
"ENSG00000168309","blue",-0.673150014514051,8.42423063762539e-22
"ENSG00000171792","blue",0.672740822928247,9.10391424987134e-22
"ENSG00000171603","blue",0.67255052814029,9.4380236686726e-22
"ENSG00000122778","blue",-0.672199749146458,1.00856601404036e-21
"ENSG00000108528","blue",0.672036103490376,1.04024945700827e-21
"ENSG00000119138","blue",-0.671327042640208,1.18916811041176e-21
"ENSG00000123119","blue",0.671260188772639,1.20424121927919e-21
"ENSG00000184216","blue",-0.670826051471736,1.30677742902643e-21
"ENSG00000158023","blue",0.670657765290796,1.34878245457553e-21
"ENSG00000128928","blue",0.670581501321556,1.3682509959488e-21
"ENSG00000106624","blue",0.669679445156194,1.62047525426136e-21
"ENSG00000101187","blue",-0.669345642124159,1.72491240639363e-21
"ENSG00000151322","blue",0.669345507404278,1.72495585865188e-21
"ENSG00000213625","blue",-0.669133651862652,1.79463044263996e-21
"ENSG00000145708","blue",0.669004105496147,1.83858536669438e-21
"ENSG00000134874","blue",0.668866702509981,1.88635805626416e-21
"ENSG00000118898","blue",-0.668746199842493,1.92925370291476e-21
"ENSG00000108465","blue",0.668702625814979,1.94499882019881e-21
"ENSG00000254636","blue",0.668570993081348,1.99333135154479e-21
"ENSG00000146122","blue",-0.668395134144323,2.05974186123624e-21
"ENSG00000165698","blue",0.668117844815412,2.16888127615074e-21
"ENSG00000012779","blue",-0.668025253727924,2.20657043958391e-21
"ENSG00000196338","blue",0.667977134592251,2.2264098005761e-21
"ENSG00000165105","blue",0.667775758513998,2.31134857150414e-21
"ENSG00000049089","blue",0.667502640746348,2.43163526626764e-21
"ENSG00000171703","blue",0.66680910815677,2.76530359952282e-21
"ENSG00000101871","blue",0.666746669997676,2.79745500189641e-21
"ENSG00000178585","blue",-0.666372593554676,2.9978860128672e-21
"ENSG00000172465","blue",-0.66632982758693,3.02167690188096e-21
"ENSG00000100360","blue",0.666183947655863,3.10422961797647e-21
"ENSG00000219481","blue",0.665080392038205,3.80446365502926e-21
"ENSG00000106511","blue",0.66497447885285,3.87928841802086e-21
"ENSG00000272405","blue",-0.664788211404012,4.01439166784092e-21
"ENSG00000157103","blue",0.664718741865111,4.0659497119278e-21
"ENSG00000114054","blue",0.66454179909837,4.2002173447294e-21
"ENSG00000170892","blue",0.664414740526556,4.29929994921197e-21
"ENSG00000100564","blue",-0.664316235270572,4.3776875255361e-21
"ENSG00000117305","blue",0.664215061634769,4.45965484091629e-21
"ENSG00000224842","blue",0.66412764775902,4.5316829906655e-21
"ENSG00000162882","blue",0.66368405019909,4.91512511309415e-21
"ENSG00000124713","blue",-0.663570485182751,5.01828893451873e-21
"ENSG00000126602","blue",0.662771366000972,5.80661578160214e-21
"ENSG00000197536","blue",0.662706682323615,5.87548607790298e-21
"ENSG00000248905","blue",-0.662400381021457,6.21262387909726e-21
"ENSG00000198756","blue",0.662359365503808,6.25918245073263e-21
"ENSG00000162511","blue",-0.662285968416535,6.34335283658297e-21
"ENSG00000060982","blue",-0.662137481816714,6.51703677013343e-21
"ENSG00000048342","blue",0.661988241910365,6.69629035234817e-21
"ENSG00000137726","blue",0.661913019592365,6.78846124691962e-21
"ENSG00000169504","blue",-0.66191255065912,6.7890397143482e-21
"ENSG00000116016","blue",-0.661911982778941,6.7897403054995e-21
"ENSG00000174348","blue",0.661832462620511,6.88854601889423e-21
"ENSG00000261971","blue",0.661695037731918,7.06262814600399e-21
"ENSG00000137103","blue",0.661376809951781,7.48244092226045e-21
"ENSG00000155849","blue",-0.660902462369855,8.15391632398088e-21
"ENSG00000147526","blue",-0.660877676038908,8.19057984573047e-21
"ENSG00000138674","blue",0.660839634225458,8.24716477510525e-21
"ENSG00000167106","blue",0.66066529539631,8.51141687621872e-21
"ENSG00000161381","blue",0.66044943245794,8.85011342821221e-21
"ENSG00000115705","blue",-0.660316185444428,9.06573114661562e-21
"ENSG00000068438","blue",-0.660282160586609,9.1216085565267e-21
"ENSG00000166548","blue",0.65981396407768,9.92561245658906e-21
"ENSG00000211448","blue",0.65971698081816,1.01006269175062e-20
"ENSG00000113845","blue",-0.659616507568053,1.02851245593091e-20
"ENSG00000125037","blue",-0.659580280971472,1.03524527837322e-20
"ENSG00000128606","blue",0.659204932862275,1.10759401792359e-20
"ENSG00000082512","blue",0.658887764079555,1.1725678528611e-20
"ENSG00000248587","blue",0.658843783359317,1.1818671136058e-20
"ENSG00000090776","blue",-0.658801342371046,1.19090923792025e-20
"ENSG00000125170","blue",0.658734229246884,1.20534617729763e-20
"ENSG00000166341","blue",0.658588156946621,1.23736302673613e-20
"ENSG00000204305","blue",0.658380120261832,1.28440287125722e-20
"ENSG00000231298","blue",-0.658180502498851,1.33118252328666e-20
"ENSG00000259583","blue",0.658030760339565,1.36736473760128e-20
"ENSG00000273403","blue",0.657902878099064,1.3990256085267e-20
"ENSG00000204371","blue",0.657779503062481,1.43025013986789e-20
"ENSG00000220785","blue",0.657563359208299,1.48660546459574e-20
"ENSG00000156103","blue",0.657084656670128,1.61926663544058e-20
"ENSG00000162241","blue",0.656891700757461,1.67595656044881e-20
"ENSG00000165533","blue",0.656875086679334,1.68092758155752e-20
"ENSG00000134882","blue",0.656663403658721,1.74554161729112e-20
"ENSG00000177427","blue",0.65609137340481,1.93255311064839e-20
"ENSG00000100095","blue",0.655972804113624,1.9737012316368e-20
"ENSG00000100228","blue",0.655871126725824,2.00966917886957e-20
"ENSG00000105854","blue",-0.655781295821781,2.0419796607352e-20
"ENSG00000174669","blue",-0.655501060053984,2.14607656280334e-20
"ENSG00000152154","blue",0.65541401258121,2.17945582737725e-20
"ENSG00000102007","blue",-0.655363734908527,2.19896625792848e-20
"ENSG00000170876","blue",-0.654916199703843,2.38033729183411e-20
"ENSG00000100767","blue",0.65463455731935,2.501899212306e-20
"ENSG00000119147","blue",0.654507579137612,2.55867275850088e-20
"ENSG00000081087","blue",-0.654393113529938,2.6109310450202e-20
"ENSG00000118257","blue",0.654166919595004,2.71728751361644e-20
"ENSG00000128805","blue",0.654047192943787,2.77528724192569e-20
"ENSG00000221972","blue",-0.653972454235532,2.8121056127343e-20
"ENSG00000005243","blue",0.653753965922163,2.92250185199507e-20
"ENSG00000225649","blue",0.653181965429201,3.23199556502682e-20
"ENSG00000189221","blue",-0.653064079893743,3.2996557292694e-20
"ENSG00000014914","blue",0.653019434282894,3.32564020959817e-20
"ENSG00000167699","blue",0.652893699242629,3.39990088070867e-20
"ENSG00000196975","blue",0.652839696265408,3.43229160243955e-20
"ENSG00000198838","blue",0.652806335307345,3.45245203027249e-20
"ENSG00000114346","blue",-0.652407202508481,3.70282532300957e-20
"ENSG00000156414","blue",-0.652100082109365,3.90749409861919e-20
"ENSG00000072134","blue",-0.652070639947633,3.92768649250953e-20
"ENSG00000175048","blue",0.651500046373891,4.33980409179999e-20
"ENSG00000132670","blue",0.651254719334923,4.52973490467828e-20
"ENSG00000161714","blue",-0.651036209359132,4.70573589805479e-20
"ENSG00000142973","blue",-0.650993673387772,4.74076670489918e-20
"ENSG00000171132","blue",-0.650991997603903,4.74215202057161e-20
"ENSG00000125868","blue",-0.650821668007637,4.88504360831889e-20
"ENSG00000112769","blue",0.65027310515591,5.37446940363375e-20
"ENSG00000122176","blue",0.650256427783003,5.39007665817418e-20
"ENSG00000126456","blue",0.650173608367777,5.46824119053917e-20
"ENSG00000121775","blue",0.6499116928218,5.72280653679685e-20
"ENSG00000123353","blue",-0.649858111598339,5.77629486690905e-20
"ENSG00000141140","blue",-0.649275711390957,6.39017864663257e-20
"ENSG00000160469","blue",0.648951140887554,6.75953297305694e-20
"ENSG00000161791","blue",0.648738795917437,7.01239537108121e-20
"ENSG00000137038","blue",0.648702794154867,7.05617449944793e-20
"ENSG00000197457","blue",0.648612089455536,7.16766289755482e-20
"ENSG00000244300","blue",-0.648506287006857,7.29988718024774e-20
"ENSG00000178031","blue",0.648454087739995,7.36599825154024e-20
"ENSG00000166797","blue",-0.648128270248506,7.79208922257236e-20
"ENSG00000138606","blue",0.648049719297041,7.89836898172372e-20
"ENSG00000143110","blue",-0.647943342653972,8.04456060772503e-20
"ENSG00000067840","blue",0.647804792867782,8.23894207899316e-20
"ENSG00000137393","blue",-0.647636077831614,8.48185641356511e-20
"ENSG00000134333","blue",-0.647624915935696,8.4981720285604e-20
"ENSG00000115107","blue",-0.64753920495835,8.62448515458893e-20
"ENSG00000236208","blue",0.647217458823255,9.11524428599712e-20
"ENSG00000133026","blue",0.647153023814267,9.21676009638513e-20
"ENSG00000163040","blue",0.646869881058159,9.67610916866178e-20
"ENSG00000135111","blue",-0.646865983766467,9.68258554100891e-20
"ENSG00000156466","blue",0.646766648812948,9.84909562912275e-20
"ENSG00000135362","blue",0.64657571202358,1.01770571878028e-19
"ENSG00000037280","blue",0.646341865349902,1.05933014636768e-19
"ENSG00000165795","blue",-0.646293848735943,1.0680808686176e-19
"ENSG00000196636","blue",-0.645931909926988,1.13635658146992e-19
"ENSG00000249087","blue",0.645585294292538,1.20573509262683e-19
"ENSG00000142599","blue",-0.645570726817449,1.20873988996608e-19
"ENSG00000125826","blue",0.645063488254857,1.31805981863632e-19
"ENSG00000116396","blue",0.644849511906064,1.36702430702882e-19
"ENSG00000141258","blue",0.644319633854614,1.49606376488338e-19
"ENSG00000130669","blue",0.644067238608086,1.56164609264283e-19
"ENSG00000135750","blue",-0.644018700022815,1.57457688839429e-19
"ENSG00000155158","blue",0.644012099385038,1.57634338393122e-19
"ENSG00000142733","blue",-0.64375415309515,1.6469152135332e-19
"ENSG00000154760","blue",0.643505779606308,1.71778419515499e-19
"ENSG00000169231","blue",0.643305677689738,1.77704169590581e-19
"ENSG00000188176","blue",-0.643147038485324,1.82543725754363e-19
"ENSG00000134627","blue",0.643061077097318,1.85219733528934e-19
"ENSG00000182168","blue",0.642933656954418,1.89257096026647e-19
"ENSG00000231889","blue",0.642487224698134,2.04093186161623e-19
"ENSG00000181631","blue",0.642478876251221,2.04381188219267e-19
"ENSG00000205978","blue",0.64235599148622,2.08666699545484e-19
"ENSG00000166086","blue",0.642300026601083,2.10647442308463e-19
"ENSG00000160299","blue",-0.642133027989762,2.16667904256307e-19
"ENSG00000257181","blue",-0.642095812038368,2.18032333014254e-19
"ENSG00000103479","blue",-0.641971943540729,2.22634468875966e-19
"ENSG00000121297","blue",0.641898681798923,2.2540096410122e-19
"ENSG00000173930","blue",0.64182179591296,2.28340470232377e-19
"ENSG00000102984","blue",0.641744437407656,2.31335876483655e-19
"ENSG00000181191","blue",0.64154091410677,2.39401287587123e-19
"ENSG00000205221","blue",-0.641526723406004,2.39973794696726e-19
"ENSG00000168010","blue",0.640766963874512,2.7266087670221e-19
"ENSG00000177469","blue",0.640640052176685,2.78529798050294e-19
"ENSG00000172346","blue",-0.640531381286241,2.83653236224146e-19
"ENSG00000214548","blue",0.64039326245414,2.90298215922147e-19
