"Gene.ID","moduleColor","GS.","p.GS.","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.green","p.MM.green"
"ENSG00000153339","turquoise",-0.82796800088829,7.92005743607865e-46,0.889638546186666,1.81805155372412e-61,-0.723429914235207,5.7622870202656e-30,0.751915832434676,1.72420961638741e-33
"ENSG00000102226","turquoise",0.827476727381969,9.93418373586568e-46,-0.855307223582344,7.45191071147147e-52,0.852560244630339,3.40420478931086e-51,-0.589400821202103,6.12212952953791e-18
"ENSG00000144909","turquoise",-0.82667397507799,1.43634395126675e-45,0.887755666927528,7.33656899508829e-61,-0.783822645654858,4.71215608592991e-38,0.563223855210072,3.33807163607707e-16
"ENSG00000166033","turquoise",0.825397651686071,2.57133763688445e-45,-0.867666902719714,5.31296526896407e-55,0.862739423073669,1.03908399090569e-53,-0.577883888313257,3.71582647391114e-17
"ENSG00000138709","turquoise",-0.82502306738865,3.04783929164131e-45,0.86814952843635,3.9452405749059e-55,-0.764003982434084,3.91600042417874e-35,0.659225054614778,1.95102985588882e-23
"ENSG00000020181","turquoise",0.822932291253415,7.81432457372662e-45,-0.880143742661141,1.61832457972301e-58,0.840695392841219,1.71809685448439e-48,-0.599887855108723,1.11225888454941e-18
"ENSG00000162434","turquoise",-0.822565226945203,9.20712666952001e-45,0.883646240674192,1.41600700413237e-59,-0.759477077684042,1.65867476264209e-34,0.585591620723977,1.12037215310854e-17
"ENSG00000035862","turquoise",0.820441048871967,2.36124825589421e-44,-0.841031527130549,1.45060396533354e-48,0.80703702915557,6.8421602910616e-42,-0.62758855114064,8.97628830577965e-21
"ENSG00000173744","turquoise",-0.819180754906354,4.10459593486214e-44,0.905021073751466,7.18153931828045e-67,-0.805352787253359,1.35174132993103e-41,0.735118751969533,2.34243223914006e-31
"ENSG00000163513","turquoise",-0.818774989532232,4.89987164521189e-44,0.891161926369718,5.77161100197242e-62,-0.768970036332677,7.73980875077549e-36,0.60023955808555,1.04928619193422e-18
"ENSG00000153207","turquoise",-0.817919458956513,7.10762486651521e-44,0.888425395430923,4.47951586200604e-61,-0.739429730882797,6.88526823566496e-32,0.707701787429227,3.33718177478648e-28
"ENSG00000051382","turquoise",-0.817544905777635,8.35949333379607e-44,0.887839832585891,6.89670006765024e-61,-0.744711295641744,1.48573464826342e-32,0.61077093011207,1.77136456696584e-19
"ENSG00000175220","turquoise",0.817182688286185,9.77600076071734e-44,-0.836326908459099,1.49628310517801e-47,0.80676309577691,7.64689881213223e-42,-0.595728344315785,2.20405322285347e-18
"ENSG00000171100","turquoise",-0.81710269402201,1.01193890047556e-43,0.830749552939887,2.16584468361972e-46,-0.701717131155449,1.45803109333961e-27,0.558232296315076,6.87879747364048e-16
"ENSG00000182179","turquoise",0.816992778548493,1.06106849975526e-43,-0.859393289347617,7.33261296230888e-53,0.838852149726796,4.31597722117746e-48,-0.593208585102811,3.31948897223373e-18
"ENSG00000114098","turquoise",-0.816485489646083,1.32004462657662e-43,0.902801626392828,4.90623181397261e-66,-0.795035005184963,7.60942170597929e-40,0.639860064890661,9.05891269093666e-22
"ENSG00000138071","turquoise",-0.816202513888455,1.49062240595808e-43,0.905750611394772,3.77928577024965e-67,-0.771975851951722,2.8440016524405e-36,0.581436628687869,2.14663079049266e-17
"ENSG00000138592","turquoise",-0.813225419481512,5.28663430689323e-43,0.89476504311115,3.56926962125762e-63,-0.761021308853042,1.01734935993691e-34,0.659738173741932,1.75558563804188e-23
"ENSG00000181704","turquoise",-0.81216739988045,8.24537119863288e-43,0.908008806394804,5.00921619256569e-68,-0.788908991701465,7.47946850933988e-39,0.63496915340759,2.28776731572499e-21
"ENSG00000069122","turquoise",-0.811893995786891,9.24470349590643e-43,0.868322020957002,3.54609416653643e-55,-0.738226941027289,9.71259072221061e-32,0.589786074882284,5.75659376226316e-18
"ENSG00000168615","turquoise",-0.811491812952749,1.09352825362647e-42,0.887780703368971,7.20290660183115e-61,-0.79301750990643,1.62899093310091e-39,0.559980457285709,5.34730357411623e-16
"ENSG00000143153","turquoise",-0.811439977857865,1.11742330586962e-42,0.855782053813655,5.71274110520917e-52,-0.781035644444818,1.26503608190759e-37,0.508878610974413,4.76103129420141e-13
"ENSG00000164168","turquoise",-0.811359091610519,1.15574234047049e-42,0.903190523844911,3.51544871058859e-66,-0.727139790188084,2.12297986315557e-30,0.642848192067463,5.10123092462347e-22
"ENSG00000147649","turquoise",-0.810426314534109,1.70301496013634e-42,0.890605398119265,8.7942045176534e-62,-0.774710280624045,1.12866503811414e-36,0.588844404582002,6.69045449380277e-18
"ENSG00000180398","turquoise",-0.810143116846048,1.91491102333876e-42,0.873002990182952,1.84956432428807e-56,-0.762659521238876,6.03245321295829e-35,0.570699065320321,1.10471232862611e-16
"ENSG00000103342","turquoise",-0.809412418881365,2.58918450967044e-42,0.890102553087275,1.2841172101819e-61,-0.818692100107238,5.08010878854713e-44,0.524424650605807,6.79728150345857e-14
"ENSG00000136758","turquoise",-0.808736371741643,3.41881580015189e-42,0.875687971984503,3.22226296142126e-57,-0.767442521991373,1.27989538226039e-35,0.628852516168276,7.1211880438144e-21
"ENSG00000134046","turquoise",-0.808543066839276,3.70086480939908e-42,0.887651910790493,7.91708288903349e-61,-0.805469244004794,1.28985400286782e-41,0.590608049579588,5.04662257066916e-18
