"display name","Degree","BetweennessCentrality","ClusteringCoefficient"
"TRPS1",9,0.00142389949368529,0.166666666666667
"EVC",9,0.00110318420772633,0.25
"DERA",9,0.000827182776856664,0.166666666666667
"AFF3",9,0.000628384737350211,0.333333333333333
"HDC",9,0.000603287065062816,0.305555555555556
"PLPP2",9,0.00269913097146988,0.0555555555555556
"PLIN3",9,0.00371659512595585,0.138888888888889
"LRPAP1",9,0.00367045474540376,0.0277777777777778
"NR1D1",9,0.000441804118238618,0.333333333333333
"MUSK",9,0.00073550372010451,0.305555555555556
"ZNF408",9,0.0063066464901976,0.0555555555555556
"MRPL57",9,2.88842196318327e-05,0.805555555555556
"TM7SF2",9,0.00246669684816937,0.111111111111111
"SAP30",9,0.000714757032532451,0.166666666666667
"IGF2BP2",9,0.000801431038402761,0.194444444444444
"ACKR2",9,0.000800837747939208,0.277777777777778
"KCNS3",9,6.33541016460539e-05,0.805555555555556
"MED22",9,0.000390981126221445,0.388888888888889
"AP1S1",9,0.000736433293622255,0.361111111111111
"TSTD1",9,0.000542922142598224,0.166666666666667
"CHERP",9,0.0012329525378501,0.527777777777778
"SIX5",9,0.000712676002142888,0.166666666666667
"SH2B1",9,0.000817127349516657,0.138888888888889
"UNC5B",9,0.0005219860318391,0.25
"UBE2E2",9,0.000589769514340265,0.166666666666667
"GLOD4",9,0.000553922772519463,0.222222222222222
"SDSL",9,0.000937219244552635,0.444444444444444
"NSFL1C",9,0.00170697661091759,0.0833333333333333
"PEX6",9,0.000460949068943832,0.361111111111111
"KCTD7",9,0.000109011156837818,0.583333333333333
"DIO2",8,0.0003732364606672,0.214285714285714
"PKP3",8,0.000978432386764296,0.25
"DSC2",8,0.000484123245776467,0.392857142857143
"STAB1",8,0.000801181611795691,0.392857142857143
"SPECC1L",8,0.00204621333459142,0.178571428571429
"NLRP1",8,0.000254937336133152,0.25
"VASH1",8,0.000587429645571343,0.321428571428571
"ACAD10",8,0.000552289930724321,0.321428571428571
"IFT43",8,4.68943948295551e-05,0.678571428571429
"DGKE",8,0.00114333371871468,0.428571428571429
"HLCS",8,0.00161997234235753,0.25
"LPAR4",8,0.000381202155680641,0.428571428571429
"RBCK1",8,0.0004005604175588,0.321428571428571
"EYS",8,0.0006732342025824,0.357142857142857
"GDF6",8,0.000246532638809194,0.0714285714285714
"EPHA5",8,0.00119002482381609,0.321428571428571
"SCNN1A",8,0.00109540364497104,0.392857142857143
"DYNC2LI1",8,0.0002458552962816,0.428571428571429
"RGS11",8,3.3053441698645e-05,0.821428571428571
"NRGN",8,0.000572336777596387,0.142857142857143
"ACVRL1",8,0.000351172918416976,0.178571428571429
"RPS6KA2",8,0.000790383172577032,0.214285714285714
"EFCAB1",8,0.00322604427746633,0.0714285714285714
"U2AF1L4",8,0.000237660106038398,0.464285714285714
"SNTG2",8,0.0017473694072289,0.214285714285714
"DUOX1",8,0.00130693504999611,0.5
"PDK3",8,0.00200254253748813,0.321428571428571
"KIRREL3",8,0.0017195931408346,0.107142857142857
"HOPX",8,0.00198494621343652,0.0714285714285714
"CPE",8,0.000650826520107843,0.107142857142857
"CNOT3",8,0.00430174818055173,0.0714285714285714
"CNTROB",8,0.00203206589537731,0.142857142857143
"CDC42EP4",8,0.000736779360050302,0.214285714285714
"KCNIP3",8,0.000564851511698003,0.214285714285714
"NPR1",8,0.000170835978023206,0.25
"MAGED1",8,0.00130570589005691,0.142857142857143
"CDH6",8,0.000340790280953966,0.321428571428571
"MAPK8IP1",8,0.00182399589723556,0.0714285714285714
"GFPT2",8,0.000165653685869424,0.464285714285714
"MST1R",8,0.000384266031273419,0.142857142857143
"CYP46A1",8,0.00069545812804052,0.142857142857143
"APLNR",8,0.000165011887837142,0.535714285714286
"HTRA1",8,0.000223846696145842,0.285714285714286
"ZNF521",8,0.00423646942851758,0.214285714285714
"CYP26B1",8,0.000766300406492306,0.25
"RARG",8,0.00139877153227306,0.25
"RARB",8,0.000432338230026773,0.214285714285714
"SULT1B1",8,0.00232597714124336,0.0714285714285714
"DNAJB2",8,0.000881858738906904,0.142857142857143
"KIRREL1",8,0.000532374473626324,0.142857142857143
"MATN3",8,0.000228121291259011,0.392857142857143
"IFNGR2",8,0.00112006853815228,0.0714285714285714
"RYR3",8,0.00411719596500542,0.214285714285714
"LAPTM5",8,0.000136957308092123,0.5
"TAPBP",8,0.00099254710051566,0.25
"COLEC11",8,9.55882381521575e-05,0.464285714285714
"LRIG3",8,0.0020624212549264,0.0714285714285714
"COPG1",8,0.000451025657883211,0.464285714285714
"PTPRN2",8,0.00084912757165666,0.0714285714285714
"NFATC2IP",8,0.000808380219231223,0.107142857142857
"KIF13A",8,0.00106211173131412,0.214285714285714
"KIF25",8,0.000948694498503911,0.321428571428571
"TNNT3",8,0.000328388189037309,0.25
"MYL1",8,0.000537935863198023,0.285714285714286
"KCNK1",8,0.0010161086867913,0.214285714285714
"RAB35",8,0.0015686576530003,0.0714285714285714
"SEPTIN8",8,0.00120478579254333,0.178571428571429
"SOWAHC",8,0.000260899333294233,0.428571428571429
"ADGRB1",8,0.000494671512787992,0.142857142857143
"OMG",8,0.000986054467544452,0.178571428571429
"GFRA3",8,7.40238040582181e-05,0.5
"LEFTY2",8,0.000392105978029674,0.214285714285714
"NDP",8,0.00165564853651367,0.178571428571429
"NEXN",8,0.00112903892849036,0.25
"IL17RA",8,0.000141428441832206,0.214285714285714
"TUT1",7,0.00201813114749751,0.0476190476190476
"ZMYND10",7,0.000304816363583742,0.333333333333333
"IFNLR1",7,0.000201763441555506,0.0952380952380952
"DNAAF3",7,0.000401312684831208,0.333333333333333
"TBCA",7,0.000726570602648331,0.428571428571429
"FBXO15",7,0.00280952132428437,0.142857142857143
"EXOSC8",7,0.00111680025061568,0
"PFDN1",7,0.0017876151867224,0.285714285714286
"PTGDR",7,0.000602793598209837,0
"RGS9",7,2.55834203629157e-05,0.80952380952381
"IRAK3",7,0.000324376961137535,0.285714285714286
"CFAP20",7,0.00226921331773645,0.19047619047619
"NHLRC1",7,0.00075099628207364,0.142857142857143
"LRRC32",7,0.000424625420776287,0.0952380952380952
"CBY1",7,0.0018852844759245,0.0952380952380952
"HOOK1",7,0.00201762856888748,0
"MYL6B",7,0.000372531866566884,0.333333333333333
"AZIN2",7,0.000224378727553997,0.476190476190476
"TBXA2R",7,0.000167828099424208,0.333333333333333
"PTPRA",7,0.000266767220631655,0.380952380952381
"HJV",7,0.000139272644437129,0.238095238095238
"PLXNB2",7,0.000141210618769954,0.19047619047619
"PHYH",7,0.0009813464591088,0.619047619047619
"TYSND1",7,5.14098473464515e-05,0.714285714285714
"PEX7",7,0.00148672179444436,0.476190476190476
"SLC16A2",7,0.000881709825431254,0.0476190476190476
"PNKD",7,0.00104222010256628,0.19047619047619
"MLKL",7,0.000175647897637865,0.523809523809524
"TNFRSF11A",7,0.00108787372362506,0.238095238095238
"KDELR3",7,0.000212493600749588,0.571428571428571
"CPNE8",7,0.000213771248116223,0.476190476190476
"SRP9",7,0.000245134687083442,0.380952380952381
"SUGCT",7,0.00191689531270398,0.0952380952380952
"ANOS1",7,0.00154048186929527,0.142857142857143
"WDR76",7,0.000637801896407322,0.142857142857143
"ATP2A3",7,0.000409823349540327,0.19047619047619
"MATN2",7,0.000322040313399018,0.428571428571429
"EAF2",7,0.000256240279332328,0.666666666666667
"SCGN",7,0.00048640875465909,0
"PODXL2",7,0.00162634575808887,0.142857142857143
"DOCK5",7,0.00262773895838252,0.0476190476190476
"AMOT",7,0.000526914507841685,0.0952380952380952
"F2RL2",7,3.5771862899158e-05,0.714285714285714
"LPIN1",7,0.00307690199695478,0.142857142857143
"TONSL",7,0.00101236034199774,0.19047619047619
"DBP",7,0.000123186944587036,0.476190476190476
"NOP10",7,0.00125864916749492,0.0476190476190476
"RAPSN",7,0.000357155175392541,0.333333333333333
"GID8",7,0.00113833193714248,0
"ALX4",7,0.000216582719497757,0.142857142857143
"PIWIL4",7,0.00134135809526131,0.0476190476190476
"BDH2",7,0.00139360156423863,0.285714285714286
"PLPBP",7,0.00229524576965794,0
"POLR1E",7,0.000332638969228732,0.285714285714286
"HPSE",7,8.14084118378654e-05,0.761904761904762
"INTS4",7,0.00121255469660874,0.142857142857143
"CFAP70",7,0.0017828186973228,0.142857142857143
"PLS1",7,0.000325234103299787,0.619047619047619
"SLC2A4RG",7,0.00160300837912573,0.19047619047619
"PDE1C",7,0.00018534316159084,0.380952380952381
"CHST6",7,9.30315925401428e-05,0.333333333333333
"PCSK5",7,0.000530607662019241,0.238095238095238
"HARS2",7,0.000751049676183911,0.142857142857143
"ANO1",7,0.000533786504584026,0.285714285714286
"ETV4",7,0.000125706778822121,0.285714285714286
"TMEM216",7,0.000180372703468926,0.476190476190476
"CNBP",7,0.00254520918785084,0.0952380952380952
"OBSCN",7,0.00304536740120689,0.0476190476190476
"TSPAN32",7,0.00272862082356374,0.142857142857143
"UBE2Z",7,0.000696170241443106,0.380952380952381
"SIGLEC7",7,0.00030474324619206,0.333333333333333
"CDKN2D",7,9.45041835665921e-05,0.619047619047619
"KIF26A",7,0.000358252489679825,0.428571428571429
"ANKRD2",7,0.00130514744131446,0.142857142857143
"TNNT1",7,0.000760989145418777,0.285714285714286
"HTATSF1",7,0.000116179221484398,0.571428571428571
"UNC5C",7,0.000233103104409552,0.380952380952381
"OLAH",7,0.00223686316931633,0.0476190476190476
"ASB11",7,0.0014666623436482,0.285714285714286
"PTGFRN",7,0.000377350252496186,0.238095238095238
"DAPK3",6,0.001517475301441,0.133333333333333
"FAM13A",6,0.00137303530062583,0.0666666666666667
"NSMCE1",6,0.00168097677356276,0.133333333333333
"CRHR2",6,0.000274721038767268,0.2
"TMEM219",6,8.01549706288078e-05,0.666666666666667
"LZTS2",6,0.000969305344273536,0.2
"DGKI",6,0.000168417368332405,0.466666666666667
"WTIP",6,0.00015231797202597,0.666666666666667
"IL27RA",6,6.57889011186392e-05,0.2
"DDAH2",6,0.000200589066956372,0.0666666666666667
"PARP10",6,0.00240027478276585,0.0666666666666667
"PRICKLE2",6,0.000439859303386086,0.333333333333333
"APOD",6,0.000289168526478674,0.133333333333333
"DCLRE1C",6,0.000214575345556149,0.0666666666666667
"PLEKHG5",6,0.00272480219605346,0
"DLGAP4",6,0.00021970919589155,0.666666666666667
"MARVELD2",6,0.000361437887185178,0.266666666666667
"ENDOV",6,0.00177157693933453,0
"FMN1",6,8.3438869893379e-05,0.333333333333333
"SNTB1",6,6.14204365471788e-05,0.666666666666667
"SLC36A1",6,0.00426706405607219,0.333333333333333
"SIGLEC9",6,3.76497202645862e-05,0.533333333333333
"A4GALT",6,0.00268720966108562,0
"GPN3",6,0.000375038970385713,0.2
"ASPA",6,0.000365479116287538,0.333333333333333
"TFR2",6,7.37759564798309e-05,0.266666666666667
"SLC25A11",6,7.79750419050464e-05,0.666666666666667
"P2RY13",6,0.0014244669102424,0.2
"TACC1",6,0.00107167386837556,0.0666666666666667
"PPOX",6,0.000570597758733606,0.133333333333333
"TRAF3IP2",6,9.75751768651432e-05,0.333333333333333
"IL11RA",6,0.000224787101644487,0.2
"ERP29",6,0.000900212734168492,0.0666666666666667
"MAN1C1",6,0.0017828325010065,0.2
"CLDN12",6,0.00097617871666226,0.2
"SPRED2",6,0.000628722192184991,0.333333333333333
"TANGO2",6,0.000635205007683344,0.466666666666667
"CDC42EP1",6,3.68757813129374e-05,0.666666666666667
"CBLB",6,0.000836864463285723,0.133333333333333
"MMP15",6,5.51733732247503e-05,0.4
"KCNIP1",6,0.000154138206985674,0.266666666666667
"UHRF2",6,0.0019615750147143,0
"CRYM",6,0.000388523719950292,0.0666666666666667
"TNFSF15",6,2.77034037753001e-05,0.466666666666667
"ECE2",6,9.70009266334268e-05,0.266666666666667
"IL15RA",6,0.000244279639817085,0.2
"CHRNA3",6,0.000788804050470328,0
"NPAS3",6,0.000619680643215995,0.0666666666666667
"CC2D1B",6,0.000172230152160909,0.666666666666667
"CLIP3",6,0.00181626704108085,0.0666666666666667
"NPR3",6,0.0003011651161691,0.266666666666667
"VPS37D",6,0.00133944499803665,0.266666666666667
"TPK1",6,0.00684398576935477,0.0666666666666667
"MXI1",6,0.000208897782743779,0.2
"ENC1",6,0.000101680735685031,0.666666666666667
"RPP40",6,0.00248496107192055,0.0666666666666667
"DOCK7",6,0.00187693626503228,0.133333333333333
"SLC35C1",6,0.00196237231354322,0
"SAT1",6,0.000146555400447456,0.266666666666667
"NAGK",6,0.000468543515469992,0.2
"CHST9",6,0.000272361415373145,0.2
"UAP1",6,0.000138658721949734,0.6
"PLXDC2",6,0.00538585969226691,0
"PLCH1",6,9.59739873118265e-05,0.4
"SCO1",6,0.00280091782521638,0
"KMT5C",6,0.000260475022989714,0.266666666666667
"CARD14",6,0.000755620482844232,0
"ZBTB7B",6,0.000194184020788948,0.266666666666667
"SUDS3",6,0.000127847797788535,0.333333333333333
"HSD17B7",6,0.000235304419206586,0.333333333333333
"DZIP1",6,0.00103586079873962,0.133333333333333
"CARS2",6,0.00280584661297244,0.133333333333333
"HSPB6",6,0.000193261505732708,0.266666666666667
"MOXD1",6,0.00144627016239059,0.266666666666667
"SPATA6",6,0.000857782378891386,0
"PEF1",6,0.000264856051803761,0.666666666666667
"USP3",6,0.00177829144334621,0.2
"MYBL1",6,0.000391878199414957,0.2
"PRMT2",6,0.00042827769829118,0.2
"MIEN1",6,0.00101673762654688,0.266666666666667
"TMEM231",6,0.000161908615016313,0.533333333333333
"QPCTL",6,0.000282109595985032,0.0666666666666667
"RHAG",6,0.000127341258077415,0.466666666666667
"GSG1L",6,0.00141433255121399,0.4
"ADAM19",6,0.000542523346066188,0.2
"GGH",6,6.27788671213488e-05,0.333333333333333
"CAMKK2",6,0.000622051992327762,0.2
"SAE1",6,0.000190860445119842,0.333333333333333
"EDIL3",6,0.00156067604651936,0.133333333333333
"FUNDC1",6,0.000540614043397232,0.2
"LRRC57",6,0.000643306879017452,0.2
"ARMS2",6,0.000162530768533295,0.266666666666667
"ALOX15B",6,5.9488042281462e-05,0.466666666666667
"EVPL",6,0.000179358613484966,0.466666666666667
"RANGRF",5,0.000123137603730609,0.4
"BICC1",5,0.000348618327031814,0.1
"YIPF1",5,0.00165189456991574,0.1
"ZMYND8",5,0.00053403008382148,0.1
"ZNF74",5,0.00146464331026545,0.4
"OTUD5",5,0.000187146326386137,0.5
"TRIM4",5,0.00138184005533341,0.3
"STAMBPL1",5,0.000581676509753426,0.4
"ANGPTL2",5,7.07067064190466e-05,0.5
"TRIM26",5,0.000268445668729822,0
"KLF15",5,0.000357982902982302,0.3
"HIRIP3",5,0,1
"PLAGL1",5,0.00142777056242639,0.1
"SESN3",5,1.86695974601816e-05,0.8
"IL17D",5,0.000420191342495244,0.1
"RHNO1",5,0.00110648939629054,0.1
"PPP1R3C",5,0.000377489979107909,0.4
"ABLIM1",5,0.00030902185572215,0
"SAMD4B",5,0.000499034805245837,0
"BCAS3",5,0.00117290161668835,0.1
"PCP4",5,0.000389939667563666,0.1
"HINT1",5,0.000865276196949256,0
"PPEF1",5,0.000673573287406199,0
"MYCBP",5,0.00138733452470943,0.2
"HIKESHI",5,0.000280613394358913,0.3
"DACT1",5,2.47100089115831e-05,0.4
"JAM2",5,0.000298930543090369,0.3
"NAB1",5,1.14677177166917e-05,0.4
"UNG",5,0.00170122443375362,0.1
"NEBL",5,0.000392672751725426,0.2
"FES",5,7.72758110866407e-05,0.4
"LSP1",5,0.00150538729109794,0.3
"LRMP",5,0.000563008800504716,0
"CABP1",5,0.000139741174631027,0.4
"EBF2",5,0.000133735363390243,0.2
"TTLL7",5,0.00211085408396347,0.1
"MYO1E",5,5.17839683990353e-05,0.6
"AMHR2",5,5.17153881312018e-05,0.3
"KIAA1549",5,0.000261060184552441,0.1
"MBOAT7",5,0.00178188909650522,0.1
"PLA2G5",5,0.0006194288336579,0.3
"EVL",5,0.000409080924100203,0.2
"MMS22L",5,0.0022308008063254,0.2
"TTC3",5,0.00035027695322841,0
"RMI2",5,0.000448606762437729,0.7
"SLC28A1",5,0.000754857342408759,0.1
"ZNF830",5,0.000105503331266347,0.3
"TNIK",5,0.000245461805450609,0
"ZNF212",5,0.00343857351706728,0.1
"CARNS1",5,0.000361977323839964,0.1
"ZNF512B",5,0.000222320039140518,0.1
"HDAC11",5,0.000128466544866179,0.3
"LRRC23",5,0.000534126640232682,0
"TGIF2",5,0.000172687900904264,0.4
"ZNF704",5,0.000309481294826067,0.4
"S100A2",5,0.00175269699987203,0.2
"CYTH3",5,0.00206378764642633,0
"RAB3D",5,0.000462496481025556,0.2
"PER3",5,0,1
"TSEN54",5,0.00116574726009163,0.2
"CHID1",5,0.00127308675532459,0.1
"COQ4",5,0.000565303143585475,0.1
"RAMP2",5,0.00029327703051649,0.5
"MAGED2",5,0.00020219330241493,0.1
"LFNG",5,0.00136195739412361,0.6
"PIP4P2",5,0.00134601847262647,0.4
"CHTF8",5,0,1
"SMYD5",5,0.00141704545797061,0.2
"ACBD4",5,0.000485503246823374,0.5
"SDR16C5",5,0.000458323994257873,0.3
"ESRP2",5,0.00287298684200681,0
"ATOH7",5,0.00010416038656494,0.2
"H1-2",5,6.21370490110993e-05,0.4
"NIT1",5,0.000227260546429852,0.1
"UBAC2",5,0.000474828811000513,0.2
"GMPR",5,0.000134059490387101,0.5
"KCNN3",5,0.000652914623418798,0.3
"SAMHD1",5,5.94140325588573e-05,0.4
"FAM214B",5,0.00154404532542315,0
"AFAP1",5,0.000681081792462718,0.1
"SCG2",5,3.16826934058167e-05,0.3
"DDX28",5,0.000109950451528498,0.2
"FBXL16",5,0.0028621584945219,0.1
"CCDC102A",5,0.00142864857537235,0
"HLA-DOA",5,9.03891070279338e-07,0.9
"TSPAN10",5,0.000576458801399425,0.3
"ST3GAL5",5,0.00180917406739969,0
"BCAM",5,0.000431825643333655,0
"NTN5",5,0.000140377989407342,0.3
"CNIH4",5,3.28519530930447e-05,0.9
"HMCN1",5,0.000191886845894478,0.2
"EHBP1L1",5,0.000636153432130231,0.3
"TBC1D1",5,0.00166095693980135,0
"TUBGCP4",5,0.000705439359398386,0.2
"S100A14",5,0.000281437192009993,0.2
"RAB24",5,0.000145966380645925,0.1
"SLC9A9",5,0.000274307696027481,0.4
"EFCC1",5,0.00164073114015479,0
"TBC1D25",5,0.00167818128918689,0.1
"CEP78",5,0.000223572316483549,0.1
"MAGEH1",5,0.000217787851132095,0.2
"KCNE5",5,0.00012612762443088,0.4
"FBXL4",4,0.00144230906916939,0
"PABPC5",4,0.000437615505191089,0.166666666666667
"YIPF7",4,0.000136184434244326,0.166666666666667
"UNC45A",4,0.000280618156912568,0.166666666666667
"ZBTB4",4,0.000158558538453348,0
"PDIA5",4,0.000181601653570417,0.166666666666667
"HTATIP2",4,0.000302692023576574,0.166666666666667
"TSR2",4,4.26371281744772e-05,0.333333333333333
"CTF1",4,0.000350526411249513,0.166666666666667
"PPP1R3D",4,2.05866072044292e-05,0.5
"ARAP1",4,0.000124599036292875,0.333333333333333
"TTLL12",4,0.0018993549896443,0
"PARP16",4,0.00138889350331564,0.166666666666667
"SLC24A1",4,0.000103788269403841,0.166666666666667
"GOLGA3",4,0.00023018837187944,0
"SHB",4,3.3493079782284e-05,0.333333333333333
"ATOH8",4,7.21234613484328e-05,0.333333333333333
"SNX13",4,4.82596631173478e-05,0.5
"ENPP6",4,7.80328988518637e-06,0.833333333333333
"RAB27B",4,0.00077626425007377,0.166666666666667
"OLFML1",4,4.48048121634741e-05,0
"C15orf65",4,0.000273970359372119,0.666666666666667
"SRPX",4,3.50090927775102e-05,0.333333333333333
"ELAVL3",4,0.000194012755209268,0.333333333333333
"DAAM2",4,4.30464707994731e-05,0.333333333333333
"KIAA1217",4,0.000207993503417327,0
"C22orf39",4,0.000124435305757333,0.333333333333333
"KLHDC9",4,0.000255449295129563,0
"ZNF365",4,0.000127692034729837,0.333333333333333
"GRID1",4,3.3670930267916e-06,0.666666666666667
"DUSP8",4,0.000106059604265317,0.333333333333333
"SPACA9",4,0.000134852330170126,0.5
"STON2",4,1.78234306319336e-05,0.5
"BLOC1S4",4,0.000485362115259551,0.166666666666667
"LAYN",4,0.000667960200505428,0.166666666666667
"FRS3",4,2.90528913456881e-05,0.5
"CNN3",4,0.000101332983279142,0.333333333333333
"GNMT",4,2.04996777952917e-05,0.666666666666667
"GPR83",4,0.00156813183700479,0.333333333333333
"GPR84",4,0.000272626316777268,0.166666666666667
"FCHO2",4,0.000172947592248003,0.166666666666667
"BTN3A1",4,0.000282202301939968,0
"DNAL4",4,0.000532151868639524,0.166666666666667
"SLC7A6OS",4,0.000105040766565655,0.333333333333333
"PTCH2",4,3.71663513418091e-05,0.833333333333333
"TMC4",4,0.000121107883890246,0.166666666666667
"UROD",4,4.43285945029569e-05,0.5
"MORN1",4,0.00385746204795178,0.166666666666667
"DND1",4,0.000267420720463063,0
"TDRD9",4,0.000283010190394631,0
"LRRIQ3",4,0.00167481619501061,0
"SGSM2",4,0.00161841179503508,0
"SELENOK",4,1.29747944617243e-05,0.833333333333333
"RIMKLB",4,1.69124346404621e-05,0.5
"SPRED3",4,1.96351664466306e-05,0.666666666666667
"ST8SIA1",4,0.000573261697574989,0
"GET1",4,0.000100715558365665,0.5
"TFCP2L1",4,2.92646052197489e-05,0.5
"ARSL",4,4.93115457221884e-05,0.166666666666667
"BNC2",4,0.00292717667150398,0
"NAALADL2",4,0.00193580116952512,0
"NDUFAF3",4,0.00158519554058258,0
"EEF1E1",4,0.000375717933776592,0.166666666666667
"FARP1",4,0.000143181892130456,0.5
"CCDC120",4,0.000136878449302539,0
"ZNF574",4,0.00112588280364459,0.166666666666667
"TRAK1",4,0.000105765024232852,0.166666666666667
"CPM",4,5.77099734589502e-05,0.5
"LRRC61",4,0.0027180664524441,0.166666666666667
"ABHD11",4,0.000376819309582298,0
"SCARA3",4,0.000384107472239531,0
"RERE",4,6.63434013772282e-05,0
"DNAJC30",4,0.000294718106133105,0
"ABHD14A",4,0.00157352230106539,0
"MSS51",4,0.00150674354813292,0
"BEGAIN",4,0.00161105172160694,0
"BRSK1",4,0.000137520858356186,0
"SLC9C1",4,0.000523999911285141,0.166666666666667
"SETD4",4,0.00165199935184903,0
"LRRC3B",4,0.00275075497807054,0
"PGAP3",4,0.000135461611693294,0.333333333333333
"PIGN",4,0.000501979412193452,0.333333333333333
"PIGG",4,0.000326572666639393,0.333333333333333
"PROCA1",4,0.000494265680903074,0.5
"ALG3",4,0.00149548983320582,0
"GLT8D2",4,0.000185661126733942,0.166666666666667
"USP30",4,0.000385472456376316,0.333333333333333
"RHBDD2",4,0.00138710393872058,0.166666666666667
"RHBDF2",4,0.00108777032637077,0.333333333333333
"CTSO",4,5.81470523299323e-05,0.5
"PRDM11",4,0.00252948211892462,0
"CCDC8",4,0.000488419639972459,0.333333333333333
"CD180",4,0.000498133403402028,0
"BRSK2",4,0.000113965249208392,0
"NUDT7",4,0.000480992538146245,0.5
"DTX4",4,1.5099856235854e-05,0.666666666666667
"MR1",4,0,1
"PRKRIP1",4,0.00145237487176766,0.166666666666667
"TOR1AIP2",4,0.000703552912495616,0.166666666666667
"LRRC41",4,2.6679310688353e-05,0.5
"ZNF622",4,0.000405929646997593,0.333333333333333
"ANKRD23",4,0.0016507264450503,0
"DOK4",4,0.000847276168768085,0.166666666666667
"CYP27A1",4,0.000861329223238746,0.166666666666667
"HAAO",4,0.000200231132501504,0
"EHD3",4,0.00112779558588561,0
"CCDC97",4,0.000111998293378966,0.5
"VIPR1",4,6.61153342942045e-07,0.833333333333333
"ARL11",4,0.00170789288641471,0
"C1QTNF2",4,0.00015677977931879,0.166666666666667
"MEGF6",4,0.00158762306226087,0.166666666666667
"SPCS2",4,4.93616889654182e-05,0.5
"FREM1",4,0.000411556775917538,0
"ERP27",4,0.000964216716005124,0.166666666666667
"GRINA",4,0.000551622972369412,0
"QPCT",4,0.000121384707303236,0.5
"SEPTIN11",4,1.1237807029082e-05,0.666666666666667
"NDRG4",4,0.000138254239717011,0
"GABRP",4,7.00938419618453e-05,0.5
"ARHGAP26",4,0.00325035989300728,0.166666666666667
"FER1L5",4,0.00270226099616931,0
"CRELD1",4,0.000135124849219284,0
"USP22",3,0.0011973301997086,0.333333333333333
"ANXA4",3,7.22765347512911e-06,0.333333333333333
"TENM4",3,6.11018658269149e-05,0
"TNS1",3,0.000205468262804342,0.333333333333333
"TPST2",3,0.000129967575559901,0
"CRHBP",3,4.19106305828262e-05,0.333333333333333
"KIAA1755",3,0.000399397387831293,0.333333333333333
"C11orf71",3,0.00114692748115193,0.333333333333333
"TMTC1",3,7.68857127920481e-05,0.333333333333333
"HACD3",3,0.000103308408447145,0
"ADPRHL2",3,8.50342772581983e-05,0.333333333333333
"PARD6G",3,1.14403498831393e-05,0.333333333333333
"PBXIP1",3,0.00165859686848199,0
"FAM181B",3,0.000379085814369408,0
"SMOX",3,0.000164243140491575,0.333333333333333
"ABI3BP",3,0.00122192456323431,0
"EID1",3,6.58975110837435e-06,0.333333333333333
"DYRK1B",3,0.000119657576770552,0
"SAMD4A",3,6.27151268293806e-05,0
"CCDC170",3,0.000809326399705535,0
"P4HTM",3,9.97236675958763e-05,0
"TSHZ3",3,0.000146370335408778,0
"DCPS",3,2.91518627230376e-05,0
"SLC6A13",3,0.000115125780157823,0
"SLC4A8",3,0.000101640432923101,0
"FAM166B",3,0,1
"PTPRR",3,0,1
"DXO",3,0.00140215327445425,0
"GPR4",3,0.00212902306685403,0
"IQCA1",3,0.00268726815194047,0
"MTSS1",3,9.8001371859053e-05,0
"SLC27A4",3,0.000221044136413997,0
"SIGLEC8",3,0,1
"CHCHD5",3,0.00134408602150538,0.333333333333333
"DMAC1",3,0.000351065170600691,0
"TM6SF2",3,0.000193941096625022,0.333333333333333
"TATDN3",3,0.00107638401341345,0
"C8orf33",3,0.00137242340597523,0
"SLCO4A1",3,9.56593316740388e-05,0
"TOP1MT",3,9.45624457388993e-06,0.333333333333333
"PDZD4",3,0.000124689593485694,0
"MON1B",3,0.00010654852689991,0.333333333333333
"CMIP",3,5.46924979478383e-05,0.333333333333333
"CLK3",3,0,1
"CRYGS",3,0.00100492672616562,0
"CAPN5",3,0.000212805744106209,0.333333333333333
"CCDC74A",3,7.84043360734062e-05,0.333333333333333
"CCDC74B",3,0.000128869519684767,0.333333333333333
"GLIS1",3,0.000156404746697197,0.333333333333333
"SPIN2B",3,4.95054183181911e-05,0.333333333333333
"CPQ",3,1.60921550040529e-05,0.333333333333333
"MID1",3,2.78833904830534e-05,0
"VSIR",3,1.03002438940619e-06,0.666666666666667
"GLB1L",3,0.00314837403285154,0
"SRRM4",3,0.000136293942202972,0.333333333333333
"DOCK6",3,5.40853396497901e-05,0.333333333333333
"TMCC1",3,0,1
"IGSF21",3,0.00137313089005837,0
"MAPK15",3,9.51264242706539e-05,0.333333333333333
"PACS1",3,7.63267097035785e-05,0.333333333333333
"KCTD11",3,9.22572369680405e-05,0.333333333333333
"MAFK",3,8.94405869628398e-06,0.333333333333333
"ERF",3,0.00402683471809445,0.333333333333333
"TRMT1L",3,0.00144741336258878,0
"DDIT4L",3,2.24577757431353e-05,0
"PLPP5",3,5.61293114076838e-05,0.333333333333333
"SLC35D2",3,0.000160243103338035,0
"TCEAL1",3,0.00268636426087019,0.333333333333333
"IQCE",3,0.00143524956548119,0
"HHIPL1",3,7.51909135191907e-05,0
"NAPSA",3,1.38652984434835e-05,0.333333333333333
"CPPED1",3,9.70896109746581e-05,0.333333333333333
"DCHS1",3,0,1
"CHSY3",3,0,1
"DSEL",3,0,1
"SPTSSA",3,0.000253243600380354,0
"CERS6",3,0.00018223651021714,0
"PON2",3,2.33537971902442e-07,0.666666666666667
"TOB1",3,1.95197160208926e-05,0.333333333333333
