"display name","Degree","BetweennessCentrality","ClusteringCoefficient"
"RTN4R",15,0.00150643923915902,0.142857142857143
"NTF3",15,0.00103849822792958,0.4
"PKP2",15,0.00155151809621736,0.161904761904762
"DYNLT1",14,0.00514184601643434,0.032967032967033
"DLGAP1",14,0.000677872657639498,0.351648351648352
"FRZB",14,0.000849649710264296,0.274725274725275
"NEO1",14,0.00183531223942734,0.164835164835165
"EPHA3",14,0.000833669049979424,0.175824175824176
"RGS3",14,0.000943267095546064,0.43956043956044
"RGS17",14,0.00179980949267435,0.461538461538462
"RGS13",14,0.000543123738786158,0.461538461538462
"VAV2",14,0.00166380645195285,0.230769230769231
"PFN4",14,0.00152363759406357,0.208791208791209
"KCTD13",14,0.00242830052280719,0.241758241758242
"HTRA2",14,0.00202412688787525,0.142857142857143
"CC2D2A",14,0.0022980748631723,0.307692307692308
"COMMD10",14,0.000679877442552889,0.428571428571429
"CCDC22",14,0.00121708453940377,0.428571428571429
"HPX",14,0.000898592824018738,0.230769230769231
"CNR1",14,0.00070303806462168,0.274725274725275
"CUX1",14,0.00383371413856739,0.142857142857143
"ARHGAP39",14,0.00321781545068573,0.120879120879121
"SEMA3B",14,0.00085964046211999,0.164835164835165
"GFPT1",14,0.00202700536371325,0.263736263736264
"SLIT3",14,0.00103046004919204,0.241758241758242
"ACAD8",14,0.00164288906566691,0.32967032967033
"ANTXR1",14,0.00186172148276338,0.197802197802198
"CAVIN1",14,0.00213301188620704,0.142857142857143
"SPTBN4",14,0.00134480919389673,0.164835164835165
"EXT2",14,0.00183791835865949,0.230769230769231
"EGR2",14,0.00122597699575734,0.208791208791209
"TNFRSF25",14,0.0018375818101428,0.252747252747253
"DNM3",14,0.00396584696348302,0.164835164835165
"MRPS25",14,0.000135553701822191,0.835164835164835
"FZD2",14,0.00140564714404765,0.274725274725275
"COPZ2",14,0.00171141414946312,0.340659340659341
"KLHL2",14,0.00101293194117379,0.340659340659341
"CHRD",14,0.00107378645567865,0.208791208791209
"GABRB3",14,0.00126162540919692,0.197802197802198
"RACGAP1",13,0.00224428570990352,0.256410256410256
"TUBA3E",13,0.00138954694394143,0.320512820512821
"RXRB",13,0.00109182581108425,0.128205128205128
"FAP",13,4.01404677205961e-05,0.794871794871795
"ABCA4",13,0.00217425355467329,0.217948717948718
"SLC2A10",13,0.00116071803401788,0.525641025641026
"AAAS",13,0.00142625531411341,0.217948717948718
"PI4K2A",13,0.00113326105510256,0.435897435897436
"GSTO2",13,0.00140545086677011,0.435897435897436
"ISCU",13,0.00126586951534605,0.256410256410256
"ME3",13,0.000235983863144255,0.538461538461538
"PRKD1",13,0.0016522862727011,0.0641025641025641
"MERTK",13,0.0016604966751299,0.269230769230769
"ACSM3",13,0.00118509991682822,0.230769230769231
"TCEA2",13,0.00224728238236201,0.294871794871795
"BCR",13,0.00129136207897681,0.166666666666667
"PLXNB1",13,0.0018855144776317,0.128205128205128
"ZNF469",13,0.000571367465946228,0.512820512820513
"HAPLN1",13,0.000413432606924079,0.58974358974359
"TGM2",13,0.000805787389508334,0.256410256410256
"BANF1",13,0.0011430137013078,0.217948717948718
"RBL2",13,0.0026688253039527,0.333333333333333
"SLC38A9",13,0.00245130959916114,0.320512820512821
"CSPG5",13,0.000560930375199381,0.294871794871795
"PPL",12,0.00251335474308246,0.136363636363636
"TRPC6",12,0.00184661569677278,0.212121212121212
"COQ6",12,0.0027358492760596,0.151515151515152
"DDIT3",12,0.00143901808153406,0.181818181818182
"TLL2",12,3.11502111189176e-05,0.681818181818182
"MTMR14",12,0.00108704164933542,0.454545454545455
"IFT52",12,0.000388391041629809,0.515151515151515
"PIP5K1B",12,0.00133301430980553,0.439393939393939
"AMT",12,0.00168985240821867,0.303030303030303
"PRRT2",12,0.00164730950412364,0.257575757575758
"PGM1",12,0.00290558168659662,0.181818181818182
"ORC1",12,0.00039668589485112,0.393939393939394
"GTF2H5",12,0.00131712961607608,0.348484848484849
"CSTF3",12,0.00177183724292779,0.166666666666667
"NELFA",12,0.00144789184150226,0.303030303030303
"GRM2",12,0.000495628320406194,0.363636363636364
"SLC1A1",12,0.00373017324805116,0.151515151515152
"LEMD2",12,0.001485496361585,0.272727272727273
"DOC2A",12,0.00367131293225198,0.181818181818182
"PER2",12,0.00220761478710986,0.318181818181818
"LTBP4",12,0.00191113095845973,0.409090909090909
"PLCD4",12,9.95152453569015e-05,0.651515151515151
"C5",12,0.000449287086996883,0.348484848484849
"MASP1",12,0.00136240127905868,0.272727272727273
"CACNA2D4",12,0.00170674305723862,0.424242424242424
"GYPC",12,0.00186118592747043,0.151515151515152
"CYP11A1",12,0.00161678725622834,0.151515151515152
"PDE5A",12,0.00161845252134448,0.212121212121212
"CTSA",12,0.00611016704270019,0.121212121212121
"ISYNA1",12,0.00398767998219158,0.0757575757575758
"ACSF3",12,0.00200491696323557,0.106060606060606
"KCNC4",12,0.000926570436218472,0.363636363636364
"LMX1B",12,0.00213614609513644,0.106060606060606
"SESN1",12,0.00123221092786582,0.393939393939394
"LAMTOR3",12,0.00172655326230386,0.348484848484849
"UBA7",12,0.00316331112967939,0.287878787878788
"TERF2IP",12,0.000788583595473858,0.363636363636364
"KBTBD6",12,0.000882549750034483,0.454545454545455
"ADAMTS10",12,0.000731990621383898,0.212121212121212
"ELMO1",11,0.00138319523379147,0.109090909090909
"TUBA3C",11,0.000453135352081861,0.436363636363636
"DMAP1",11,0.00372724832297755,0.0363636363636364
"DNAAF4",11,0.00303036933344619,0.127272727272727
"TCF21",11,0.0016569312807265,0.2
"SARDH",11,0.000991955356499226,0.2
"NRP2",11,0.000226159172935421,0.309090909090909
"EPHB6",11,0.000674127852290984,0.218181818181818
"PDGFC",11,0.000876300136657498,0.272727272727273
"FMNL3",11,0.00067985249767199,0.236363636363636
"FIP1L1",11,0.00140372804402319,0.218181818181818
"MCRS1",11,0.00183848776579375,0.0727272727272727
"GSTM2",11,0.000219331232373059,0.618181818181818
"DUSP5",11,0.00124567649546331,0.163636363636364
"SERPINE2",11,0.00169969194147183,0.0909090909090909
"STX1B",11,0.00286862760836257,0.2
"POLE2",11,0.00210707692039405,0.381818181818182
"CAD",11,0.00179954519151787,0.309090909090909
"HOMER3",11,0.00105209447574219,0.381818181818182
"CATSPERB",11,0.00475368538644734,0.381818181818182
"ACD",11,0.000708616983982607,0.436363636363636
"SUN2",11,0.00208872028288989,0.2
"STS",11,0.00293249238225646,0.181818181818182
"RBM3",11,0.0022348540758936,0.109090909090909
"MRPS26",11,0.000847415604275297,0.690909090909091
"HMOX2",11,0.0012127508029809,0.145454545454545
"POFUT2",11,0.00286204231896735,0.0363636363636364
"CNTN4",11,0.00167932371069363,0.0727272727272727
"BHLHE41",11,0.000687155936182658,0.309090909090909
"CRY2",11,0.00169770460594414,0.309090909090909
"ADAMTS12",11,0.00167399197245178,0.309090909090909
"REC8",11,0.000972698090920971,0.290909090909091
"UBE4B",11,0.00160364749512963,0.127272727272727
"HSD17B8",11,0.00182947166667431,0.127272727272727
"BST1",11,0.00337309712216006,0.145454545454545
"ADAMTS14",11,0.000237670333709123,0.509090909090909
"HS3ST1",11,0.000712479800283217,0.363636363636364
"SRGN",11,0.000330496800302461,0.254545454545455
"EXT1",11,0.000501536694475084,0.4
"ECM2",11,0.000418967323514026,0.345454545454545
"AK5",11,0.00404156226586948,0.236363636363636
"H1-0",11,0.00221204876731526,0.2
"GDPD1",11,0.000613898549210688,0.363636363636364
"RECK",11,0.000631256102197327,0.218181818181818
"LUC7L",11,0.000608435246851794,0.472727272727273
"GABRD",11,0.000762066767609756,0.236363636363636
"LINGO1",11,0.000568635126201915,0.290909090909091
"SMOC2",11,0.00404633855705645,0.163636363636364
"SCN4B",11,0.000547388988657277,0.309090909090909
"TDP2",11,0.0013022629108502,0.127272727272727
"KLRF1",10,0.000303525401124846,0.222222222222222
"ADGRA2",10,0.00127445389669725,0.155555555555556
"PPP1R15A",10,0.00256328301630398,0.0222222222222222
"PDK2",10,0.00103921825373555,0.177777777777778
"TRIP6",10,0.00379059421702359,0.0444444444444444
"IL1RL1",10,0.000862369551816514,0.288888888888889
"IL18R1",10,0.000325374628064974,0.2
"LGALS3BP",10,0.000530769663369352,0.266666666666667
"MTMR4",10,0.0005801751440006,0.644444444444444
"LAS1L",10,0.00207166042748141,0.133333333333333
"GSS",10,0.000107515077866005,0.711111111111111
"POC1B",10,0.00208365207302119,0.2
"ARPC1A",10,0.0015707408485068,0.0888888888888889
"CPA3",10,0.000218614930799159,0.422222222222222
"KCNJ4",10,0.00079366797610413,0.222222222222222
"MYO10",10,0.000670279154531279,0.0666666666666667
"IBA57",10,0.00119391811760666,0.288888888888889
"POLA2",10,0.00011286707713098,0.533333333333333
"TNFSF12",10,0.000730497640123962,0.266666666666667
"EGLN1",10,0.0015099393799388,0.288888888888889
"IQGAP2",10,0.00179396202355796,0.133333333333333
"PRCP",10,0.00190113608944926,0.177777777777778
"TRIM27",10,0.00143362264481311,0.0888888888888889
"PAF1",10,0.00293171650155773,0.355555555555556
"RTKN",10,0.000845322626252938,0.266666666666667
"APLP1",10,0.00246807533761049,0.0666666666666667
"USF2",10,0.00069822461516172,0.222222222222222
"C8orf37",10,0.000577380188604575,0.311111111111111
"ADM",10,0.000758756107160071,0.177777777777778
"SOCS2",10,0.000642229722174248,0.288888888888889
"KCNJ11",10,0.00103666203590262,0.0888888888888889
"AOX1",10,0.00191498849885795,0.244444444444444
"FBF1",10,0.00128129951919522,0.111111111111111
"NME4",10,0.000480389671733813,0.422222222222222
"TP63",10,0.00118771156750179,0.177777777777778
"FCN3",10,0.000197443978288521,0.355555555555556
"NSD2",10,0.00164249538210098,0.222222222222222
"JAM3",10,0.00140315222679244,0.155555555555556
"ENPP2",10,0.0012029934663272,0.333333333333333
"RBL1",10,0.00060961158827537,0.4
"ITFG2",10,0.000902623754999711,0.333333333333333
"NPRL2",10,0.000814573945777808,0.4
"RBM5",10,0.000126982945455531,0.511111111111111
"PRKAR1B",10,0.00141586843767246,0.111111111111111
"HAUS1",10,0.00109874933693315,0.133333333333333
"CDR2",10,0.00131030844930949,0.0222222222222222
"UBE2H",10,0.000665757840607187,0.244444444444444
"ALOX5AP",10,0.000248819625801965,0.222222222222222
"PEX10",10,0.00179489158170427,0.355555555555556
"KLHL42",10,0.000191546233968205,0.666666666666667
"TMEM43",9,0.000962101783916191,0.194444444444444
"SPECC1",9,0.0014380046079174,0.194444444444444
"PRKCE",9,0.001160779045675,0.0277777777777778
"CD82",9,0.00203689037409708,0.111111111111111
"MAGI1",9,0.00177900826079298,0.0555555555555556
"SCN3A",9,0.000281108718176839,0.416666666666667
"ORMDL3",9,0.0014892957599096,0.166666666666667
"EPHB3",9,0.00046229588400656,0.361111111111111
"IFT27",9,0.000151047247753349,0.666666666666667
"MAP3K11",9,0.00109763721269004,0.0833333333333333
"UNC119",9,0.00129464302427028,0.0555555555555556
"GSTM5",9,3.77623004744348e-05,0.833333333333333
"WASF3",9,0.00260395477507668,0.166666666666667
"SSPN",9,0.000440991734680817,0.333333333333333
"SLC26A4",9,0.00127181489472381,0.0555555555555556
"EXOC7",9,0.00184615733860739,0.0555555555555556
"DNAH1",9,0.00140513110091641,0.166666666666667
"NUBP1",9,0.00118868452908823,0.111111111111111
"IL34",9,0.000303628266589004,0.5
"SIAH2",9,0.00311301517666423,0.166666666666667
"FNDC1",9,0.000274748414893067,0.638888888888889
"EDC3",9,0.00187564227432753,0.0555555555555556
"HIF3A",9,0.000102774149422298,0.555555555555556
"PTGFR",9,0.000840752255166168,0.138888888888889
