"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048787","CC","GO:0048787","presynaptic active zone membrane","19/4352","32/19944",0.59375,2.72099034926471,5.1473625352149,4.62794539817205e-06,0.000305506495769811,0.00026805840009602,"9254/493/9170/112755/8775/2906/6804/320/5023/23208/150/2823/781/2890/22854/2560/415117/386617/84628",19
"GO:0098644","CC","GO:0098644","complex of collagen trimers","17/4352","27/19944",0.62962962962963,2.88541666666667,5.17924001137779,4.8048203790796e-06,0.000305506495769811,0.00026805840009602,"1298/1307/1299/1277/1303/1297/1294/1300/1289/4060/1295/1278/1281/1296/7373/1287/1302",17
"GO:0030133","CC","GO:0030133","transport vesicle","137/4352","451/19944",0.303769401330377,1.39209028955263,4.44962888960783,1.14933084764089e-05,0.000674568797499996,0.000591882120728423,"51226/972/5874/9498/9627/79641/2261/8218/10947/273/2778/201294/11015/9145/79953/51760/57030/5864/11316/6804/320/1363/7466/2348/57221/1809/525/59349/1211/23349/8082/10755/8675/10396/23157/5126/24141/7732/23025/78992/1742/6616/23208/10717/10228/11311/274/10244/90865/25844/54843/6653/440279/26509/30061/22872/6843/85439/122616/10966/84958/113451/81611/149111/6622/85409/94122/84623/8448/3708/2555/81615/4900/5799/2890/23057/9162/7780/127262/26958/9114/84446/1173/6811/553115/132204/1359/8927/23176/94120/6571/118426/112476/762/25837/54910/143425/203062/4135/142684/91683/27333/254263/627/283849/3119/1731/5179/22820/633/5413/9230/4908/3916/3123/222553/6536/4311/3117/57799/200734/192683/3122/80863/3107/3133/3135/3134/3136/3105/534/6844/3115/3113/3106/90342/10016",137
"GO:0070382","CC","GO:0070382","exocytic vesicle","84/4352","251/19944",0.334661354581673,1.53365947972815,4.49504375652079,1.26672417043238e-05,0.00069036467288565,0.000605741783755637,"5874/9498/9627/79641/10947/273/201294/9145/79953/51760/57030/5864/6804/320/7466/1809/525/1211/23349/10755/8675/10396/23157/24141/7732/23025/1742/6616/23208/10228/11311/274/54843/440279/26509/30061/6843/85439/10966/84958/81611/6622/85409/94122/84623/8448/2555/81615/5799/2890/9162/127262/9114/84446/1173/132204/8927/23176/94120/6571/118426/112476/25837/54910/143425/203062/142684/91683/627/1731/5179/5413/9230/4908/3916/222553/6536/4311/57799/192683/80863/534/6844/90342",84
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","123/4352","403/19944",0.305210918114144,1.39869635819588,4.27179275002949,2.47943843675046e-05,0.00126120768482707,0.00110661252334968,"115703/53616/2534/2896/9498/9454/816/5662/1496/4756/79641/815/5063/8516/55118/5064/79953/158866/1821/7249/64130/478/2906/6804/23413/22849/9148/8787/1949/41/1627/2771/6711/9890/6543/440073/2892/154796/57479/57622/54487/7732/482/81926/23229/80758/94030/3337/1742/23208/2048/10313/116988/2045/10505/10154/58489/1838/144165/9746/6252/59283/81611/375/4915/4851/818/57689/2900/22866/150/3708/2911/23043/2890/9162/64084/55607/2039/8997/84446/23623/2905/50944/22941/55450/93185/166336/8927/79870/145581/112476/54910/146395/10636/7779/9229/143425/22883/2596/91683/78999/254263/9495/23513/5179/575/2894/57537/56899/9863/5575/642938/54413/6536/1612/8831/26037/26052/80863/339453/64506/140735",123
"GO:0099572","CC","GO:0099572","postsynaptic specialization","118/4352","387/19944",0.304909560723514,1.39731532147743,4.16992700251243,3.7617818427722e-05,0.00179389971627199,0.00157400871842311,"115703/53616/2534/9454/816/5662/1496/4756/815/5063/8516/22839/55118/5064/9127/79953/158866/1821/7249/64130/2906/23094/6804/23413/22849/9148/8787/2557/2743/41/1627/6711/9890/6543/440073/2892/154796/57479/57622/54487/7732/81926/23229/80758/94030/3337/1742/23208/10313/116988/2045/10505/58489/1838/144165/9746/6252/59283/81611/375/4915/4851/818/57689/2900/22866/150/3708/2555/2911/23043/2890/9162/64084/55607/2039/8997/84446/23623/2905/50944/22941/55450/347730/2560/166336/8927/79870/145581/5913/112476/54910/146395/10636/7779/9229/22883/2596/78999/254263/9495/23513/575/2894/3751/57537/56899/9863/642938/6536/1612/8831/26037/26052/80863/339453/64506/140735",118
"GO:0005814","CC","GO:0005814","centriole","59/4352","168/19944",0.351190476190476,1.60940782563025,4.1906579659155,5.08141214964418e-05,0.00221190857672178,0.00194077927129068,"54903/10039/8481/10806/9696/29105/11158/10101/25776/51098/4682/95681/80709/90410/83871/22897/49856/89891/112752/84902/84080/60385/6608/79363/85444/22873/57639/80210/4957/585/22994/10769/90060/1069/84131/79839/1070/126731/199221/221908/197335/27152/79841/116840/220136/51134/26259/225689/100287171/283643/9863/9742/85302/9814/80184/9851/3304/3303/54535",59
"GO:0014069","CC","GO:0014069","postsynaptic density","108/4352","351/19944",0.307692307692308,1.41006787330317,4.09494063214576,5.21813294639476e-05,0.00221190857672178,0.00194077927129068,"115703/53616/2534/9454/816/5662/1496/4756/815/5063/8516/55118/5064/79953/158866/1821/7249/64130/2906/6804/23413/22849/9148/8787/41/1627/6711/9890/6543/440073/2892/154796/57479/57622/54487/7732/81926/23229/80758/94030/3337/1742/23208/10313/116988/2045/10505/58489/1838/144165/9746/6252/59283/81611/375/4915/4851/818/57689/2900/22866/150/3708/2911/23043/2890/9162/64084/55607/2039/8997/84446/23623/2905/50944/22941/55450/166336/8927/79870/145581/112476/54910/146395/10636/7779/9229/22883/2596/78999/254263/9495/23513/575/2894/57537/56899/9863/642938/6536/1612/8831/26037/26052/80863/339453/64506/140735",108
"GO:0032279","CC","GO:0032279","asymmetric synapse","112/4352","367/19944",0.305177111716621,1.39854143292194,4.07119790675779,5.61357727673468e-05,0.0022542944537624,0.00197796961108214,"115703/53616/2534/2896/9498/9454/816/5662/1496/4756/815/5063/8516/55118/5064/79953/158866/1821/7249/64130/2906/6804/23413/22849/9148/8787/41/1627/6711/9890/6543/440073/2892/154796/57479/57622/54487/7732/81926/23229/80758/94030/3337/1742/23208/10313/116988/2045/10505/10154/58489/1838/144165/9746/6252/59283/81611/375/4915/4851/818/57689/2900/22866/150/3708/2911/23043/2890/9162/64084/55607/2039/8997/84446/23623/2905/50944/22941/55450/166336/8927/79870/145581/112476/54910/146395/10636/7779/9229/22883/2596/78999/254263/9495/23513/575/2894/57537/56899/9863/642938/54413/6536/1612/8831/26037/26052/80863/339453/64506/140735",112
"GO:0030658","CC","GO:0030658","transport vesicle membrane","83/4352","259/19944",0.32046332046332,1.4685938564615,4.01021389865549,8.10526574649769e-05,0.00304111827507912,0.00266834686204086,"972/5874/9498/8218/273/9145/79953/57030/5864/6804/1363/7466/2348/57221/525/59349/1211/23349/8675/10396/24141/23025/10717/10228/274/6653/440279/26509/22872/6843/122616/81611/149111/6622/8448/3708/2555/81615/4900/5799/2890/9162/7780/127262/9114/6811/553115/132204/8927/23176/6571/118426/112476/762/25837/54910/143425/4135/91683/254263/3119/9230/3123/222553/6536/3117/200734/192683/3122/80863/3107/3133/3135/3134/3136/3105/534/6844/3115/3113/3106/90342/10016",83
"GO:0008021","CC","GO:0008021","synaptic vesicle","76/4352","233/19944",0.32618025751073,1.49479298157031,4.01361708930694,8.37005029838289e-05,0.00304111827507912,0.00266834686204086,"5874/9498/9627/79641/10947/273/9145/79953/57030/5864/6804/320/7466/525/1211/23349/10755/8675/10396/23157/24141/7732/23025/1742/6616/23208/10228/11311/274/440279/26509/30061/6843/85439/10966/81611/6622/84623/8448/2555/81615/5799/2890/9162/127262/9114/84446/1173/132204/8927/23176/6571/118426/112476/25837/54910/143425/203062/142684/91683/627/1731/5179/5413/9230/4908/3916/222553/6536/4311/57799/192683/80863/534/6844/90342",76
"GO:0043025","CC","GO:0043025","neuronal cell body","141/4352","486/19944",0.290123456790123,1.32955473856209,3.88584408117845,0.000102126868714762,0.00354194549224379,0.00310778413887983,"5577/6376/2534/933/23154/65078/9498/1535/9627/79641/30009/9187/8516/1620/1136/790/5027/4345/7042/25861/114327/3326/610/9127/23544/5372/958/10857/1821/3356/79791/7040/478/5518/3249/8939/657/9148/55110/2026/5754/3676/5136/374291/3749/6543/26507/63923/9479/7732/348/55201/84152/3337/5176/23208/4628/2048/2045/10505/6653/79739/6252/116/57521/6647/113451/5792/55811/3782/2044/6622/6715/4651/1393/84249/26230/6581/2796/256158/9638/22866/150/2823/2555/460/9481/7070/4900/7345/8470/5137/63895/55361/2890/6529/653361/6285/57731/57125/22941/5274/7349/349565/22853/4130/63826/1524/11280/7314/8507/85442/2596/1263/26047/26470/4878/4642/220202/5179/8633/4692/3751/10587/57537/349667/130574/2563/4311/57565/89848/4155/4914/22876/2664/494513/4676/1454/7124/632/81488",141
"GO:0008180","CC","GO:0008180","COP9 signalosome","18/4352","35/19944",0.514285714285714,2.35682773109244,4.24446332155082,0.000112931790893716,0.00359028985216272,0.00315020258808786,"2037/8655/3326/50813/85440/5335/154796/9840/64708/10750/154810/2873/387357/10409/11180/3303/3305/3311",18
"GO:0098553","CC","GO:0098553","lumenal side of endoplasmic reticulum membrane","18/4352","35/19944",0.514285714285714,2.35682773109244,4.24446332155082,0.000112931790893716,0.00359028985216272,0.00315020258808786,"56928/972/5311/121665/3119/3123/3117/3122/3107/3133/3135/3134/3136/3105/3115/3113/6892/3106",18
"GO:0097542","CC","GO:0097542","ciliary tip","22/4352","48/19944",0.458333333333333,2.10041360294118,4.0325750413001,0.000183306518069354,0.00559451493147667,0.00490875559966774,"57560/2736/51668/3797/8655/11020/51098/23059/2737/90410/2735/22858/89891/112752/83658/64792/6608/80210/51626/374654/9742/140735",22
"GO:0097060","CC","GO:0097060","synaptic membrane","130/4352","449/19944",0.289532293986637,1.32684560461156,3.70077749691423,0.000204875582420635,0.00601231036103633,0.00527533888338153,"23098/9254/53616/1272/286/9498/493/9170/9627/1496/4756/8516/1136/8829/112755/5064/9127/140730/79953/2564/3356/64130/85360/8775/2906/6804/320/8787/5023/1145/6532/1949/2557/2743/9379/41/2026/1627/10675/374291/6869/3749/9890/8828/440073/1211/8082/4987/2892/57622/81926/23025/80758/94030/8572/1742/6616/23208/2048/2045/10505/1607/58489/6812/53826/440279/57575/9746/59283/81611/149111/8573/4851/57689/2900/22866/1006/23284/150/2823/2555/10160/2911/781/4900/55361/2890/3778/9162/64084/1173/2905/50944/22941/6512/22854/93185/347730/2560/2912/133396/145581/5913/112476/3761/54910/146395/7779/22883/78999/26047/254263/415117/9495/23513/2149/2894/57528/386617/3751/57537/23768/2563/54413/84628/6536/1305/57692/80863/339453",130
"GO:0097546","CC","GO:0097546","ciliary base","22/4352","49/19944",0.448979591836735,2.05754801920768,3.91574984431196,0.000264597564955033,0.00747733118743297,0.00656078172754,"5577/5566/2736/7289/51098/23059/2737/90410/57562/2735/22858/84080/79363/22873/5567/7802/11092/55130/9863/5575/92565/255758",22
"GO:0043202","CC","GO:0043202","lysosomal lumen","37/4352","99/19944",0.373737373737374,1.71273395721925,3.75585027693636,0.000302918506898424,0.00825452931298207,0.00724271317245857,"23324/972/8635/1462/3074/5476/54749/410/5641/6625/23646/4969/8029/4126/10675/1509/2331/4958/3425/27163/4060/1513/2719/913/9672/6383/2990/2548/8722/66005/6448/633/10082/375790/5549/5660/3073",37
"GO:0001527","CC","GO:0001527","microfibril","9/4352","13/19944",0.692307692307692,3.17265271493213,4.13986538102247,0.000334061454552084,0.00878927206287034,0.00771190871488658,"4052/8425/4237/81794/2200/4239/30008/339366/79875",9
"GO:0005938","CC","GO:0005938","cell cortex","97/4352","324/19944",0.299382716049383,1.37198733660131,3.56648115954483,0.000359925649872655,0.00915410902842787,0.00803202502873715,"115703/85477/4843/23187/26064/1496/2263/57595/23332/6624/2037/5829/23616/1522/10398/2010/8312/64926/208/1155/25999/8605/7461/2026/55770/2246/1627/6242/6711/117583/5311/10755/23157/631/83541/7186/2571/81/9885/60412/3996/1742/6616/4628/57710/2995/6812/55752/207/10256/83872/51057/23233/90102/6622/4651/10788/2934/256158/667/130271/63895/1915/55607/2039/2035/1487/57731/8927/23176/134549/2038/6786/4735/11214/4642/375189/8541/57085/84552/283849/1731/100287171/23265/22906/1397/7122/5587/5413/7127/6261/1778/6709/89848/494513/84501/91828",97
"GO:0005930","CC","GO:0005930","axoneme","62/4352","192/19944",0.322916666666667,1.47983685661765,3.52961595727076,0.000483040580809318,0.0118890310695971,0.0104317082986325,"4134/29105/5566/7289/51314/26074/114327/29070/23322/93233/2737/2735/8382/25981/1768/89891/80127/1769/64518/22863/57639/26206/51626/55329/85478/2622/51057/79582/83853/56623/123872/126731/118491/54768/144406/199221/158787/220004/200373/129880/7802/84688/158067/11092/7846/4735/55130/83450/220136/257236/339778/201625/100128569/89876/146754/64800/9742/144535/124602/80217/255758/26140",62
"GO:0097014","CC","GO:0097014","ciliary plasm","62/4352","193/19944",0.321243523316062,1.47216930813776,3.48233572814485,0.000562320360806359,0.0134078261029766,0.0117643338642383,"4134/29105/5566/7289/51314/26074/114327/29070/23322/93233/2737/2735/8382/25981/1768/89891/80127/1769/64518/22863/57639/26206/51626/55329/85478/2622/51057/79582/83853/56623/123872/126731/118491/54768/144406/199221/158787/220004/200373/129880/7802/84688/158067/11092/7846/4735/55130/83450/220136/257236/339778/201625/100128569/89876/146754/64800/9742/144535/124602/80217/255758/26140",62
"GO:0030672","CC","GO:0030672","synaptic vesicle membrane","49/4352","146/19944",0.335616438356164,1.538036361805,3.44719753228652,0.000694747615836731,0.0155909538495125,0.0136798601756087,"5874/9498/273/9145/79953/57030/5864/6804/7466/525/1211/23349/8675/10396/24141/23025/10228/274/440279/26509/6843/81611/6622/8448/2555/81615/5799/2890/9162/127262/9114/132204/8927/23176/6571/118426/112476/25837/54910/143425/91683/9230/222553/6536/192683/80863/534/6844/90342",49
"GO:0099501","CC","GO:0099501","exocytic vesicle membrane","49/4352","146/19944",0.335616438356164,1.538036361805,3.44719753228652,0.000694747615836731,0.0155909538495125,0.0136798601756087,"5874/9498/273/9145/79953/57030/5864/6804/7466/525/1211/23349/8675/10396/24141/23025/10228/274/440279/26509/6843/81611/6622/8448/2555/81615/5799/2890/9162/127262/9114/132204/8927/23176/6571/118426/112476/25837/54910/143425/91683/9230/222553/6536/192683/80863/534/6844/90342",49
"GO:0098839","CC","GO:0098839","postsynaptic density membrane","42/4352","121/19944",0.347107438016529,1.59069640252795,3.44319084966235,0.000755303140015614,0.0164656084523404,0.0144473021669152,"53616/4756/8516/79953/64130/2906/6804/8787/41/9890/2892/57622/81926/80758/94030/1742/2045/10505/58489/9746/59283/81611/4851/57689/2900/22866/150/2911/2890/64084/2905/145581/112476/54910/146395/7779/78999/23513/2894/57537/80863/339453",42
"GO:0098576","CC","GO:0098576","lumenal side of membrane","20/4352","46/19944",0.434782608695652,1.99248721227621,3.5603106819274,0.000824451767499353,0.0174498995580283,0.015310941738161,"56928/972/5476/5311/121665/622/3119/3123/3117/3122/3107/3133/3135/3134/3136/3105/3115/3113/6892/3106",20
"GO:0005874","CC","GO:0005874","microtubule","137/4352","492/19944",0.278455284552846,1.27608276542324,3.27588383001467,0.000846194342918805,0.0174498995580283,0.015310941738161,"23098/27175/4134/26153/11186/29105/54820/23332/827/3835/6344/3797/51510/64147/8655/10726/29911/114327/84861/10126/25809/4281/2010/56271/10397/1155/25999/7461/80709/1759/84445/80279/25981/1768/9181/23046/3925/10783/84080/6903/1769/3834/64518/24139/83541/83658/3831/5605/85378/2258/55201/10844/27243/164395/5119/51308/84722/89796/10253/4957/26206/89953/63971/79969/85462/834/54839/79739/51626/57159/55329/283431/3801/2622/6904/27436/84276/10788/1393/91272/6993/79096/256364/9638/636/667/126731/145483/4599/55698/158787/51673/23623/197335/220004/57326/134549/221458/84688/11092/374654/4130/83473/6786/7846/57701/283987/10636/51181/79095/6902/4135/220136/4296/339778/1267/201625/158135/79643/344148/348235/9112/100128569/4600/146754/64800/124602/1778/6840/23303/26052/441054/55559/26140/400954/23354/140735",137
"GO:0035869","CC","GO:0035869","ciliary transition zone","29/4352","76/19944",0.381578947368421,1.74866969814242,3.45468736106195,0.000885272099653103,0.0177753318956662,0.0155964835285145,"54903/57545/25861/51098/23322/27077/90410/6903/79363/51626/585/22994/1069/1070/126731/65062/755/27152/123016/4735/79867/220136/326624/283232/84314/51259/9742/80184/79583",29
"GO:0042613","CC","GO:0042613","MHC class II protein complex","10/4352","17/19944",0.588235294117647,2.69571799307958,3.69526768082057,0.0010187747640685,0.0199314139739556,0.0174882793508115,"972/3119/3123/3117/3111/3108/3122/3115/3113/3109",10
"GO:0120293","CC","GO:0120293","dynein axonemal particle","11/4352","20/19944",0.55,2.52049632352941,3.5941887509354,0.00121706677608464,0.0232155487538146,0.0203698544628904,"51364/57418/3326/7802/54919/352909/8607/10856/255758/116143/161582",11
"GO:0045211","CC","GO:0045211","postsynaptic membrane","93/4352","320/19944",0.290625,1.33185317095588,3.16166584973299,0.00133923416479072,0.0245584688083174,0.0215481632918395,"53616/1272/286/1496/4756/8516/1136/8829/9127/79953/2564/3356/64130/2906/6804/8787/5023/1145/6532/2557/2743/41/1627/10675/6869/3749/9890/8828/440073/8082/2892/57622/81926/80758/94030/8572/1742/2048/2045/10505/1607/58489/53826/57575/9746/59283/81611/149111/4851/57689/2900/22866/23284/150/2555/10160/2911/4900/2890/3778/64084/2905/50944/22941/347730/2560/2912/145581/5913/112476/3761/54910/146395/7779/22883/78999/254263/9495/23513/2149/2894/57528/386617/3751/57537/23768/2563/54413/6536/1305/57692/80863/339453",93
"GO:0099634","CC","GO:0099634","postsynaptic specialization membrane","49/4352","150/19944",0.326666666666667,1.49702205882353,3.22807254024779,0.00135184231972389,0.0245584688083174,0.0215481632918395,"53616/4756/8516/9127/79953/64130/2906/6804/8787/2557/41/9890/2892/57622/81926/80758/94030/1742/2045/10505/58489/9746/59283/81611/4851/57689/2900/22866/150/2555/2911/2890/64084/2905/347730/2560/145581/5913/112476/54910/146395/7779/78999/23513/2894/3751/57537/80863/339453",49
"GO:0005802","CC","GO:0005802","trans-Golgi network","81/4352","274/19944",0.295620437956204,1.35474586732503,3.12377123293368,0.00156137905647174,0.0277054004671613,0.0243093532415184,"79090/8938/972/2896/10079/64761/8218/5205/23033/2778/29911/5125/26088/25776/11154/10139/25839/51760/79895/25999/64149/54760/57535/79971/7045/80148/1211/540/8675/10396/56927/78992/3996/6616/23208/51761/10631/10717/10228/10244/63971/93643/6653/9581/122616/79932/113451/3363/738/636/55361/23057/84283/762/83696/91949/11031/8460/666/285525/66005/3119/25825/4166/5587/116985/3123/2526/4311/3117/23315/144717/192683/3122/6844/9179/6293/3115/113178/3113/79585",81
"GO:0098791","CC","GO:0098791","Golgi apparatus subcompartment","111/4352","397/19944",0.279596977329975,1.28131482441843,2.99113896649293,0.00214265755271447,0.0366904775258772,0.0321930657466482,"79090/8938/972/11285/2896/5874/10079/64761/8218/5205/23033/2778/55968/2802/29911/5125/26088/25776/11154/10139/25839/55512/51172/51760/79895/25999/54922/64149/83871/54760/80146/57535/79971/8704/7045/80148/1211/540/8675/10396/56927/63941/6487/78992/3996/6616/23208/51761/10631/10717/10228/10244/63971/93643/23213/6653/9581/122616/79932/113451/84620/56623/3363/738/8853/636/55361/23057/415/11282/84283/762/83696/283987/91949/11031/8460/1263/27333/2523/79683/89792/666/285525/66005/51272/3119/25825/338707/4166/5587/116985/3123/2526/4311/3117/79690/23315/337876/144717/51062/192683/3122/3105/6844/9179/6293/3115/113178/3113/79585",111
"GO:0060170","CC","GO:0060170","ciliary membrane","29/4352","80/19944",0.3625,1.66123621323529,3.13081240008569,0.00223124332118353,0.0366904775258772,0.0321930657466482,"8842/5310/30845/2121/2821/23288/5311/583/2847/6608/5145/5158/585/8573/92211/150696/168507/22941/9249/54587/129880/64399/123016/4735/79867/132884/79583/192668/768206",29
"GO:0000812","CC","GO:0000812","Swr1 complex","8/4352","13/19944",0.615384615384615,2.82013574660634,3.46816447670168,0.00226009494589283,0.0366904775258772,0.0321930657466482,"10467/81611/10428/10524/8607/55929/10856/57634",8
"GO:0036038","CC","GO:0036038","MKS complex","8/4352","13/19944",0.615384615384615,2.82013574660634,3.46816447670168,0.00226009494589283,0.0366904775258772,0.0321930657466482,"54903/57545/27077/79867/84314/51259/80184/79583",8
"GO:0055038","CC","GO:0055038","recycling endosome membrane","37/4352","109/19944",0.339449541284404,1.55560240151106,3.0729113796628,0.00235905554085421,0.037499153701495,0.0329026167540192,"8938/30845/10079/9744/8216/10397/25999/24141/84239/81926/8572/23208/9413/10228/58489/6653/115111/118813/2890/8324/666/100287171/5912/285195/57537/9230/53373/4914/192683/3107/3133/3135/3134/3136/3105/113178/3106",37
"GO:0032432","CC","GO:0032432","actin filament bundle","33/4352","96/19944",0.34375,1.57531020220588,2.98516328426007,0.0031415263384412,0.0489180529842987,0.0429218206498089,"26064/51474/1535/4638/6624/7205/5829/4625/10398/5358/23094/9124/59/64236/154796/81/8572/4628/29109/55752/58/2620/667/27295/4486/57175/144347/100533183/359845/4919/51466/60312/9260",33
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","82/4284","175/18662",0.468571428571429,2.04119514472456,7.55372005959609,2.68566688220357e-12,3.37588327092988e-09,3.26520552520539e-09,"920/3730/1462/1298/4052/2192/1307/8425/1299/25878/1311/5118/165/4969/54829/1277/7448/4256/1303/1297/3910/6678/1294/2202/4237/4053/7045/2331/1300/81578/1289/10117/4147/10631/8483/4060/10516/1291/1292/1805/83872/7286/1893/1295/1404/256158/25890/3490/2199/78987/10085/11082/1278/157869/115908/2200/4239/7148/1281/7059/169044/255631/1296/3913/30008/127435/64856/633/80781/90187/7058/79875/7373/1287/375790/5549/1305/23145/1302/1306/131873/8292",82
"GO:0008201","MF","GO:0008201","heparin binding","70/4284","170/18662",0.411764705882353,1.79373317954633,5.67479269751044,8.25126759091141e-08,5.18592168088782e-05,5.01590214079089e-05,"3075/10178/3730/4057/65078/2263/2260/56925/151887/8829/1511/2259/2254/6422/333/1311/5764/5118/1842/6355/7448/6649/4192/64094/1839/7060/2246/6146/8828/1490/4053/652/14/57045/348/1289/10631/11095/5270/10457/4856/2660/5046/5792/129804/9353/84870/9508/26577/7123/200879/4043/3990/2200/7148/7059/30008/7423/6403/143282/6586/4753/339366/7058/6402/5549/1305/64093/80739/8292",70
"GO:0030020","MF","GO:0030020","extracellular matrix structural constituent conferring tensile strength","25/4284","42/18662",0.595238095238095,2.59298163709928,5.64142117483449,3.79932313220959e-07,0.000159191639239582,0.000153972569042178,"1298/1307/1299/1277/1303/1297/1294/1300/81578/1289/1291/1292/1295/1278/1281/169044/255631/1296/80781/7373/1287/1305/1302/1306/131873",25
"GO:1901681","MF","GO:1901681","sulfur compound binding","96/4284","266/18662",0.360902255639098,1.57216570838862,5.13031334524838,7.46684544517537e-07,0.000234645618114636,0.000226952802346778,"3075/115939/10178/3730/4057/65078/2263/38/2260/56925/151887/8829/1511/63935/2937/2259/2254/6422/10994/333/1311/5764/5118/1842/5023/6355/7448/6649/4192/64094/1839/7060/2246/1809/6146/8828/1490/4053/652/3276/14/57045/348/1289/10631/84787/11095/5270/55501/10457/4856/2660/5046/5792/129804/9353/84870/80142/79723/9508/29104/26577/7123/200879/4043/3990/2200/8435/7148/2675/7059/30008/7423/6403/143282/89792/79777/51363/6586/4753/339366/7058/375790/6402/5549/79690/55753/1305/5167/10455/64093/80739/8292/2946/84320/24142",96
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","87/4284","240/18662",0.3625,1.57912581699346,4.9289351665473,1.96110754827039e-06,0.000493022437635176,0.000476858782789958,"3075/10178/3730/4057/960/1462/65078/2263/2260/56925/8425/151887/8829/1511/2259/2254/6422/333/1311/5764/5118/1842/6355/7448/6649/4192/64094/1839/3003/7060/2246/1809/50512/6146/8828/1490/4053/652/14/57045/348/1289/10631/11095/5270/55576/10457/4856/23213/2660/5046/145864/5792/129804/9353/1404/84870/9508/114548/26577/7123/200879/4043/133584/3990/2200/7148/2675/7059/30008/7423/6403/143282/633/6586/4753/339366/7058/375790/6402/5549/1305/64093/143903/80739/8292/3507",87
"GO:0005178","MF","GO:0005178","integrin binding","60/4284","152/18662",0.394736842105263,1.71955624355005,4.86212677412588,3.5210627252253e-06,0.000737662640934701,0.000713478499585127,"6376/53616/11188/2192/2191/1015/3693/1307/8425/55612/959/2208/3386/1311/5764/5803/1842/6387/6532/7448/975/7060/2246/3676/1490/63923/7045/7103/81/1289/2670/11095/10457/4856/310/3695/10516/3687/6423/667/7070/5578/58494/3084/11093/120425/10085/11082/79987/83700/2200/3481/7148/1281/83660/3913/6403/9636/9358/7106",60
"GO:0030695","MF","GO:0030695","GTPase regulator activity","154/4284","495/18662",0.311111111111111,1.35526506899056,4.37276811250563,1.45414049326847e-05,0.00257342689714807,0.00248905754403218,"115703/6915/9265/440193/50619/80243/23101/25771/5662/10188/25791/9744/51495/55843/8786/79822/26575/10044/8829/5902/27128/23616/89781/27352/55738/4168/2245/8131/7249/1936/4924/23370/79735/64926/85360/9266/23094/10156/11033/3257/10900/8787/29098/23158/57221/10641/6242/84812/9181/28956/85440/5999/440073/5335/10045/26030/89846/1123/58504/57572/23229/9467/3996/116988/55619/3357/50649/1102/9771/9649/84253/408/10113/51196/10144/5998/57610/9905/6904/23179/9353/10788/51256/107080638/84249/255426/26230/27147/80728/6001/85449/150/1793/8853/9910/10160/7070/84033/152273/7074/51735/6002/5739/8997/5900/7410/79961/9938/50650/117289/216/55701/129049/23102/5866/399/10636/2873/11214/57449/85442/10125/10276/392/374403/79874/3725/23526/23236/9628/390637/22821/116985/389541/25894/9901/4763/8831/26037/56882/140885/22899/345930/2664/414918/79958/84986/6494/63940/100271715/64283/5863/115557/398",154
"GO:0060589","MF","GO:0060589","nucleoside-triphosphatase regulator activity","154/4284","496/18662",0.310483870967742,1.35253267973856,4.34363689556657,1.63782141425494e-05,0.00257342689714807,0.00248905754403218,"115703/6915/9265/440193/50619/80243/23101/25771/5662/10188/25791/9744/51495/55843/8786/79822/26575/10044/8829/5902/27128/23616/89781/27352/55738/4168/2245/8131/7249/1936/4924/23370/79735/64926/85360/9266/23094/10156/11033/3257/10900/8787/29098/23158/57221/10641/6242/84812/9181/28956/85440/5999/440073/5335/10045/26030/89846/1123/58504/57572/23229/9467/3996/116988/55619/3357/50649/1102/9771/9649/84253/408/10113/51196/10144/5998/57610/9905/6904/23179/9353/10788/51256/107080638/84249/255426/26230/27147/80728/6001/85449/150/1793/8853/9910/10160/7070/84033/152273/7074/51735/6002/5739/8997/5900/7410/79961/9938/50650/117289/216/55701/129049/23102/5866/399/10636/2873/11214/57449/85442/10125/10276/392/374403/79874/3725/23526/23236/9628/390637/22821/116985/389541/25894/9901/4763/8831/26037/56882/140885/22899/345930/2664/414918/79958/84986/6494/63940/100271715/64283/5863/115557/398",154
"GO:0005085","MF","GO:0005085","guanyl-nucleotide exchange factor activity","78/4284","232/18662",0.336206896551724,1.4645875591616,3.88679690908861,0.000127322169710001,0.017602583681016,0.0170254860374103,"6915/9265/440193/50619/80243/23101/5662/25791/10044/27128/89781/4168/2245/1936/4924/23370/9266/3257/29098/57221/84812/9181/28956/85440/440073/5335/10045/26030/89846/57572/23229/9467/55619/50649/1102/9771/9649/10113/51196/57610/23179/84249/255426/26230/27147/85449/150/1793/10160/84033/152273/7074/51735/5739/8997/5900/7410/79961/50650/117289/55701/5866/11214/57449/85442/10125/10276/390637/389541/25894/22899/345930/414918/79958/100271715/64283/5863/115557",78
"GO:0005044","MF","GO:0005044","scavenger receptor activity","15/4284","26/18662",0.576923076923077,2.513197586727,4.21452768441151,0.000140036465242769,0.017602583681016,0.0170254860374103,"949/8578/3959/7448/51554/55576/5168/84466/81035/58191/51435/284297/5167/177/91179",15
