"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","32/2511","57/4460",0.56140350877193,0.997156371614021,-0.024522915344886,0.565165507170096,0.999999988482463,0.927318285058926,"3675/782/60/1906/3655/51422/3694/5562/1837/3679/22801/3685/3680/3688/93589/775/7273/55799/3678/6443/783/7171/6645/6444/1605/488/5571/3908/4624/6262/1756/3690",32
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","13/2511","23/4460",0.565217391304348,1.00393053174727,0.0214489820160941,0.578160676441561,0.999999988482463,0.927318285058926,"4199/5315/32/4200/5106/39/2739/55902/5160/3939/1737/125/126",13
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","8/2511","14/4460",0.571428571428571,1.01496273539284,0.0636394558269786,0.585510469355939,0.999999988482463,0.927318285058926,"1571/3293/51478/51144/1581/1645/8644/51170",8
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","35/2511","63/4460",0.555555555555556,0.986769326076375,-0.120035631349855,0.599704385296013,0.999999988482463,0.927318285058926,"8837/3459/5601/5291/2769/2773/6416/7132/2775/5594/3551/5516/5054/1432/3827/10000/8503/5290/718/3586/7099/7097/5295/5603/714/7048/8772/4615/713/10333/55844/3654/51135/1147/5520",35
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","45/2511","81/4460",0.555555555555556,0.986769326076375,-0.13638706260218,0.600064261582488,0.999999988482463,0.927318285058926,"5583/2983/10203/387/6093/1906/4637/3710/5594/4627/10672/148/3709/81579/1907/5322/135/91860/5894/10267/9826/9475/109/84647/91807/185/340156/2768/133/775/2977/115/4880/5580/2982/255189/5604/147/5581/5592/5501/5320/23365/801/5500",45
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","9/2511","16/4460",0.5625,0.99910394265233,-0.004075162625195,0.604606076357885,0.999999988482463,0.927318285058926,"7173/2805/314/316/5409/81889/4128/125/126",9
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","9/2511","16/4460",0.5625,0.99910394265233,-0.004075162625195,0.604606076357885,0.999999988482463,0.927318285058926,"338/113278/4363/10560/25974/8884/151056/55788/6948",9
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","46/2511","83/4460",0.55421686746988,0.984391568664143,-0.162909422463053,0.6097105736463,0.999999988482463,0.927318285058926,"2729/204/65220/2730/159/27430/586/10797/51109/102157402/4522/8942/79646/4337/80025/51805/55312/2058/8836/122481/5373/493911/50808/210/5805/54995/53354/221264/80308/51727/249/441024/4338/4144/7360/195814/10243/1503/10201/6470/1728/27010/154807/4830/158/3145",46
"hsa00520","Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","15/2511","27/4460",0.555555555555556,0.986769326076375,-0.0782620384542135,0.610122591205888,0.999999988482463,0.927318285058926,"5236/64841/2584/6675/9945/5373/3098/2585/3099/10020/3101/132789/55276/7360/8790",15
"hsa04146","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","31/2511","56/4460",0.553571428571429,0.983245149911817,-0.143201338628311,0.611622587889982,0.999999988482463,0.927318285058926,"54677/8540/55711/2182/10478/83594/6342/8443/5052/5825/847/2181/5189/26061/8799/3295/3417/5830/2180/51/5194/10654/5828/25961/8800/225/5827/3418/51703/84188/390916",31
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","21/2511","38/4460",0.552631578947368,0.981575803307552,-0.129451522786134,0.617666225514672,0.999999988482463,0.927318285058926,"27430/586/1431/5315/2023/384/5230/1491/2805/445/2752/3417/5631/875/102724560/7086/3419/4144/6470/3418/6120",21
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","52/2511","94/4460",0.553191489361702,0.982570307667539,-0.19384203261263,0.618894848731877,0.999999988482463,0.927318285058926,"695/3459/5601/5291/23118/7132/2355/3710/5594/3551/5532/5608/1432/3554/2274/10000/8503/1385/5533/5290/3709/5468/5879/5530/8792/3454/2212/5295/2209/5603/3716/7048/6850/5604/488/8061/2885/169200/1435/9021/4286/353514/2214/11025/102725035/107987425/107987462/1147/5534/11027/79168/3690",52
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","57/2511","103/4460",0.553398058252427,0.9829372121887,-0.198843315253718,0.618987785440462,0.999999988482463,0.927318285058926,"56919/330/5601/23118/9474/5586/387/55054/10059/57506/58484/55072/54822/3710/5594/331/4210/8767/3551/4793/10135/7531/24145/329/1432/3709/11035/84674/10010/7295/7099/8737/23710/9051/81631/3454/9140/3606/140609/5603/257397/3716/5580/1508/1536/7417/64127/8772/55669/598/4615/29110/79184/51135/1147/7416/4671",57
"hsa04975","Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","10/2511","18/4460",0.555555555555556,0.986769326076375,-0.0638359189412088,0.621640919065891,0.999999988482463,0.927318285058926,"8611/338/39/81579/5322/948/84647/8613/10999/5320",10
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","117/2511","211/4460",0.554502369668246,0.984898673325519,-0.255063983154992,0.628735325710849,0.999999988482463,0.927318285058926,"3675/9519/578/535/3371/5291/5525/7132/5315/998/64398/5523/1739/5527/5663/5933/1286/1741/2932/4799/3655/55012/5594/2033/6655/5700/5934/7976/3551/5516/898/6009/10488/6198/9368/7450/81029/1108/896/5528/1452/5159/8992/7337/7474/523/3694/2335/7475/6654/10000/8503/1385/5290/1017/84612/1026/23352/3911/529/7283/5894/3845/1284/324/3679/23493/4193/3915/9550/7057/22801/3685/1950/5925/3454/245973/55502/3680/5295/1956/526/56288/3688/2308/5529/528/90993/7484/9794/3678/3716/7855/1293/5584/26508/8323/8772/3516/8313/1285/5604/5728/545/9134/55844/2885/29110/23545/1282/1978/3908/2475/4893/1147/5520/3690",117
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","33/2511","60/4460",0.55,0.976901632815611,-0.20444040883288,0.633018423545896,0.999999988482463,0.927318285058926,"5256/5315/32/3710/23411/2033/55671/5106/5257/51422/10488/5532/1374/1386/10000/6513/1385/5533/3709/468/91860/5160/5562/3939/5530/817/2308/5261/90993/5571/5465/801/5534",33
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","64/2511","116/4460",0.551724137931034,0.979964020379297,-0.248159462937097,0.635387579072056,0.999999988482463,0.927318285058926,"23026/23095/4649/3796/51175/60/113457/1781/832/55614/4637/4650/4627/9371/10382/8701/51174/829/9928/103910/81930/27019/10376/55930/10749/7283/55860/51164/7280/4647/10121/3832/9585/1062/55605/51143/112714/55567/1780/55582/6990/84516/7171/84790/90990/84376/3800/283446/64837/10540/84617/79861/127602/146909/347240/10383/203068/399687/4644/4624/4641/7278/830/3833",64
"hsa01210","Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","11/2511","20/4460",0.55,0.976901632815611,-0.117500838716744,0.637041614565267,0.999999988482463,0.927318285058926,"586/1431/594/4967/2805/5160/1629/3417/1737/3419/3418",11
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","17/2511","31/4460",0.548387096774194,0.974036818643131,-0.164634969185063,0.637657938551966,0.999999988482463,0.927318285058926,"5291/3710/5594/10000/8503/5290/3709/5894/7223/3845/2100/5295/775/5604/3767/8912/4893",17
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","23/2511","42/4460",0.547619047619048,0.972672621418141,-0.201950966410133,0.641808949074506,0.999999988482463,0.927318285058926,"55703/55718/57506/171568/25939/4210/3551/4793/11035/8737/10146/5440/11128/3606/51728/840/8772/197259/661/9533/29110/51082/1147",23
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","40/2511","73/4460",0.547945205479452,0.973251938047931,-0.261520721806991,0.649622065584787,0.999999988482463,0.927318285058926,"5291/2773/5241/8648/2775/2289/3710/5594/6655/10488/3875/6654/1386/10000/8503/1385/5290/3709/8202/468/91860/5894/3845/109/2100/10499/5295/1956/9166/90993/115/5580/7184/5604/2885/6667/9687/6714/801/4893",40
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","18/2511","33/4460",0.545454545454545,0.968828065602259,-0.203986833064525,0.650108850128502,0.999999988482463,0.927318285058926,"56681/58484/23786/10767/718/7099/7097/5861/3606/51128/3689/840/3684/54205/4615/664/1378/4671",18
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","12/2511","22/4460",0.545454545454545,0.968828065602259,-0.166348013137624,0.651110265514483,0.999999988482463,0.927318285058926,"9341/8417/9342/10490/10652/9570/2054/8674/8673/55014/143187/6809",12
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","24/2511","44/4460",0.545454545454545,0.968828065602259,-0.235836886360019,0.652967940228539,0.999999988482463,0.927318285058926,"535/5601/6416/998/3551/4233/1432/8992/523/529/5879/9550/102/245973/1956/526/6868/528/5603/5781/23545/6714/1147/4067",24
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","51/2511","93/4460",0.548387096774194,0.974036818643131,-0.287173233501306,0.654007725853927,0.999999988482463,0.927318285058926,"952/2983/2773/782/387/6093/4775/60/2775/4637/3710/5594/4776/29904/51422/5532/5533/3709/1026/2002/91860/5894/5562/3845/9475/109/5530/91807/23533/817/340156/1956/93589/775/2977/55799/115/2982/783/255189/5604/5571/3770/3768/5501/6714/6262/801/4893/5500/5534",51
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","142/2511","257/4460",0.552529182879377,0.981393928969344,-0.348720689111054,0.661087211097419,0.999999988482463,0.927318285058926,"57679/823/637/9821/578/5685/5601/4287/55102/7132/1459/113457/5289/5663/2932/25978/5705/3710/5714/5594/7494/5706/5684/5700/5693/5687/5688/1457/5713/7976/10382/8701/5683/5532/22943/5717/5608/81029/1432/1452/7474/10213/7475/22926/4709/5533/847/27019/3709/10133/10376/8678/3092/468/4698/91860/4294/1349/55860/5894/7326/51164/3845/1965/324/5879/10010/79139/7280/5861/10121/5530/81631/5694/5686/5868/817/203228/10280/775/291/112714/5603/55567/65018/84134/7484/516/5701/824/7855/9861/8323/1536/4712/509/7417/840/84516/84790/8772/3800/8313/5604/55669/598/54205/5707/488/64837/5708/10540/84617/140775/79861/29110/1435/55967/7327/5071/7332/127602/10383/203068/30849/5718/4217/7278/6262/801/4541/2475/4512/51465/4538/2878/4539/4893/7416/5534/342371/4509",142
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","19/2511","35/4460",0.542857142857143,0.964214598623201,-0.241223408818974,0.661815658887108,0.999999988482463,0.927318285058926,"4257/50484/3614/1571/2947/7172/978/51727/8833/6240/7083/2948/9/6241/10201/8824/3615/1806/4830",19
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","6/2511","11/4460",0.545454545454545,0.968828065602259,-0.117480305243794,0.666303423949329,0.999999988482463,0.927318285058926,"384/2805/445/2752/2746/2747",6
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","14/2511","26/4460",0.538461538461538,0.956407192966333,-0.253011253130293,0.676085799339393,0.999999988482463,0.927318285058926,"2182/37/3030/23205/1374/39/2181/3032/2180/51/10449/125/51703/126",14
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","32/2511","59/4460",0.542372881355932,0.963354460711851,-0.321593758835461,0.676364914200224,0.999999988482463,0.927318285058926,"5601/6416/998/5337/4214/3710/5594/6655/5608/1432/6654/2185/3709/2002/468/91860/5894/3845/109/817/1956/775/5603/115/5580/255189/5604/10746/2885/6714/801/4893",32
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","75/2511","137/4460",0.547445255474453,0.972363934454822,-0.37288941273236,0.678290635569968,0.999999988482463,0.927318285058926,"889/5898/5291/2773/387/10235/2255/998/60/10411/2775/11069/285/1399/5594/2321/4233/2889/5216/5608/9693/1432/5159/23683/5906/57568/10000/8503/1268/7010/5290/84612/7408/5908/3791/135/91860/4301/5894/3845/10451/4803/5156/5879/7094/7057/109/2250/2247/1950/2252/5899/5295/1956/56288/3688/5603/22808/3689/2264/115/5584/2277/1398/5604/3684/2357/23566/1435/57121/6714/1500/801/4893/3690",75
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","49/2511","90/4460",0.544444444444444,0.967033939554848,-0.358578098440842,0.680478905590586,0.999999988482463,0.927318285058926,"8837/823/637/330/3459/5601/7132/25978/10059/55072/54822/128866/331/8797/94239/329/9555/51652/9525/8795/11035/2752/7099/8737/3454/817/91782/2746/291/9825/3716/824/3015/92421/1536/7417/6778/2495/8772/197259/6774/255189/2747/3146/5478/8969/7416/55766/57132",49
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","55/2511","101/4460",0.544554455445545,0.967229339421397,-0.378084280471283,0.685252345760409,0.999999988482463,0.927318285058926,"477/153/3784/2773/5525/782/483/5523/5527/10411/11069/55012/5594/9252/5516/10488/1432/11149/5528/1386/10000/1385/148/64091/468/91860/64208/5502/109/23533/481/185/817/93589/775/5529/5603/55799/90993/115/476/783/7171/154/147/488/55844/6331/5501/4624/5350/6262/801/5500/5520",55
"hsa04518",NA,NA,"hsa04518","Integrin signaling","55/2511","101/4460",0.544554455445545,0.967229339421397,-0.378084280471283,0.685252345760409,0.999999988482463,0.927318285058926,"3675/7414/3371/5291/998/55679/10979/60/1286/2932/3655/2321/4233/7450/896/5159/3694/2335/10000/8503/5290/718/3791/3911/5156/1284/3679/3915/5879/7094/7057/22801/3685/1950/2064/3680/5295/1956/83706/3688/341640/3689/3678/1293/2277/1285/3987/3684/1282/29780/3908/6714/55742/2475/3690",55
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","22/2511","41/4460",0.536585365853659,0.953074763722548,-0.342588332856368,0.693204153109673,0.999999988482463,0.927318285058926,"153/2983/2773/1906/117/3710/5532/1385/5533/3709/5153/1907/91860/5530/185/775/2977/2982/1508/154/801/5534",22
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","67/2511","123/4460",0.544715447154472,0.967515290445617,-0.414641727975817,0.694744511627633,0.999999988482463,0.927318285058926,"9519/578/5291/5315/387/9759/5423/998/1739/5933/5594/2033/5700/5934/898/10488/7531/2965/4055/1108/896/7337/8850/1386/991/8503/1385/5290/1017/8970/1026/718/23352/468/3845/3572/4193/5879/5925/2958/5295/2966/728340/1111/90993/3716/9261/5966/7534/6850/3190/2957/7529/3516/6774/7532/983/9134/2885/7874/6714/27044/2961/121504/4893/1654/4067",67
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","47/2511","87/4460",0.540229885057471,0.959548103288061,-0.432459010490187,0.706924901964272,0.999999988482463,0.927318285058926,"5601/5291/5525/387/998/4775/5523/1739/5527/2932/55012/5594/9402/6655/3551/5516/4793/5532/1326/1432/5528/868/6654/10000/8503/5533/5290/5894/3845/10451/3586/5530/5170/5295/5529/5603/4690/5604/10892/55844/2885/5781/5062/4893/1147/5534/5520",47
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","75/2511","138/4460",0.543478260869565,0.965317818987758,-0.469720738986762,0.711953456038805,0.999999988482463,0.927318285058926,"637/578/5601/5291/8454/23118/2773/7132/4775/2775/3710/1399/5594/162/4776/25939/3551/1174/5532/6198/5608/1432/9616/59345/10000/8503/2185/5533/5290/3709/91860/5894/85363/3845/891/5879/7099/8737/7097/5530/8451/9730/5295/1111/130340/6921/5603/9133/8450/1073/8945/8065/164/2923/1398/8772/5604/983/598/54205/55970/1072/4615/545/9582/5062/8905/29110/3654/51135/801/2475/4893/1147/5534",75
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","10/2511","19/4460",0.526315789473684,0.934834098388145,-0.323067294876396,0.712229645837712,0.999999988482463,0.927318285058926,"54884/51109/157506/5959/1558/316/29785/195814/125/126",10
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","10/2511","19/4460",0.526315789473684,0.934834098388145,-0.323067294876396,0.712229645837712,0.999999988482463,0.927318285058926,"4257/2327/1571/2947/1558/316/2948/4128/125/126",10
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","18/2511","34/4460",0.529411764705882,0.94033312249631,-0.396372246008202,0.716985233333768,0.999999988482463,0.927318285058926,"2983/2773/2775/3710/5594/5516/10672/3709/5894/3845/2768/2977/2982/255189/5604/5592/4893/4067",18
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","18/2511","34/4460",0.529411764705882,0.94033312249631,-0.396372246008202,0.716985233333768,0.999999988482463,0.927318285058926,"4905/1781/8766/10488/5878/5869/1385/51164/109/5868/51143/90993/1780/115/360/84516/361/10540",18
"hsa05150","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","19/2511","36/4460",0.527777777777778,0.937430859772556,-0.427799282178839,0.725807964880372,0.999999988482463,0.927318285058926,"727/3875/718/3586/2212/2209/714/3689/5724/3684/2358/2357/719/713/728/2214/721/720/110384692",19
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","79/2511","146/4460",0.541095890410959,0.961086288822333,-0.542594243178961,0.735424690931292,0.999999988482463,0.927318285058926,"5898/10928/5601/5291/387/10235/2255/998/9462/5337/8315/285/25/5594/6655/6789/2321/3551/4233/8036/5878/5869/5924/5159/59345/6654/5906/10000/8503/7010/5290/2322/81579/2002/5908/5322/3791/91860/4301/5894/3845/4803/5156/2113/5879/84647/2250/2247/1950/2252/27/5899/5868/51365/5295/5921/1956/2114/22808/2264/5966/2277/255189/5604/57148/598/55970/253959/2885/5781/5062/29110/1435/4303/5320/57186/801/4893/1147",79
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","57/2511","106/4460",0.537735849056604,0.955118234485246,-0.530780336795528,0.736323170381466,0.999999988482463,0.927318285058926,"25937/330/1495/64398/8463/60/1739/1741/2932/332/655/7976/6788/5516/5054/7531/329/81029/896/23286/7474/55233/7475/84612/9113/324/4609/658/4089/7159/8994/56288/26524/60485/7484/3689/7855/7048/5584/7534/8323/8945/7529/4088/8313/7532/92597/55844/6657/29119/5501/4771/7003/7004/659/5500/5520",57
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","34/2511","64/4460",0.53125,0.943598168060534,-0.515810915362809,0.740655617756783,0.999999988482463,0.927318285058926,"1870/5601/5291/5594/6655/6198/1432/1871/6654/10000/8503/5290/8202/1026/5469/5894/3845/4193/109/5925/2100/9611/2064/10498/5295/1956/5603/115/5604/2885/6667/6714/2475/4893",34
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","53/2511","99/4460",0.535353535353535,0.950886805128143,-0.56086574134673,0.747102452532775,0.999999988482463,0.927318285058926,"330/578/5218/7030/905/4616/2321/84444/4233/3195/1655/51274/7704/329/604/7850/8013/51426/2322/1026/904/4298/5468/4193/4609/55589/9611/6760/4211/64332/2209/2308/3087/2078/2005/5966/7048/3248/5090/648/25942/3684/598/1051/4299/3728/4291/26039/6667/5087/6256/4286/1991",53
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","59/2511","110/4460",0.536363636363636,0.952680931175555,-0.570327189975244,0.748446414004202,0.999999988482463,0.927318285058926,"3920/637/3459/535/5601/7132/387/5289/5594/2033/8767/5532/5878/5869/1432/10000/1385/4801/5533/718/91860/3929/5894/3586/7099/7097/5530/2212/5868/817/2209/114609/3606/1054/5603/2207/3689/3716/6850/26253/64127/8772/3684/54205/10892/1051/64581/4615/7096/10333/3654/23545/23365/6714/51135/801/1378/2214/5534",59
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","16/2511","31/4460",0.516129032258065,0.916740535193536,-0.527956078816621,0.761931032006596,0.999999988482463,0.927318285058926,"586/65985/594/3030/3157/39/84693/64087/3158/1629/3032/316/4594/10449/5095/64064",16
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","6/2511","12/4460",0.5,0.888092393468738,-0.440558935287429,0.768884075894304,0.999999988482463,0.927318285058926,"2683/2218/10329/9215/148789/729920",6
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","26/2511","50/4460",0.52,0.923616089207487,-0.616458394005106,0.776934564419415,0.999999988482463,0.927318285058926,"1080/952/477/3784/6558/387/483/3710/8766/760/9545/5906/3709/81579/5908/5322/5879/109/84647/481/115/476/6522/488/5320/6262",26
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","66/2511","124/4460",0.532258064516129,0.945388676918333,-0.699979106737236,0.786125578292771,0.999999988482463,0.927318285058926,"4257/5601/5291/6416/5337/25/5594/6655/3091/3551/4233/196/1432/23683/6654/10000/8503/2309/4709/847/5290/4698/1571/1349/5894/3845/2947/5879/1950/5170/27/405/52/5295/1956/5795/291/1836/5603/516/873/5580/4712/509/7417/2948/5604/5728/115019/2885/5781/1728/55967/1645/8644/5770/6714/4217/4541/4512/4538/4539/4893/1147/7416/4509",66
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","11/2511","22/4460",0.5,0.888092393468738,-0.597191299196742,0.792383113356938,0.999999988482463,0.927318285058926,"159/2805/5471/445/9945/2752/2746/80150/284716/2747/158",11
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","22/2511","43/4460",0.511627906976744,0.908745704944755,-0.682432993788924,0.799107588930076,0.999999988482463,0.927318285058926,"1080/477/1244/483/5243/6523/760/8714/3156/6513/10257/3949/109/481/57552/115/476/6522/1581/361/6580/6256",22
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","13/2511","26/4460",0.5,0.888092393468738,-0.649508157192523,0.802178430616581,0.999999988482463,0.927318285058926,"6646/338/5360/3988/3949/6272/948/4864/57552/7417/51129/1581/7416",13
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","38/2511","73/4460",0.520547945205479,0.924589341145535,-0.737303882834599,0.804389368135884,0.999999988482463,0.927318285058926,"5601/2773/5525/5523/5527/2932/2775/55012/3710/5516/10488/5532/1432/5528/59345/1386/10000/1385/5533/3709/468/91860/406/9575/5530/817/775/5529/5603/90993/3800/55970/55844/5501/4128/801/5500/5520",38
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","82/2511","154/4460",0.532467532467532,0.945760730706967,-0.777451580467941,0.805366462505099,0.999999988482463,0.927318285058926,"996/1870/9519/5601/5291/6416/7132/5423/4775/1739/51433/4214/5594/2033/4776/331/3551/898/10488/5532/4055/1871/896/8850/7850/3554/1386/10000/6513/991/8503/1385/4801/5533/5290/1017/1026/2002/821/468/5901/3845/3601/2113/9700/4609/7094/109/5530/5925/4089/5295/1111/291/64682/9184/701/9133/2114/90993/2005/3689/2224/115/3716/7048/9232/7417/119504/4088/5604/598/5728/545/9134/8061/246184/51434/4893/1147/7416/5534",82
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","14/2511","28/4460",0.5,0.888092393468738,-0.674178533389773,0.806954588295233,0.999999988482463,0.927318285058926,"477/483/54822/6523/3163/4891/1317/481/476/538/2495/115019/4501/4489",14
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","32/2511","62/4460",0.516129032258065,0.916740535193536,-0.749269440797925,0.810364505376059,0.999999988482463,0.927318285058926,"3675/153/782/60/3655/3694/1837/3679/22801/109/3685/3680/3688/93589/775/7273/55799/3678/115/6443/783/7171/6645/6444/1605/488/3908/4624/5350/6262/1756/3690",32
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","79/2511","149/4460",0.530201342281879,0.941735558174903,-0.821001377910079,0.817429536169142,0.999999988482463,0.927318285058926,"55334/5685/5601/2773/113457/5705/3710/5714/7494/5706/5684/5700/5693/5687/5688/5713/23516/10382/5683/5717/4891/7922/10213/22926/4709/3709/10376/135/468/4698/91860/1349/7326/201266/1965/7295/7280/64116/5694/5686/27173/817/291/112714/65018/516/5701/9861/4712/509/7417/84790/3800/55669/598/54205/5707/64837/5708/84617/79861/55967/7327/5071/7332/10383/4128/203068/5718/4217/7278/801/4541/4512/51465/4538/4539/7416/4509",79
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","35/2511","68/4460",0.514705882352941,0.914212757982524,-0.809062681382978,0.824557961930919,0.999999988482463,0.927318285058926,"8454/387/6093/7037/5933/5594/2033/655/5516/7036/6198/4090/90/79639/1875/91/4609/2615/7057/4091/658/9611/4089/9372/7048/4088/25942/23592/285704/7050/56963/6667/7027/659/1874",35
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","8/2511","17/4460",0.470588235294118,0.835851664441165,-0.769589192957318,0.844797314726804,0.999999988482463,0.927318285058926,"51071/5236/5226/5631/2539/7086/55276/6120",8
"hsa00532","Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","8/2511","17/4460",0.470588235294118,0.835851664441165,-0.769589192957318,0.844797314726804,0.999999988482463,0.927318285058926,"64131/29940/10090/9469/22856/56548/55790/55454",8
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","8/2511","17/4460",0.470588235294118,0.835851664441165,-0.769589192957318,0.844797314726804,0.999999988482463,0.927318285058926,"6296/65985/3030/79944/3157/39/3158/64064",8
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","8/2511","17/4460",0.470588235294118,0.835851664441165,-0.769589192957318,0.844797314726804,0.999999988482463,0.927318285058926,"477/483/5106/760/481/2746/476/2747",8
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","8/2511","17/4460",0.470588235294118,0.835851664441165,-0.769589192957318,0.844797314726804,0.999999988482463,0.927318285058926,"4257/64816/1571/2947/1558/873/2948/9",8
"hsa00531","Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","6/2511","13/4460",0.461538461538462,0.819777593971142,-0.738555382834226,0.845700959268824,0.999999988482463,0.927318285058926,"8692/4669/3373/2799/138050/10855",6
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","10/2511","21/4460",0.476190476190476,0.845802279494036,-0.803861448741073,0.847118574996018,0.999999988482463,0.927318285058926,"55349/1491/27232/314/635/875/102724560/669/6470/4128",10
"hsa03273","Genetic Information Processing","Information processing in viruses","hsa03273","Virion - Lassa virus and SFTS virus","5/2511","11/4460",0.454545454545455,0.807356721335216,-0.7260310153336,0.848418875067922,0.999999988482463,0.927318285058926,"3920/7037/4627/5097/1605",5
