"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005876","GO:0005876","spindle microtubule","43/5870","83/19944",0.518072289156627,1.76021017631001,4.48206026038811,1.54625030895856e-05,0.000262862552522956,0.000176869333586137,"5048/8452/3796/5423/25978/22924/9183/6790/22919/128866/143/8766/150465/51652/10426/93323/7283/55142/403/1062/1213/805/91782/54801/115106/220134/9903/79884/92421/6990/85459/84140/983/55055/51115/9212/9735/146909/801/9055/79441/29082/57132",43
"GO:0008287","GO:0008287","protein serine/threonine phosphatase complex","32/5870","57/19944",0.56140350877193,1.90743297767417,4.4307053651188,2.3003150591758e-05,0.000374412983036061,0.00025192700200156,"89801/5525/5523/5522/5527/55066/9878/55671/5516/5532/8036/5528/5533/5509/5530/5529/5506/9989/4690/22808/84919/151987/80335/54704/79660/55844/5501/255919/23243/5500/5534/5520",32
"GO:1903293","GO:1903293","phosphatase complex","32/5870","57/19944",0.56140350877193,1.90743297767417,4.4307053651188,2.3003150591758e-05,0.000374412983036061,0.00025192700200156,"89801/5525/5523/5522/5527/55066/9878/55671/5516/5532/8036/5528/5533/5509/5530/5529/5506/9989/4690/22808/84919/151987/80335/54704/79660/55844/5501/255919/23243/5500/5534/5520",32
"GO:0016363","GO:0016363","nuclear matrix","61/5870","131/19944",0.465648854961832,1.5820955303848,4.3167839626031,2.42902141763063e-05,0.000387125288434882,0.000260480586232758,"26993/240/9782/1161/4287/10565/8243/26747/64395/116154/26277/10580/6732/84844/7528/5687/10735/84148/10270/9126/6603/3875/4001/10274/23314/53335/55269/55791/3181/8089/8520/7011/55274/10238/86/9360/4152/4841/22944/25909/23515/3141/284695/6314/5580/55193/5885/1073/8328/26012/25932/1051/1072/55137/302/80139/11260/196528/55660/641/6281",61
"GO:0001650","GO:0001650","fibrillar center","72/5870","161/19944",0.447204968944099,1.51943030674976,4.27365706623523,2.64830381211061e-05,0.000413452368959577,0.000278194989227703,"23224/51602/55810/1316/6949/27330/27125/9891/27244/26747/23594/7430/23411/10735/7727/10469/3988/79991/51111/10849/9330/55127/8161/55269/6239/7270/84172/6629/4298/55145/1875/1022/9743/55339/92856/8615/121441/84916/6875/4782/9875/8991/3930/8446/9730/9879/4841/92140/79980/10557/8467/9825/54751/55249/23160/84135/79685/219736/840/9221/9533/5356/10892/118487/2101/9807/8204/283149/23607/7296/7150/9937",72
"GO:0030175","GO:0030175","filopodium","51/5870","105/19944",0.485714285714286,1.65027013871988,4.31453596783584,2.70230306509527e-05,0.000413452368959577,0.000278194989227703,"55/22902/4254/23224/998/26031/4133/3093/10411/2683/7430/2332/7976/9368/54942/7408/5420/4430/25983/3936/10006/5962/3685/121512/57451/4478/3688/5756/7402/2047/55585/388325/10630/3636/382/22871/4534/1072/65059/1605/10458/221178/4771/57698/4646/160/4644/9722/1756/9936/3690",51
"GO:0017101","GO:0017101","aminoacyl-tRNA synthetase multienzyme complex","10/5870","11/19944",0.909090909090909,3.08874090134738,4.47507277360472,3.91073536962178e-05,0.000586610305443266,0.000394705798915387,"3735/7965/5917/1615/9521/51520/2058/9255/4141/3376",10
"GO:0098857","GO:0098857","membrane microdomain","118/5870","293/19944",0.402730375426621,1.36832276107471,4.10181021065078,4.23389168365575e-05,0.000622870603460893,0.000419103852896287,"7035/3920/477/7414/1495/3784/8611/7132/8692/1739/55824/8871/117/5663/1947/7430/10013/10580/5594/11252/3055/5230/51090/3551/8797/858/857/6505/10613/51338/867/6506/23603/11149/5576/868/200576/1820/6513/23673/1268/23433/7010/148/79026/3791/5420/23180/7223/3572/4038/51347/948/6610/10211/7097/6386/5045/1012/4864/8792/8915/481/5868/1956/2040/3688/6868/2047/3098/7804/3689/10825/8613/10630/824/476/7048/10395/4846/19/30968/7417/51704/7439/8436/3684/147/929/347273/3037/1901/10855/1605/285704/91663/6517/302/6331/5727/146760/11261/199920/5359/1604/6714/1803/6281/4641/9722/1756/659/57126/9289/7416/2013/6997/4067",118
"GO:0005766","GO:0005766","primary lysosome","69/5870","155/19944",0.445161290322581,1.51248667362752,4.1365856734934,4.60997451476216e-05,0.000653079722924639,0.00043943031924341,"2519/3920/4257/55/175/23593/2665/23200/6813/5663/8895/2683/54918/8773/9342/5594/10043/80331/84061/2717/5611/55313/4125/9545/3614/5878/1075/2444/55754/23197/25801/9588/383/8673/718/5908/10487/47/55860/967/2799/8836/6386/10097/11010/8804/2040/6836/79980/4718/10694/23385/5580/2171/10576/6809/6036/5036/2357/719/5707/9798/302/387263/10383/12/1991/81567/1650",69
"GO:0042582","GO:0042582","azurophil granule","69/5870","155/19944",0.445161290322581,1.51248667362752,4.1365856734934,4.60997451476216e-05,0.000653079722924639,0.00043943031924341,"2519/3920/4257/55/175/23593/2665/23200/6813/5663/8895/2683/54918/8773/9342/5594/10043/80331/84061/2717/5611/55313/4125/9545/3614/5878/1075/2444/55754/23197/25801/9588/383/8673/718/5908/10487/47/55860/967/2799/8836/6386/10097/11010/8804/2040/6836/79980/4718/10694/23385/5580/2171/10576/6809/6036/5036/2357/719/5707/9798/302/387263/10383/12/1991/81567/1650",69
