"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","11/2723","19/4848",0.578947368421053,1.03075168641398,0.152019044491719,0.535392570098256,0.999999999915543,0.95471236222047,"60481/64834/11332/6342/3295/51144/3992/51/79993/9200/54898",11
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","21/2723","37/4848",0.567567567567568,1.01049121100535,0.0725086248756514,0.539955478695139,0.999999999915543,0.95471236222047,"55750/8611/8527/231/9663/9388/2717/160851/116255/23175/129642/55326/137964/56894/8613/1056/150763/128966744/57016/2710/7920",21
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","21/2723","37/4848",0.567567567567568,1.01049121100535,0.0725086248756514,0.539955478695139,0.999999999915543,0.95471236222047,"2983/2773/2775/3710/5594/5516/10672/3709/2770/5894/3845/2768/2977/2776/673/2982/255189/5604/5592/4893/4067",21
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","26/2723","46/4848",0.565217391304348,1.00630698238835,0.0486485969582496,0.54239396985453,0.999999999915543,0.95471236222047,"27430/586/1431/2023/384/5230/1491/383/2805/48/445/29968/2752/3417/5631/5213/875/102724560/7086/3419/2875/4144/6470/3418/6472/6120",26
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","125/2723","223/4848",0.560538116591928,0.997976051868405,-0.0350248920015704,0.54246161303718,0.999999999915543,0.95471236222047,"9519/578/535/3371/5291/3918/5525/7132/998/64398/5523/5522/1739/5527/5663/5933/1286/1741/2932/4799/3655/55012/5594/2033/6655/182/5934/7976/3551/5516/898/6009/10488/1855/6198/9368/7450/81029/1108/896/6908/5528/7422/1452/5159/8992/7337/7474/523/3694/7475/6654/3065/10000/8503/1385/5290/1017/84612/1026/23352/3911/529/7283/5894/3845/7482/1284/324/3679/23493/4193/3915/9550/7057/22801/3685/1950/5925/3454/8515/245973/55502/3680/1956/526/56288/3688/2308/5529/528/90993/7484/9794/3678/3716/7855/1293/5584/3673/836/8323/8772/3516/8313/1285/5604/5747/5728/8322/545/9134/55844/2885/29110/23545/1282/1978/2475/4855/4893/1147/3672/5520/3690",125
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","31/2723","55/4848",0.563636363636364,1.00349213768237,0.0294815186847026,0.54477854529565,0.999999999915543,0.95471236222047,"1870/578/5291/5915/4616/5594/6655/6789/4233/1871/6654/10000/8503/2309/5290/51426/1026/5894/3845/1950/5925/5170/1956/673/7039/3800/6774/5604/2885/6256/4893",31
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","46/2723","82/4848",0.560975609756098,0.998754960006449,-0.0128704601044157,0.551477277629438,0.999999999915543,0.95471236222047,"5601/2773/5525/5523/5522/5527/2782/2932/2775/55012/3710/5516/2931/10488/5599/5532/1432/5528/59345/1386/10000/1385/5533/3709/2770/468/91860/406/9575/5530/2774/805/6323/817/774/5529/2776/90993/3800/55970/55844/5501/4128/801/5500/5520",46
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","17/2723","30/4848",0.566666666666667,1.00888725670217,0.0552682632476693,0.554241833621473,0.999999999915543,0.95471236222047,"477/483/54822/6523/3162/3163/4891/1317/481/476/538/2495/115019/4501/4489/4499/65010",17
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","27/2723","48/4848",0.5625,1.00146896804994,0.0115769248283628,0.55574885536373,0.999999999915543,0.95471236222047,"4257/5980/637/330/1244/578/5291/4292/5594/331/329/2956/10000/8503/5290/1026/2947/4193/1317/5170/836/538/8772/2948/598/54205/4217",27
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","27/2723","48/4848",0.5625,1.00146896804994,0.0115769248283628,0.55574885536373,0.999999999915543,0.95471236222047,"153/2983/2773/1906/117/3710/5532/1385/5533/3709/5153/5732/1907/2770/91860/5530/805/185/2977/2776/134/2982/1508/154/801/5534/358",27
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","32/2723","57/4848",0.56140350877193,0.999516786825676,-0.0041537846024574,0.557070592705076,0.999999999915543,0.95471236222047,"5601/5291/23118/6416/5594/51311/3551/5599/1326/5608/1432/942/10000/8503/5290/3663/6885/5879/7099/8737/7097/3454/114609/3716/8772/5604/929/4615/29110/3654/51135/1147",32
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","32/2723","57/4848",0.56140350877193,0.999516786825676,-0.0041537846024574,0.557070592705076,0.999999999915543,0.95471236222047,"1870/578/5291/4616/5594/6655/1871/5159/6654/10000/8503/5290/51426/1026/91860/5894/3845/4193/1950/5925/805/817/1956/673/6464/7039/5604/5728/2885/801/2475/4893",32
"hsa00040","Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","7/2723","12/4848",0.583333333333333,1.03856041131105,0.151380521836801,0.559970760487462,0.999999999915543,0.95471236222047,"231/7358/6652/7360/6120/57016/729920",7
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","67/2723","120/4848",0.558333333333333,0.994050679397723,-0.0746964781151985,0.568003894836295,0.999999999915543,0.95471236222047,"1870/637/3459/578/5601/5291/6416/7132/5289/2782/2932/285/3710/5594/2033/3091/4776/3055/3551/5599/5532/5608/1432/1871/7422/942/59345/10000/8503/1385/5533/5290/3709/57580/1026/718/8678/91860/5894/3845/3572/5879/4609/2247/5530/5925/81631/23533/3454/805/3716/9261/1230/836/8772/6774/5604/54205/55970/29110/6714/801/2475/4893/1147/5534/4067",67
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","23/2723","41/4848",0.560975609756098,0.998754960006449,-0.00906189514851185,0.568692488954097,0.999999999915543,0.95471236222047,"4331/5981/5431/1161/10714/5427/2965/2967/5985/5887/5111/5983/1022/902/8451/5433/2966/728340/5440/54107/8450/5984/5426",23
"hsa00520","Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","18/2723","32/4848",0.5625,1.00146896804994,0.00943680461719464,0.569847588165034,0.999999999915543,0.95471236222047,"5238/5236/64841/2645/2584/7358/6675/9945/5373/3098/2585/3099/10020/3101/132789/55276/7360/8790",18
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","18/2723","32/4848",0.5625,1.00146896804994,0.00943680461719464,0.569847588165034,0.999999999915543,0.95471236222047,"5981/5423/10714/5427/328/143/5985/8930/5111/5983/6996/5428/54107/5984/2237/5426/3146/8505",18
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","18/2723","32/4848",0.5625,1.00146896804994,0.00943680461719464,0.569847588165034,0.999999999915543,0.95471236222047,"1870/5594/9252/1871/7422/1026/5894/3845/4193/4609/7057/1950/5925/1956/673/5604/6714/4893",18
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","13/2723","23/4848",0.565217391304348,1.00630698238835,0.0343176658155256,0.573037302107676,0.999999999915543,0.95471236222047,"159/56954/2805/5471/445/9945/2752/2746/80150/2875/284716/2747/158",13
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","29/2723","52/4848",0.557692307692308,0.992909404220458,-0.0581869610546642,0.58076720832224,0.999999999915543,0.95471236222047,"204/159/50484/102157402/3614/9615/51251/272/2766/122481/29922/50808/221264/132/1633/978/51727/8833/6240/7083/1503/957/100/9583/955/131870/4860/4830/158",29
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","24/2723","43/4848",0.558139534883721,0.993705642716224,-0.0469266753019795,0.581975534137098,0.999999999915543,0.95471236222047,"5291/9474/23411/51422/6198/1410/3065/10000/8503/2309/5290/5565/5562/3845/109/1979/2308/115/81570/3310/5571/8660/2475/4893",24
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","14/2723","25/4848",0.56,0.997017994858612,-0.0169200103598449,0.589483823282594,0.999999999915543,0.95471236222047,"477/23327/5291/483/5594/6337/8503/6446/5290/3845/5170/481/3758/476",14
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","45/2723","81/4848",0.555555555555556,0.989105153629575,-0.111923660999931,0.590532329302602,0.999999999915543,0.95471236222047,"1870/3645/5291/3320/2932/5594/2033/6655/3551/898/10488/1871/5159/7850/6654/10000/8503/1385/5290/1017/1026/468/5894/3845/4193/1950/5925/5170/1956/2308/2078/90993/673/7039/7184/4824/2915/5604/5728/6573/9134/2885/2475/4893/1147",45
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","40/2723","72/4848",0.555555555555556,0.989105153629575,-0.105423168076465,0.590719655485799,0.999999999915543,0.95471236222047,"1870/330/578/5291/3918/5915/1286/3655/4616/331/3551/898/329/1871/10000/8503/5290/51426/1017/1164/1026/4149/3911/1284/3915/4609/3685/5925/3688/3673/836/1285/5747/598/5728/54205/9134/6256/1282/1147",40
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","55/2723","99/4848",0.555555555555556,0.989105153629575,-0.123970538141971,0.590945997645952,0.999999999915543,0.95471236222047,"8837/823/637/330/578/5601/5291/7132/113457/3710/4616/5594/331/143/3551/8797/835/5599/5414/1075/329/4001/10000/8503/8795/5290/3709/10376/468/5894/3845/1965/4803/1514/1515/8737/5170/4170/112714/824/836/1508/840/2021/84790/8772/5604/598/54205/79861/56616/4217/7278/4893/1147",55
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","25/2723","45/4848",0.555555555555556,0.989105153629575,-0.083109742645341,0.594615598323007,0.999999999915543,0.95471236222047,"55703/55718/57506/25939/4210/3551/4793/10622/11035/8737/10146/5440/11128/3606/3428/836/840/8772/197259/661/9533/29110/51082/653082/1147",25
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","25/2723","45/4848",0.555555555555556,0.989105153629575,-0.083109742645341,0.594615598323007,0.999999999915543,0.95471236222047,"240/5601/5291/6416/5594/6655/5599/5608/1432/6654/10000/8503/5290/5894/241/3845/10451/5879/5170/2207/255189/5604/2885/4893/4067",25
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","51/2723","92/4848",0.554347826086957,0.986954925034728,-0.142988277080111,0.599796207920093,0.999999999915543,0.95471236222047,"2519/4074/3920/6556/535/175/2581/8692/9741/23431/57192/23335/162/2717/1203/23062/427/4125/1174/3988/4669/1075/4891/79158/135112/3373/26503/8546/6272/53/1514/967/8763/2799/1515/950/1213/4864/10239/7805/1508/138050/164/1657/1176/8905/26985/23545/3482/9583/4668",51
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","9/2723","16/4848",0.5625,1.00146896804994,0.0066617716475398,0.600376750177653,0.999999999915543,0.95471236222047,"51071/5236/5226/5631/5213/2539/7086/55276/6120",9
"hsa04670","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","36/2723","65/4848",0.553846153846154,0.986061753156869,-0.128054694012904,0.601928202716876,0.999999999915543,0.95471236222047,"7414/1495/5291/2773/387/6093/998/10411/7430/4689/394/1432/5906/8503/103910/2185/5290/7408/5908/2770/4301/10451/9475/9071/5879/4478/3688/9069/50848/2909/3689/1536/5747/3684/5781/1500",36
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","10/2723","18/4848",0.555555555555556,0.989105153629575,-0.0524160947863959,0.61721266888801,0.999999999915543,0.95471236222047,"79644/1571/3293/51478/5959/51144/1581/1645/8644/51170",10
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","162/2723","292/4848",0.554794520547945,0.987750215062959,-0.244404329782353,0.620649806947514,0.999999999915543,0.95471236222047,"57679/823/637/4719/9821/578/5685/5601/4287/55102/7132/1459/113457/5289/5663/2932/25978/5705/3710/5714/5594/7494/5706/5684/5693/5687/1457/5713/7976/10382/8701/5683/1855/5599/5532/5717/5608/506/81029/1432/9896/1452/7474/10213/7475/515/22926/4709/5533/23435/27019/3709/10133/10376/9217/8678/3092/468/4698/91860/4294/1349/55860/5894/7326/51164/3845/1965/7482/324/5879/10010/79139/5861/10121/5530/81631/5686/6391/805/5868/817/203228/10280/774/4718/291/112714/90550/2776/7381/673/26100/55567/65018/84134/7484/516/5701/824/7855/9861/55255/836/8323/1536/4712/509/7417/840/84516/84790/8772/3800/8313/2915/5604/55669/598/54205/7388/5707/488/8322/64837/5708/140775/79861/9377/29110/1435/55967/7327/5071/7332/127602/8632/10383/30849/5718/4217/7278/6262/801/4541/4513/4519/4536/2475/4512/51465/4538/4535/4508/6392/2878/4539/4893/7416/5534/342371/283106",162
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","49/2723","89/4848",0.550561797752809,0.980214320787961,-0.213240149230744,0.627279001793104,0.999999999915543,0.95471236222047,"5583/2983/10203/387/6093/1906/4637/3710/5594/796/10672/148/3709/81579/1907/5322/135/91860/5894/10267/9826/9475/109/84647/91807/805/185/340156/2768/133/2977/2776/673/115/4880/5580/2982/255189/5604/147/27094/5581/797/5592/5501/5320/23365/801/5500",49
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","28/2723","51/4848",0.549019607843137,0.977468622410404,-0.18309177620496,0.629162524491515,0.999999999915543,0.95471236222047,"1870/578/5291/2255/4616/5594/4233/1871/5159/10000/8503/5290/51426/1026/5894/3845/4193/2250/2247/1950/5925/2252/1956/673/5604/5728/4286/4893",28
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","17/2723","31/4848",0.548387096774194,0.976342506485968,-0.149569181416935,0.631937579840931,0.999999999915543,0.95471236222047,"1080/535/3784/29927/6558/8992/523/529/9550/109/245973/526/528/9601/115/23545/30001",17
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","36/2723","66/4848",0.545454545454545,0.971121423563583,-0.267376864579139,0.653996997361885,0.999999999915543,0.95471236222047,"79602/9821/5291/9474/27244/23411/6009/51422/10488/6198/10891/1386/10000/8503/1385/2309/5290/468/5565/5468/5562/3845/9470/109/2308/1977/26060/90993/51094/115/79813/5571/8660/1978/2475/4893",36
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","129/2723","234/4848",0.551282051282051,0.981496652447809,-0.328397848591698,0.654672609292143,0.999999999915543,0.95471236222047,"3371/4254/5291/3918/1975/5586/5525/2255/5523/5522/3566/5527/2782/3320/1286/2932/3655/285/55012/5594/6655/5106/2321/5934/3551/5516/898/4233/6009/10488/6198/7531/7450/896/5528/7422/5159/59345/3694/6654/1386/10000/9048/8503/1385/6446/2309/7010/5290/2322/1017/1026/2069/3791/7533/468/3911/5894/5562/3845/4803/3559/1284/3679/4193/3915/9470/5879/7099/4609/7097/7057/22801/3685/2250/2247/1950/10161/2252/5170/23533/3454/8515/4170/3680/9180/1956/3688/1977/5529/118788/90993/117145/29941/3570/2264/3678/3716/7039/1293/3673/4846/7534/7184/7529/1285/5604/5747/7532/23566/598/5728/55970/9134/55844/2885/1435/57121/6256/1282/1978/1902/2475/4893/1147/3672/4515/5520/3690",129
"hsa00785","Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","6/2723","11/4848",0.545454545454545,0.971121423563583,-0.108533783590185,0.662958367001899,0.999999999915543,0.95471236222047,"594/4967/5160/1629/1737/5162",6
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","80/2723","146/4848",0.547945205479452,0.975555767963417,-0.339462946429511,0.665194778828128,0.999999999915543,0.95471236222047,"889/5898/9855/4254/5291/2773/387/10235/2255/998/5909/10411/2775/285/1399/5594/2321/4233/2889/5216/5608/9693/1432/7422/5159/23683/5906/57568/10000/8503/1268/7010/5290/84612/7408/5908/2770/3791/135/9732/91860/4301/5894/3845/10451/4803/5879/7094/7057/109/2250/2247/1950/2252/805/5899/1956/56288/3688/2776/673/22808/3689/2264/115/5584/1398/5604/5028/3684/2357/23566/1435/57121/6714/1902/1500/801/4893/3690",80
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","86/2723","157/4848",0.547770700636943,0.97524508141311,-0.356910623874758,0.670419893120117,0.999999999915543,0.95471236222047,"5898/10928/4254/5601/5291/387/10235/2255/998/9462/5337/2782/8315/285/25/5594/6655/6789/2321/3551/4233/5599/8036/5878/5869/7422/5924/5159/59345/6654/5906/10000/8503/7010/5290/2322/81579/2002/5908/5322/3791/91860/4301/5894/54979/3845/4803/2113/5879/84647/2250/2247/1950/2252/27/805/5899/5868/51365/5921/1956/2114/22808/6464/2264/5966/7039/382/255189/5604/57148/598/55970/253959/11145/2885/5781/5062/29110/1435/4303/5320/57186/801/4893/1147",86
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","55/2723","101/4848",0.544554455445545,0.969518912963643,-0.350398618644636,0.675326253404566,0.999999999915543,0.95471236222047,"4074/3920/8685/535/4481/9341/29927/7037/113457/1781/5289/4689/10382/5878/5869/8992/523/200576/23673/10376/718/821/529/1514/948/5879/7099/9550/7097/7057/3685/2212/245973/5868/526/3688/2209/112714/528/1780/715/3689/3678/3673/1536/84790/3684/929/64581/79861/23545/10383/7278/2214/3690",55
"hsa04973","Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","15/2723","28/4848",0.535714285714286,0.953779969571376,-0.277630123927666,0.682134595326947,0.999999999915543,0.95471236222047,"477/5291/483/6523/10000/8503/5290/2542/481/3098/3099/3101/476/83756/8972",15
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","28/2723","52/4848",0.538461538461538,0.958671148902511,-0.339153482163242,0.685623726689003,0.999999999915543,0.95471236222047,"1080/952/477/3784/6558/387/483/3710/8766/760/9545/5906/3709/81579/5908/5322/5879/109/84647/481/2776/115/476/6522/1056/488/5320/6262",28
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","51/2723","94/4848",0.542553191489362,0.965955884076543,-0.37727433485208,0.686215263467395,0.999999999915543,0.95471236222047,"3459/5601/5291/23118/7132/2355/3710/5594/4689/3551/5599/5532/5608/1432/3554/10000/8503/1385/5533/5290/3709/5468/6885/5879/5530/8792/3454/2212/2209/3716/7048/4982/5604/488/8061/2885/169200/1435/9021/4286/353514/2214/11025/102725035/107987425/107987462/1147/5534/11027/79168/3690",51
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","40/2723","74/4848",0.540540540540541,0.962372581909857,-0.36919850595577,0.688103254040216,0.999999999915543,0.95471236222047,"9765/8454/387/6093/7037/5933/5594/2033/655/5516/7036/6198/653/4090/90/3065/92/79639/1875/91/4609/2615/7057/658/9611/4089/9372/3625/7048/4088/4086/23592/285704/7050/56963/6667/7027/57154/659/1874",40
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","92/2723","169/4848",0.544378698224852,0.969205996692649,-0.461226067956232,0.706139895354155,0.999999999915543,0.95471236222047,"4719/55334/5685/5601/2773/113457/5705/3710/5714/7494/5706/5684/5693/5687/5713/23516/10382/5683/5599/5717/4891/506/7922/10213/515/22926/4709/3709/10376/2770/135/468/4698/91860/1349/7326/201266/1965/7295/64116/2774/5686/6391/27173/805/817/4718/291/112714/90550/7381/65018/516/5701/9861/836/4712/509/7417/84790/3800/55669/598/54205/7388/5707/64837/5708/79861/9377/55967/7327/5071/7332/10383/4128/5718/4217/7278/801/4541/4513/4519/4536/4512/51465/4538/4535/4508/6392/4539/7416",92
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","49/2723","91/4848",0.538461538461538,0.958671148902511,-0.450493279239378,0.712179667584979,0.999999999915543,0.95471236222047,"5601/5291/5525/387/998/8440/5523/5522/1739/5527/2932/55012/5594/9402/6655/3551/5516/4793/5599/5532/1326/1432/5528/868/6654/10000/8503/5533/5290/5894/3845/10451/6885/3586/5530/5170/8915/5529/4690/5604/10892/55844/2885/5781/5062/4893/1147/5534/5520",49
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","11/2723","21/4848",0.523809523809524,0.932584859136457,-0.350436478584906,0.717498721286238,0.999999999915543,0.95471236222047,"57103/231/5208/6652/5373/5213/3098/3099/3101/57016/8790",11
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","38/2723","71/4848",0.535211267605634,0.95288440152483,-0.452686068360984,0.717697798310899,0.999999999915543,0.95471236222047,"1870/5601/5291/5594/6655/182/5599/6198/1432/1871/6654/10000/8503/5290/1031/8202/1026/5469/5894/3845/4193/109/5925/2100/9611/10498/1956/673/6464/115/5604/5747/2885/6667/6714/2475/4855/4893",38
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","21/2723","40/4848",0.525,0.934704370179949,-0.469367208157833,0.736490731033343,0.999999999915543,0.95471236222047,"5601/80143/9474/57506/4214/54941/3551/4793/5599/1432/7706/57169/6885/10010/8737/9140/64343/8772/29110/1147/1654",21
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","53/2723","99/4848",0.535353535353535,0.953137693497591,-0.533237932702591,0.73817557043894,0.999999999915543,0.95471236222047,"1870/578/5291/2255/2932/8648/4616/5594/6655/182/7976/1855/6198/81029/1871/1452/7474/7475/6654/10000/8503/5290/51426/8202/1026/5894/3845/7482/324/23493/4609/2250/2247/1950/675/5925/2100/2252/1956/673/7484/6464/7855/8323/8313/5604/5728/8322/2885/6667/2475/4855/4893",53
"hsa04740","Organismal Systems","Sensory system","hsa04740","Olfactory transduction","14/2723","27/4848",0.518518518518518,0.92316481005427,-0.453162901594439,0.742527243704313,0.999999999915543,0.95471236222047,"57101/2782/83988/5153/91860/109/123041/2774/805/817/81285/5592/5138/801",14
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","42/2723","79/4848",0.531645569620253,0.946536071068302,-0.542302515058541,0.745016270049317,0.999999999915543,0.95471236222047,"5601/5291/2773/6416/2932/4214/3710/1399/5594/2033/6655/10488/5599/5608/1432/6654/1386/10000/8503/1385/5290/3709/2770/468/5894/3845/109/2776/90993/6464/6755/115/1398/6774/5604/5747/2885/6752/9021/8660/2475/4893",42
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","62/2723","116/4848",0.53448275862069,0.951587371940178,-0.597373769232152,0.756106313517847,0.999999999915543,0.95471236222047,"330/578/7030/905/4616/2321/84444/4233/1655/51274/7704/329/604/942/7850/3065/8013/51426/2322/1031/466/1026/7849/4149/904/4298/5468/4193/4609/55589/9611/6760/4211/64332/7403/2209/2308/2313/3087/7102/2078/2005/5966/3020/7048/3248/648/5747/3684/4086/929/598/1051/4299/3728/2130/26039/6667/5087/6256/4286/1991",62
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","62/2723","116/4848",0.53448275862069,0.951587371940178,-0.597373769232152,0.756106313517847,0.999999999915543,0.95471236222047,"1870/4257/8193/578/57492/5291/2932/4616/5594/3162/6655/7976/4233/1855/6198/6603/81029/1871/1452/7474/7475/6654/10000/8503/8289/5290/51426/1026/2002/55274/5894/3845/2947/7482/324/86/4609/5925/4089/1956/673/7484/6464/7039/7855/7048/55193/8323/4088/8313/2948/5604/598/5728/8322/2885/1728/196528/114112/7296/2475/4893",62
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","16/2723","31/4848",0.516129032258065,0.918910594339734,-0.512669527690997,0.757155836911429,0.999999999915543,0.95471236222047,"240/6916/2687/81579/5322/1571/54979/84647/873/3248/255189/11145/247/284273/5320/8644",16
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","57/2723","107/4848",0.532710280373832,0.948431670676583,-0.610549438496383,0.761394983222044,0.999999999915543,0.95471236222047,"1870/2773/3776/2932/3710/5594/7976/898/1395/196/10488/1855/81029/1871/7474/7475/1386/5906/5929/1385/1031/3709/1017/1026/5908/2770/468/50940/9070/3949/7482/324/109/9101/5925/405/185/57552/817/1956/2776/90993/673/7484/115/7855/8323/8085/8313/5604/3777/8322/9134/6667/5087/11091/8912",57
"hsa03273","Genetic Information Processing","Information processing in viruses","hsa03273","Virion - Lassa virus and SFTS virus","5/2723","10/4848",0.5,0.890194638266618,-0.393433628575455,0.762928475914268,0.999999999915543,0.95471236222047,"3920/7037/5097/1605/5101",5
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","32/2723","61/4848",0.524590163934426,0.933974702443665,-0.587387140252171,0.764044378819833,0.999999999915543,0.95471236222047,"7414/5291/3918/2769/1286/384/5878/5869/7850/3554/5052/8503/383/5290/5269/3911/1284/3915/3586/7099/7097/2774/5868/2776/3689/836/1285/5747/3684/929/5272/1282",32
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","39/2723","74/4848",0.527027027027027,0.93831326736211,-0.605267400294147,0.765853901891616,0.999999999915543,0.95471236222047,"5601/5291/387/602/3710/5594/4776/3551/5599/5532/1432/868/10000/8503/5533/5290/3709/91860/5894/3845/4193/3586/5530/8915/805/22808/2207/9261/5580/338339/10892/64581/5781/23365/6714/801/4893/1147/5534",39
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","58/2723","109/4848",0.532110091743119,0.947363101274566,-0.629130950988019,0.76681222345596,0.999999999915543,0.95471236222047,"477/153/3784/2773/5525/483/5523/5522/5527/10411/3776/55012/5594/9252/5516/10488/1432/11149/5528/1386/10000/7139/1385/148/64091/2770/468/91860/64208/5502/109/23533/481/805/185/817/93589/5529/2776/55799/90993/115/476/783/7171/154/147/488/55844/6331/5501/4624/7169/5350/6262/801/5500/5520",58
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","7/2723","14/4848",0.5,0.890194638266618,-0.465709508511431,0.769881940658781,0.999999999915543,0.95471236222047,"2683/2218/10329/9215/8703/148789/729920",7
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","33/2723","63/4848",0.523809523809524,0.932584859136457,-0.609631800639338,0.770169960805023,0.999999999915543,0.95471236222047,"5601/6416/998/5337/4214/3710/5594/6655/5599/5608/1432/6654/2185/3709/2002/468/91860/5894/3845/109/805/817/1956/2776/115/5580/255189/5604/10746/2885/6714/801/4893",33
"hsa00563","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","8/2723","16/4848",0.5,0.890194638266618,-0.497967430653577,0.774313616335558,0.999999999915543,0.95471236222047,"94005/5283/5279/10026/54965/5277/54872/23556",8
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","27/2723","52/4848",0.519230769230769,0.924432893584565,-0.620120003271819,0.777144487259923,0.999999999915543,0.95471236222047,"94239/727/730/9555/942/6738/8970/718/6628/3586/6741/2212/2209/3017/714/715/3020/3015/6632/713/712/8347/8969/1991/121504/2214/55766",27
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","9/2723","18/4848",0.5,0.890194638266618,-0.528283562060643,0.77900382468696,0.999999999915543,0.95471236222047,"54884/51109/157506/5959/316/195814/220/125/126",9
