"","Overall"
"ENSG00000155393",38.864237993193
"ENSG00000171792",38.864237993193
"ENSG00000186501",38.864237993193
"ENSG00000232977",38.864237993193
"ENSG00000145332",38.864237993193
"ENSG00000153006",38.864237993193
"ENSG00000260000",38.864237993193
"ENSG00000168710",38.788268739107
"ENSG00000089022",38.7500636983674
"ENSG00000172379",38.736471520412
"ENSG00000111707",38.471589808549
"ENSG00000144642",38.471589808549
"ENSG00000149599",38.471589808549
"ENSG00000160593",38.471589808549
"ENSG00000163249",38.471589808549
"ENSG00000259630",38.471589808549
"ENSG00000074695",38.471589808549
"ENSG00000186687",38.471589808549
"ENSG00000213760",38.4092646998754
"ENSG00000071242",38.2942029607856
"ENSG00000196352",38.1068475509419
"ENSG00000082497",38.0976391565072
"ENSG00000107651",38.0976391565072
"ENSG00000140853",38.0976391565072
"ENSG00000152749",38.0976391565072
"ENSG00000066136",38.0976391565072
"ENSG00000103415",38.0976391565072
"ENSG00000121289",38.0976391565072
"ENSG00000136048",38.0976391565072
"ENSG00000166971",38.0976391565072
"ENSG00000213144",38.0353140478335
"ENSG00000176994",38.0062289971191
"ENSG00000038427",37.7410815580487
"ENSG00000090971",37.7410815580487
"ENSG00000134709",37.7410815580487
"ENSG00000142279",37.7410815580487
"ENSG00000148498",37.7410815580487
"ENSG00000163931",37.7410815580487
"ENSG00000169223",37.7410815580487
"ENSG00000072134",37.7410815580486
"ENSG00000163902",37.7134462663266
"ENSG00000115758",37.6717509139039
"ENSG00000136732",37.6717509139039
"ENSG00000182492",37.6717509139039
"ENSG00000070808",37.4007311231564
"ENSG00000101966",37.4007311231564
"ENSG00000107854",37.4007311231564
"ENSG00000116857",37.4007311231564
"ENSG00000136710",37.4007311231564
"ENSG00000137145",37.4007311231564
"ENSG00000267274",37.4007311231564
"ENSG00000166012",37.4007311231564
"ENSG00000146122",37.2923232068574
"ENSG00000101367",37.2688836573874
"ENSG00000163531",37.2688836573874
"ENSG00000180917",37.2688836573874
"ENSG00000272325",37.2688836573874
"ENSG00000084774",37.2688836573874
"ENSG00000092421",37.2688836573874
"ENSG00000137040",37.2688836573874
"ENSG00000170448",37.2688836573874
"ENSG00000104960",37.2458626713007
"ENSG00000165171",37.0755073742594
"ENSG00000196504",37.0755073742594
"ENSG00000102053",37.0441261353307
"ENSG00000105552",37.0398854273674
"ENSG00000073792",36.9713816833444
"ENSG00000198939",36.8872199406875
"ENSG00000023191",36.8872199406875
"ENSG00000104635",36.8872199406875
"ENSG00000187667",36.8872199406875
"ENSG00000239763",36.8872199406875
"ENSG00000134717",36.8872199406875
"ENSG00000231007",36.8337870203495
"ENSG00000139977",36.7644237883579
"ENSG00000170892",36.7644237883579
"ENSG00000116183",36.7460043655085
"ENSG00000160218",36.7460043655085
"ENSG00000182168",36.6805630014012
"ENSG00000180672",36.6047887903295
"ENSG00000118308",36.5644414831356
"ENSG00000237803",36.5251287222799
"ENSG00000099338",36.5251287222799
"ENSG00000110514",36.5251287222799
"ENSG00000121864",36.5251287222799
"ENSG00000135373",36.5251287222799
"ENSG00000140280",36.5251287222799
"ENSG00000143167",36.5251287222799
"ENSG00000143643",36.5251287222799
"ENSG00000168958",36.5251287222799
"ENSG00000205702",36.5251287222799
"ENSG00000266783",36.5251287222799
"ENSG00000198646",36.5020865538358
"ENSG00000162302",36.4792638346149
"ENSG00000126016",36.4665778018565
"ENSG00000116539",36.4144547542188
"ENSG00000232070",36.2691386515917
"ENSG00000038532",36.1811420647926
"ENSG00000099899",36.1811420647926
"ENSG00000108829",36.1811420647926
"ENSG00000111845",36.1811420647926
"ENSG00000115267",36.1811420647926
"ENSG00000124615",36.1811420647926
"ENSG00000144034",36.1811420647926
"ENSG00000144724",36.1811420647926
"ENSG00000147535",36.1811420647926
"ENSG00000158796",36.1811420647926
"ENSG00000167113",36.1811420647926
"ENSG00000168434",36.1811420647926
"ENSG00000168961",36.1811420647926
"ENSG00000184886",36.1811420647926
"ENSG00000186230",36.1811420647926
"ENSG00000197321",36.1811420647926
"ENSG00000259520",36.1811420647926
"ENSG00000272186",36.1811420647926
"ENSG00000171385",36.116953166984
"ENSG00000182749",36.116953166984
"ENSG00000154065",36.050259336578
"ENSG00000003096",35.968197943491
"ENSG00000014824",35.853935244256
"ENSG00000106809",35.853935244256
"ENSG00000184005",35.853935244256
"ENSG00000206052",35.853935244256
"ENSG00000223473",35.853935244256
"ENSG00000088854",35.853935244256
"ENSG00000132763",35.853935244256
"ENSG00000151465",35.853935244256
"ENSG00000100385",35.7746123786714
"ENSG00000272856",35.7218733923637
"ENSG00000171862",35.5735866832087
"ENSG00000046889",35.5423097008878
"ENSG00000107957",35.5423097008878
"ENSG00000123595",35.5423097008878
"ENSG00000124215",35.5423097008878
"ENSG00000134333",35.5423097008878
"ENSG00000145088",35.5423097008878
"ENSG00000158815",35.5423097008878
"ENSG00000170315",35.5423097008878
"ENSG00000171865",35.5423097008878
"ENSG00000197980",35.5423097008878
"ENSG00000135775",35.5423097008878
"ENSG00000183098",35.5423097008878
"ENSG00000139178",35.482883434478
"ENSG00000146540",35.4323711080297
"ENSG00000064601",35.245178368839
"ENSG00000100036",35.245178368839
"ENSG00000102962",35.245178368839
"ENSG00000105204",35.245178368839
"ENSG00000170921",35.245178368839
"ENSG00000174718",35.245178368839
"ENSG00000198663",35.245178368839
"ENSG00000204469",35.245178368839
"ENSG00000215190",35.245178368839
"ENSG00000227110",35.245178368839
"ENSG00000235706",35.245178368839
"ENSG00000247033",35.245178368839
"ENSG00000262712",35.245178368839
"ENSG00000198929",35.188453296357
"ENSG00000153233",35.149182092331
"ENSG00000114098",35.0312438097639
"ENSG00000144909",35.0312438097639
"ENSG00000181631",35.0312438097639
"ENSG00000268518",35.0312438097639
"ENSG00000111237",34.9615530064288
"ENSG00000127081",34.8623051887895
"ENSG00000100580",34.6905332156813
"ENSG00000116990",34.6905332156813
"ENSG00000125378",34.6905332156813
"ENSG00000136869",34.6905332156813
"ENSG00000155307",34.6905332156813
"ENSG00000159259",34.6905332156813
"ENSG00000162521",34.6905332156813
"ENSG00000169189",34.6905332156813
"ENSG00000181045",34.6905332156813
"ENSG00000234354",34.6905332156813
"ENSG00000244041",34.6905332156813
"ENSG00000103145",34.6905332156813
"ENSG00000108381",34.6905332156813
"ENSG00000124222",34.6905332156813
"ENSG00000128563",34.6905332156813
"ENSG00000167792",34.6905332156813
"ENSG00000167515",34.5293863130747
"ENSG00000141084",34.4480418239599
"ENSG00000107537",34.4312968940968
"ENSG00000154839",34.4312968940968
"ENSG00000160336",34.4312968940968
"ENSG00000012822",34.3682394104681
"ENSG00000227076",34.3682394104681
"ENSG00000224152",34.2155739237881
"ENSG00000111790",34.1830919053456
"ENSG00000259826",34.0852497278418
"ENSG00000112159",34.0629084371081
"ENSG00000113719",34.0629084371081
"ENSG00000151461",34.0629084371081
"ENSG00000064225",34.0629084371081
"ENSG00000110880",34.0629084371081
"ENSG00000144747",34.0629084371081
"ENSG00000154822",34.0629084371081
"ENSG00000173818",34.0629084371081
"ENSG00000175970",34.0629084371081
"ENSG00000198373",34.0629084371081
"ENSG00000272195",34.0629084371081
"ENSG00000166575",34.0629084371081
"ENSG00000157827",33.9508325837915
"ENSG00000198585",33.9452287911257
"ENSG00000068878",33.9331427734302
"ENSG00000257218",33.7939263891482
"ENSG00000003436",33.7732354623821
"ENSG00000104213",33.7732354623821
"ENSG00000156414",33.7732354623821
"ENSG00000163590",33.7732354623821
"ENSG00000186666",33.7732354623821
"ENSG00000214960",33.7732354623821
"ENSG00000260643",33.7732354623821
"ENSG00000261787",33.7732354623821
"ENSG00000025156",33.7732354623821
"ENSG00000104064",33.7732354623821
"ENSG00000123575",33.7732354623821
"ENSG00000129991",33.7732354623821
"ENSG00000163349",33.7732354623821
"ENSG00000163435",33.7732354623821
"ENSG00000257267",33.7732354623821
"ENSG00000258819",33.7732354623821
"ENSG00000260837",33.7732354623821
"ENSG00000105967",33.773235462382
"ENSG00000109099",33.773235462382
"ENSG00000163633",33.773235462382
"ENSG00000166199",33.773235462382
"ENSG00000167771",33.773235462382
"ENSG00000186814",33.773235462382
"ENSG00000251586",33.773235462382
"ENSG00000133678",33.6495945585356
"ENSG00000130714",33.6389967667773
"ENSG00000150667",33.6389967667773
"ENSG00000198932",33.5932335750938
"ENSG00000269352",33.5766716581036
"ENSG00000124459",33.5649281591283
"ENSG00000139910",33.5047580711725
"ENSG00000072864",33.4980461363923
"ENSG00000169981",33.4980461363923
"ENSG00000179029",33.4980461363923
"ENSG00000180008",33.4980461363923
"ENSG00000213160",33.4980461363923
"ENSG00000067601",33.4980461363923
"ENSG00000088836",33.4980461363923
"ENSG00000127884",33.4980461363923
"ENSG00000143977",33.4980461363923
"ENSG00000150753",33.4980461363923
"ENSG00000163814",33.4980461363923
"ENSG00000178662",33.4980461363923
"ENSG00000241404",33.4980461363923
"ENSG00000254986",33.4980461363923
"ENSG00000266714",33.4980461363923
"ENSG00000272823",33.4980461363923
"ENSG00000258325",33.3322950365683
"ENSG00000066027",33.236280679963
"ENSG00000119285",33.236280679963
"ENSG00000124422",33.236280679963
"ENSG00000131508",33.236280679963
"ENSG00000135521",33.236280679963
"ENSG00000139767",33.236280679963
"ENSG00000197780",33.236280679963
"ENSG00000229605",33.236280679963
"ENSG00000244018",33.236280679963
"ENSG00000262185",33.236280679963
"ENSG00000105137",33.236280679963
"ENSG00000129170",33.236280679963
"ENSG00000136045",33.236280679963
"ENSG00000137098",33.236280679963
"ENSG00000144895",33.236280679963
"ENSG00000152242",33.236280679963
"ENSG00000164318",33.236280679963
"ENSG00000211938",33.236280679963
"ENSG00000225472",33.236280679963
"ENSG00000226479",33.236280679963
"ENSG00000229081",33.236280679963
"ENSG00000263731",33.2277588315657
"ENSG00000136319",33.1147467180494
"ENSG00000000938",33.1116304626157
"ENSG00000196839",33.0508634816589
"ENSG00000099954",33.049305353942
"ENSG00000161542",33.0102105130468
"ENSG00000205268",33.0052652503176
"ENSG00000267385",32.9927779297962
"ENSG00000088320",32.9869802452684
"ENSG00000114062",32.9869802452684
"ENSG00000116852",32.9869802452684
"ENSG00000145147",32.9869802452684
"ENSG00000162852",32.9869802452684
"ENSG00000168781",32.9869802452684
"ENSG00000170142",32.9869802452684
"ENSG00000002919",32.9869802452684
"ENSG00000023892",32.9869802452684
"ENSG00000048544",32.9869802452684
"ENSG00000094914",32.9869802452684
"ENSG00000134247",32.9869802452684
"ENSG00000138346",32.9869802452684
"ENSG00000149806",32.9869802452684
"ENSG00000157107",32.9869802452684
"ENSG00000158457",32.9869802452684
"ENSG00000173762",32.9869802452684
"ENSG00000176593",32.9869802452684
"ENSG00000181610",32.9869802452684
"ENSG00000188352",32.9869802452684
"ENSG00000273183",32.9869802452684
"ENSG00000151353",32.9869802452684
"ENSG00000255717",32.9869802452684
"ENSG00000166266",32.8681277124489
"ENSG00000183576",32.7981080681139
"ENSG00000089847",32.7709198685331
"ENSG00000007402",32.7492751796294
"ENSG00000056586",32.7492751796294
"ENSG00000065243",32.7492751796294
"ENSG00000081803",32.7492751796294
"ENSG00000135070",32.7492751796294
"ENSG00000258634",32.7492751796294
"ENSG00000026652",32.7492751796294
"ENSG00000143119",32.7492751796294
"ENSG00000156469",32.7492751796294
"ENSG00000156671",32.7492751796294
"ENSG00000171703",32.7492751796294
"ENSG00000236753",32.7492751796294
"ENSG00000270170",32.7492751796294
"ENSG00000153827",32.6672253398993
"ENSG00000013810",32.6672253398993
"ENSG00000172354",32.6036808269255
"ENSG00000100450",32.5893546091537
"ENSG00000138081",32.5223748897013
"ENSG00000225486",32.5223748897013
"ENSG00000079805",32.5223748897012
"ENSG00000113595",32.5223748897012
"ENSG00000140459",32.5223748897012
"ENSG00000152409",32.5223748897012
"ENSG00000169918",32.5223748897012
"ENSG00000262420",32.5223748897012
"ENSG00000100918",32.5223748897012
"ENSG00000115641",32.5223748897012
"ENSG00000119041",32.5223748897012
"ENSG00000147316",32.5223748897012
"ENSG00000167625",32.5223748897012
"ENSG00000171517",32.5223748897012
"ENSG00000213279",32.5223748897012
"ENSG00000227921",32.5223748897012
"ENSG00000254614",32.3740464907111
"ENSG00000172543",32.3055590571033
"ENSG00000168826",32.3055590571032
"ENSG00000228784",32.3055590571032
"ENSG00000153046",32.3055590571032
"ENSG00000105784",32.299216040724
"ENSG00000160051",32.2354127583215
"ENSG00000168159",32.2354127583215
"ENSG00000047617",32.204221222302
"ENSG00000100417",32.0981699998356
"ENSG00000159023",32.0981699998356
"ENSG00000136238",32.0981699998356
"ENSG00000204227",32.0981699998356
"ENSG00000105171",31.9648484630207
"ENSG00000126456",31.9648484630207
"ENSG00000137497",31.9648484630207
"ENSG00000137965",31.9648484630207
"ENSG00000144644",31.9648484630207
"ENSG00000197584",31.9648484630207
"ENSG00000198805",31.9648484630207
"ENSG00000255328",31.9648484630207
"ENSG00000138308",31.8996060088346
"ENSG00000156515",31.8996060088346
"ENSG00000168887",31.8996060088346
"ENSG00000111647",31.8996060088346
"ENSG00000188004",31.8996060088346
"ENSG00000171202",31.8723362212585
"ENSG00000204851",31.866221712102
"ENSG00000067057",31.7093155174587
"ENSG00000100979",31.7093155174587
"ENSG00000110076",31.7093155174587
"ENSG00000113108",31.7093155174587
"ENSG00000116062",31.7093155174587
"ENSG00000134539",31.7093155174587
"ENSG00000138606",31.7093155174587
"ENSG00000162747",31.7093155174587
"ENSG00000163870",31.7093155174587
"ENSG00000232079",31.7093155174587
"ENSG00000006453",31.7093155174587
"ENSG00000126214",31.7093155174587
"ENSG00000131368",31.7093155174587
"ENSG00000196465",31.7093155174587
"ENSG00000213714",31.7093155174587
"ENSG00000232454",31.7093155174587
"ENSG00000240950",31.7093155174587
"ENSG00000254415",31.7093155174587
"ENSG00000196715",31.6287420661554
"ENSG00000170855",31.5815490446777
"ENSG00000093183",31.4675951635488
"ENSG00000112339",31.4675951635488
"ENSG00000167740",31.4675951635488
"ENSG00000004961",31.4675951635488
"ENSG00000111664",31.4675951635488
"ENSG00000112208",31.4675951635488
"ENSG00000114547",31.4675951635488
"ENSG00000118412",31.4675951635488
"ENSG00000118855",31.4675951635488
"ENSG00000121089",31.4675951635488
"ENSG00000129596",31.4675951635488
"ENSG00000136950",31.4675951635488
"ENSG00000138311",31.4675951635488
"ENSG00000152455",31.4675951635488
"ENSG00000165983",31.4675951635488
"ENSG00000180596",31.4675951635488
"ENSG00000182218",31.4675951635488
"ENSG00000187187",31.4675951635488
"ENSG00000188542",31.4675951635488
"ENSG00000197265",31.4675951635488
"ENSG00000198162",31.4675951635488
"ENSG00000206172",31.4675951635488
"ENSG00000260841",31.4675951635488
"ENSG00000033800",31.2385969335288
"ENSG00000035403",31.2385969335288
"ENSG00000101444",31.2385969335288
"ENSG00000107954",31.2385969335288
"ENSG00000116678",31.2385969335288
"ENSG00000120705",31.2385969335288
"ENSG00000130558",31.2385969335288
"ENSG00000139546",31.2385969335288
"ENSG00000154222",31.2385969335288
"ENSG00000156958",31.2385969335288
"ENSG00000162076",31.2385969335288
"ENSG00000179119",31.2385969335288
"ENSG00000181929",31.2385969335288
"ENSG00000236914",31.2385969335288
"ENSG00000240509",31.2385969335288
"ENSG00000259658",31.2385969335288
"ENSG00000100104",31.2385969335288
"ENSG00000105355",31.2385969335288
"ENSG00000206754",31.2385969335288
"ENSG00000240489",31.2385969335288
"ENSG00000266733",31.2385969335288
"ENSG00000117600",31.0973813583499
"ENSG00000156381",31.0628541058391
"ENSG00000168283",31.0319399942425
"ENSG00000066855",31.0213422024843
"ENSG00000100368",31.0213422024843
"ENSG00000100865",31.0213422024843
"ENSG00000109381",31.0213422024843
"ENSG00000118900",31.0213422024843
"ENSG00000119720",31.0213422024843
"ENSG00000119922",31.0213422024843
"ENSG00000126091",31.0213422024843
"ENSG00000128262",31.0213422024843
"ENSG00000128805",31.0213422024843
"ENSG00000131165",31.0213422024843
"ENSG00000149499",31.0213422024843
"ENSG00000162241",31.0213422024843
"ENSG00000167703",31.0213422024843
"ENSG00000198060",31.0213422024843
"ENSG00000205609",31.0213422024843
"ENSG00000225791",31.0213422024843
"ENSG00000235033",31.0213422024843
"ENSG00000242173",31.0213422024843
"ENSG00000267475",31.0213422024843
"ENSG00000034971",31.0213422024843
"ENSG00000078747",31.0213422024843
"ENSG00000091592",31.0213422024843
"ENSG00000092203",31.0213422024843
"ENSG00000106633",31.0213422024843
"ENSG00000129116",31.0213422024843
"ENSG00000132326",31.0213422024843
"ENSG00000136758",31.0213422024843
"ENSG00000138029",31.0213422024843
"ENSG00000154265",31.0213422024843
"ENSG00000158869",31.0213422024843
"ENSG00000168610",31.0213422024843
"ENSG00000178860",31.0213422024843
"ENSG00000197299",31.0213422024843
"ENSG00000244945",31.0213422024843
"ENSG00000263753",31.0213422024843
"ENSG00000135249",31.0213422024842
"ENSG00000184348",30.9101886191591
"ENSG00000154473",30.9016157982962
"ENSG00000230479",30.9000778108907
"ENSG00000128313",30.8837475394894
"ENSG00000143632",30.8837475394894
"ENSG00000095209",30.8575390322523
"ENSG00000183665",30.8252830549562
"ENSG00000171224",30.8247783982058
"ENSG00000005486",30.8149502079919
"ENSG00000006283",30.8149502079919
"ENSG00000036530",30.8149502079919
"ENSG00000112394",30.8149502079919
"ENSG00000137821",30.8149502079919
"ENSG00000140450",30.8149502079919
"ENSG00000141448",30.8149502079919
"ENSG00000144893",30.8149502079919
"ENSG00000146802",30.8149502079919
"ENSG00000184194",30.8149502079919
"ENSG00000205795",30.8149502079919
"ENSG00000213585",30.8149502079919
"ENSG00000253541",30.8149502079919
"ENSG00000270195",30.8149502079919
"ENSG00000273188",30.8149502079919
"ENSG00000101246",30.8149502079919
"ENSG00000106460",30.8149502079919
"ENSG00000111912",30.8149502079919
"ENSG00000113583",30.8149502079919
"ENSG00000117013",30.8149502079919
"ENSG00000134013",30.8149502079919
"ENSG00000139154",30.8149502079919
"ENSG00000140395",30.8149502079919
"ENSG00000146521",30.8149502079919
"ENSG00000182704",30.8149502079919
"ENSG00000184602",30.8149502079919
"ENSG00000185716",30.8149502079919
"ENSG00000223678",30.8149502079919
"ENSG00000230043",30.8149502079919
"ENSG00000254389",30.8149502079919
"ENSG00000272841",30.8149502079919
"ENSG00000133800",30.7769655809489
"ENSG00000166734",30.7495088438846
"ENSG00000155100",30.7495088438846
"ENSG00000163527",30.700632837609
"ENSG00000187522",30.687183735211
"ENSG00000146197",30.6840674797773
"ENSG00000114956",30.61862611567
"ENSG00000125304",30.61862611567
"ENSG00000134970",30.61862611567
"ENSG00000134996",30.61862611567
"ENSG00000137409",30.61862611567
"ENSG00000143368",30.61862611567
"ENSG00000160948",30.61862611567
"ENSG00000163521",30.61862611567
"ENSG00000172432",30.61862611567
"ENSG00000197444",30.61862611567
"ENSG00000225784",30.61862611567
"ENSG00000227811",30.61862611567
"ENSG00000236423",30.61862611567
"ENSG00000259407",30.61862611567
"ENSG00000260027",30.61862611567
"ENSG00000271782",30.61862611567
"ENSG00000272502",30.61862611567
"ENSG00000273192",30.61862611567
"ENSG00000071626",30.6186261156699
"ENSG00000101916",30.6186261156699
"ENSG00000106571",30.6186261156699
"ENSG00000121653",30.6186261156699
"ENSG00000160013",30.6186261156699
"ENSG00000188707",30.6186261156699
"ENSG00000198722",30.6186261156699
"ENSG00000204815",30.6186261156699
"ENSG00000232187",30.6186261156699
"ENSG00000272864",30.6186261156699
"ENSG00000265539",30.6025758368476
"ENSG00000240687",30.5563010069963
"ENSG00000177098",30.5093620611079
"ENSG00000165572",30.431650789649
"ENSG00000187140",30.431650789649
"ENSG00000227671",30.431650789649
"ENSG00000254636",30.431650789649
"ENSG00000059573",30.431650789649
"ENSG00000111906",30.431650789649
"ENSG00000112977",30.431650789649
"ENSG00000132600",30.431650789649
"ENSG00000137198",30.431650789649
"ENSG00000137501",30.431650789649
"ENSG00000147144",30.431650789649
"ENSG00000159210",30.431650789649
"ENSG00000168280",30.431650789649
"ENSG00000178796",30.431650789649
"ENSG00000182180",30.431650789649
"ENSG00000182446",30.431650789649
"ENSG00000183963",30.431650789649
"ENSG00000184208",30.431650789649
"ENSG00000184925",30.431650789649
"ENSG00000185344",30.431650789649
"ENSG00000187164",30.431650789649
"ENSG00000196533",30.431650789649
"ENSG00000197375",30.431650789649
"ENSG00000232874",30.431650789649
"ENSG00000244291",30.431650789649
"ENSG00000023445",30.3751233655032
"ENSG00000162222",30.3751233655032
"ENSG00000104133",30.3271145846464
"ENSG00000179144",30.2875039998449
"ENSG00000128607",30.2616732205391
"ENSG00000137878",30.2612954926077
"ENSG00000122741",30.2533719904198
"ENSG00000237887",30.2533719904198
"ENSG00000058600",30.2533719904198
"ENSG00000099250",30.2533719904198
"ENSG00000110717",30.2533719904198
"ENSG00000116266",30.2533719904198
"ENSG00000129250",30.2533719904198
"ENSG00000152767",30.2533719904198
"ENSG00000165617",30.2533719904198
"ENSG00000174669",30.2533719904198
"ENSG00000180185",30.2533719904198
"ENSG00000181450",30.2533719904198
"ENSG00000198019",30.2533719904198
"ENSG00000257252",30.2533719904198
"ENSG00000265778",30.2533719904198
"ENSG00000268364",30.2533719904198
"ENSG00000056277",30.2533719904198
"ENSG00000079616",30.2533719904198
"ENSG00000114867",30.2533719904198
"ENSG00000119929",30.2533719904198
"ENSG00000128298",30.2533719904198
"ENSG00000139508",30.2533719904198
"ENSG00000145901",30.2533719904198
"ENSG00000162300",30.2533719904198
