"","Overall"
"ENSG00000065911",22.7656624227909
"ENSG00000065923",22.7656624227909
"ENSG00000065970",22.7656624227909
"ENSG00000065978",22.7656624227909
"ENSG00000065989",22.7656624227909
"ENSG00000066032",22.7656624227909
"ENSG00000066044",22.7656624227909
"ENSG00000066056",22.7656624227909
"ENSG00000066084",22.7656624227909
"ENSG00000066117",22.7656624227909
"ENSG00000066135",22.7656624227909
"ENSG00000066185",22.7656624227909
"ENSG00000066248",22.7656624227909
"ENSG00000066279",22.7656624227909
"ENSG00000066294",22.7656624227909
"ENSG00000066322",22.7656624227909
"ENSG00000066336",22.7656624227909
"ENSG00000066379",22.7656624227909
"ENSG00000066422",22.7656624227909
"ENSG00000066427",22.7656624227909
"ENSG00000066455",22.7656624227909
"ENSG00000066468",22.7656624227909
"ENSG00000066557",22.7656624227909
"ENSG00000066583",22.7656624227909
"ENSG00000066629",22.7656624227909
"ENSG00000066651",22.7656624227909
"ENSG00000066654",22.7656624227909
"ENSG00000066739",22.7656624227909
"ENSG00000066777",22.7656624227909
"ENSG00000066827",22.7656624227909
"ENSG00000066923",22.7656624227909
"ENSG00000066926",22.7656624227909
"ENSG00000066933",22.7656624227909
"ENSG00000067048",22.7656624227909
"ENSG00000067064",22.7656624227909
"ENSG00000067066",22.7656624227909
"ENSG00000067082",22.7656624227909
"ENSG00000067113",22.7656624227909
"ENSG00000067141",22.7656624227909
"ENSG00000067167",22.7656624227909
"ENSG00000067177",22.7656624227909
"ENSG00000067182",22.7656624227909
"ENSG00000067191",22.7656624227909
"ENSG00000067221",22.7656624227909
"ENSG00000067225",22.7656624227909
"ENSG00000067365",22.7656624227909
"ENSG00000067369",22.7656624227909
"ENSG00000067445",22.7656624227909
"ENSG00000067533",22.7656624227909
"ENSG00000067596",22.7656624227909
"ENSG00000067606",22.7656624227909
"ENSG00000067704",22.7656624227909
"ENSG00000067798",22.7656624227909
"ENSG00000067829",22.7656624227909
"ENSG00000067836",22.7656624227909
"ENSG00000067900",22.7656624227909
"ENSG00000067955",22.7656624227909
"ENSG00000067992",22.7656624227909
"ENSG00000068001",22.7656624227909
"ENSG00000068024",22.7656624227909
"ENSG00000068028",22.7656624227909
"ENSG00000068078",22.7656624227909
"ENSG00000068079",22.7656624227909
"ENSG00000068097",22.7656624227909
"ENSG00000068120",22.7656624227909
"ENSG00000068137",22.7656624227909
"ENSG00000068305",22.7656624227909
"ENSG00000068308",22.7656624227909
"ENSG00000068323",22.7656624227909
"ENSG00000068366",22.7656624227909
"ENSG00000068383",22.7656624227909
"ENSG00000068394",22.7656624227909
"ENSG00000068400",22.7656624227909
"ENSG00000068438",22.7656624227909
"ENSG00000068489",22.7656624227909
"ENSG00000068615",22.7656624227909
"ENSG00000068650",22.7656624227909
"ENSG00000068654",22.7656624227909
"ENSG00000068697",22.7656624227909
"ENSG00000068724",22.7656624227909
"ENSG00000068745",22.7656624227909
"ENSG00000068784",22.7656624227909
"ENSG00000068796",22.7656624227909
"ENSG00000068831",22.7656624227909
"ENSG00000068885",22.7656624227909
"ENSG00000068903",22.7656624227909
"ENSG00000068912",22.7656624227909
"ENSG00000068976",22.7656624227909
"ENSG00000069020",22.7656624227909
"ENSG00000069122",22.7656624227909
"ENSG00000069188",22.7656624227909
"ENSG00000069248",22.7656624227909
"ENSG00000069345",22.7656624227909
"ENSG00000069399",22.7656624227909
"ENSG00000069424",22.7656624227909
"ENSG00000069431",22.7656624227909
"ENSG00000069493",22.7656624227909
"ENSG00000069667",22.7656624227909
"ENSG00000069696",22.7656624227909
"ENSG00000069712",22.7656624227909
"ENSG00000069849",22.7656624227909
"ENSG00000069869",22.7656624227909
"ENSG00000069943",22.7656624227909
"ENSG00000069956",22.7656624227909
"ENSG00000069966",22.7656624227909
"ENSG00000069974",22.7656624227909
"ENSG00000070010",22.7656624227909
"ENSG00000070018",22.7656624227909
"ENSG00000070047",22.7656624227909
"ENSG00000070061",22.7656624227909
"ENSG00000070081",22.7656624227909
"ENSG00000070087",22.7656624227909
"ENSG00000070182",22.7656624227909
"ENSG00000070190",22.7656624227909
"ENSG00000070193",22.7656624227909
"ENSG00000070214",22.7656624227909
"ENSG00000070269",22.7656624227909
"ENSG00000070366",22.7656624227909
"ENSG00000070367",22.7656624227909
"ENSG00000070371",22.7656624227909
"ENSG00000070404",22.7656624227909
"ENSG00000070413",22.7656624227909
"ENSG00000070423",22.7656624227909
"ENSG00000070444",22.7656624227909
"ENSG00000070495",22.7656624227909
"ENSG00000070501",22.7656624227909
"ENSG00000070526",22.7656624227909
"ENSG00000070540",22.7656624227909
"ENSG00000070601",22.7656624227909
"ENSG00000070610",22.7656624227909
"ENSG00000070669",22.7656624227909
"ENSG00000070718",22.7656624227909
"ENSG00000070778",22.7656624227909
"ENSG00000070785",22.7656624227909
"ENSG00000070814",22.7656624227909
"ENSG00000070831",22.7656624227909
"ENSG00000070882",22.7656624227909
"ENSG00000070950",22.7656624227909
"ENSG00000070961",22.7656624227909
"ENSG00000071051",22.7656624227909
"ENSG00000071054",22.7656624227909
"ENSG00000071073",22.7656624227909
"ENSG00000071082",22.7656624227909
"ENSG00000071127",22.7656624227909
"ENSG00000071205",22.7656624227909
"ENSG00000071246",22.7656624227909
"ENSG00000071282",22.7656624227909
"ENSG00000071462",22.7656624227909
"ENSG00000071537",22.7656624227909
"ENSG00000071553",22.7656624227909
"ENSG00000071564",22.7656624227909
"ENSG00000071575",22.7656624227909
"ENSG00000071655",22.7656624227909
"ENSG00000071794",22.7656624227909
"ENSG00000071859",22.7656624227909
"ENSG00000071894",22.7656624227909
"ENSG00000071967",22.7656624227909
"ENSG00000071991",22.7656624227909
"ENSG00000071994",22.7656624227909
"ENSG00000072042",22.7656624227909
"ENSG00000072062",22.7656624227909
"ENSG00000072071",22.7656624227909
"ENSG00000072110",22.7656624227909
"ENSG00000072121",22.7656624227909
"ENSG00000072133",22.7656624227909
"ENSG00000072135",22.7656624227909
"ENSG00000072163",22.7656624227909
"ENSG00000072195",22.7656624227909
"ENSG00000072310",22.7656624227909
"ENSG00000072364",22.7656624227909
"ENSG00000072401",22.7656624227909
"ENSG00000072415",22.7656624227909
"ENSG00000072422",22.7656624227909
"ENSG00000072501",22.7656624227909
"ENSG00000072506",22.7656624227909
"ENSG00000072518",22.7656624227909
"ENSG00000072571",22.7656624227909
"ENSG00000072609",22.7656624227909
"ENSG00000072657",22.7656624227909
"ENSG00000072682",22.7656624227909
"ENSG00000072736",22.7656624227909
"ENSG00000072756",22.7656624227909
"ENSG00000072778",22.7656624227909
"ENSG00000072803",22.7656624227909
"ENSG00000072818",22.7656624227909
"ENSG00000072840",22.7656624227909
"ENSG00000072849",22.7656624227909
"ENSG00000072858",22.7656624227909
"ENSG00000072952",22.7656624227909
"ENSG00000072954",22.7656624227909
"ENSG00000072958",22.7656624227909
"ENSG00000073008",22.7656624227909
"ENSG00000073009",22.7656624227909
"ENSG00000073050",22.7656624227909
"ENSG00000073060",22.7656624227909
"ENSG00000073111",22.7656624227909
"ENSG00000073146",22.7656624227909
"ENSG00000073169",22.7656624227909
"ENSG00000073282",22.7656624227909
"ENSG00000073331",22.7656624227909
"ENSG00000073350",22.7656624227909
"ENSG00000073417",22.7656624227909
"ENSG00000073464",22.7656624227909
"ENSG00000073536",22.7656624227909
"ENSG00000073578",22.7656624227909
"ENSG00000073584",22.7656624227909
"ENSG00000073614",22.7656624227909
"ENSG00000073670",22.7656624227909
"ENSG00000073712",22.7656624227909
"ENSG00000073737",22.7656624227909
"ENSG00000073754",22.7656624227909
"ENSG00000073756",22.7656624227909
"ENSG00000073803",22.7656624227909
"ENSG00000073849",22.7656624227909
"ENSG00000073861",22.7656624227909
"ENSG00000073905",22.7656624227909
"ENSG00000073910",22.7656624227909
"ENSG00000073921",22.7656624227909
"ENSG00000073969",22.7656624227909
"ENSG00000074047",22.7656624227909
"ENSG00000074054",22.7656624227909
"ENSG00000074071",22.7656624227909
"ENSG00000074181",22.7656624227909
"ENSG00000074201",22.7656624227909
"ENSG00000074211",22.7656624227909
"ENSG00000074219",22.7656624227909
"ENSG00000074266",22.7656624227909
"ENSG00000074319",22.7656624227909
"ENSG00000074410",22.7656624227909
"ENSG00000074416",22.7656624227909
"ENSG00000074527",22.7656624227909
"ENSG00000074582",22.7656624227909
"ENSG00000074590",22.7656624227909
"ENSG00000074621",22.7656624227909
"ENSG00000074657",22.7656624227909
"ENSG00000074660",22.7656624227909
"ENSG00000074706",22.7656624227909
"ENSG00000074755",22.7656624227909
"ENSG00000074800",22.7656624227909
"ENSG00000074842",22.7656624227909
"ENSG00000074855",22.7656624227909
"ENSG00000074935",22.7656624227909
"ENSG00000074966",22.7656624227909
"ENSG00000075035",22.7656624227909
"ENSG00000075073",22.7656624227909
"ENSG00000075089",22.7656624227909
"ENSG00000075131",22.7656624227909
"ENSG00000075188",22.7656624227909
"ENSG00000075213",22.7656624227909
"ENSG00000075223",22.7656624227909
"ENSG00000075234",22.7656624227909
"ENSG00000075239",22.7656624227909
"ENSG00000075240",22.7656624227909
"ENSG00000075275",22.7656624227909
"ENSG00000075292",22.7656624227909
"ENSG00000075303",22.7656624227909
"ENSG00000075336",22.7656624227909
"ENSG00000075399",22.7656624227909
"ENSG00000075407",22.7656624227909
"ENSG00000075413",22.7656624227909
"ENSG00000075415",22.7656624227909
"ENSG00000075420",22.7656624227909
"ENSG00000075539",22.7656624227909
"ENSG00000075568",22.7656624227909
"ENSG00000075618",22.7656624227909
"ENSG00000075702",22.7656624227909
"ENSG00000075711",22.7656624227909
"ENSG00000075785",22.7656624227909
"ENSG00000075790",22.7656624227909
"ENSG00000075826",22.7656624227909
"ENSG00000075856",22.7656624227909
"ENSG00000075884",22.7656624227909
"ENSG00000075886",22.7656624227909
"ENSG00000075914",22.7656624227909
"ENSG00000075945",22.7656624227909
"ENSG00000075975",22.7656624227909
"ENSG00000076003",22.7656624227909
"ENSG00000076053",22.7656624227909
"ENSG00000076067",22.7656624227909
"ENSG00000076108",22.7656624227909
"ENSG00000076201",22.7656624227909
"ENSG00000076242",22.7656624227909
"ENSG00000076321",22.7656624227909
"ENSG00000076351",22.7656624227909
"ENSG00000076356",22.7656624227909
"ENSG00000076382",22.7656624227909
"ENSG00000076513",22.7656624227909
"ENSG00000076554",22.7656624227909
"ENSG00000076555",22.7656624227909
"ENSG00000076604",22.7656624227909
"ENSG00000076650",22.7656624227909
"ENSG00000076662",22.7656624227909
"ENSG00000076685",22.7656624227909
"ENSG00000076706",22.7656624227909
"ENSG00000076716",22.7656624227909
"ENSG00000076770",22.7656624227909
"ENSG00000076826",22.7656624227909
"ENSG00000076864",22.7656624227909
"ENSG00000076924",22.7656624227909
"ENSG00000076928",22.7656624227909
"ENSG00000076944",22.7656624227909
"ENSG00000076984",22.7656624227909
"ENSG00000077009",22.7656624227909
"ENSG00000077044",22.7656624227909
"ENSG00000077063",22.7656624227909
"ENSG00000077092",22.7656624227909
"ENSG00000077097",22.7656624227909
"ENSG00000077147",22.7656624227909
"ENSG00000077152",22.7656624227909
"ENSG00000077157",22.7656624227909
"ENSG00000077232",22.7656624227909
"ENSG00000077235",22.7656624227909
"ENSG00000077238",22.7656624227909
"ENSG00000077254",22.7656624227909
"ENSG00000077264",22.7656624227909
"ENSG00000077274",22.7656624227909
"ENSG00000077312",22.7656624227909
"ENSG00000077348",22.7656624227909
"ENSG00000077380",22.7656624227909
"ENSG00000077420",22.7656624227909
"ENSG00000077454",22.7656624227909
"ENSG00000077458",22.7656624227909
"ENSG00000077463",22.7656624227909
"ENSG00000077514",22.7656624227909
"ENSG00000077522",22.7656624227909
"ENSG00000077549",22.7656624227909
"ENSG00000077585",22.7656624227909
"ENSG00000077684",22.7656624227909
"ENSG00000077713",22.7656624227909
"ENSG00000077721",22.7656624227909
"ENSG00000077782",22.7656624227909
"ENSG00000077942",22.7656624227909
"ENSG00000077984",22.7656624227909
"ENSG00000078043",22.7656624227909
"ENSG00000078053",22.7656624227909
"ENSG00000078061",22.7656624227909
"ENSG00000078070",22.7656624227909
"ENSG00000078098",22.7656624227909
"ENSG00000078114",22.7656624227909
"ENSG00000078124",22.7656624227909
"ENSG00000078140",22.7656624227909
"ENSG00000078142",22.7656624227909
"ENSG00000078177",22.7656624227909
"ENSG00000078237",22.7656624227909
"ENSG00000078246",22.7656624227909
"ENSG00000078269",22.7656624227909
"ENSG00000078295",22.7656624227909
"ENSG00000078304",22.7656624227909
"ENSG00000078319",22.7656624227909
"ENSG00000078369",22.7656624227909
"ENSG00000078401",22.7656624227909
"ENSG00000078403",22.7656624227909
"ENSG00000078487",22.7656624227909
"ENSG00000078549",22.7656624227909
"ENSG00000078589",22.7656624227909
"ENSG00000078596",22.7656624227909
"ENSG00000078618",22.7656624227909
"ENSG00000078668",22.7656624227909
"ENSG00000078674",22.7656624227909
"ENSG00000078687",22.7656624227909
"ENSG00000078699",22.7656624227909
"ENSG00000078725",22.7656624227909
"ENSG00000078804",22.7656624227909
"ENSG00000078808",22.7656624227909
"ENSG00000078814",22.7656624227909
"ENSG00000078902",22.7656624227909
"ENSG00000078967",22.7656624227909
"ENSG00000079102",22.7656624227909
"ENSG00000079112",22.7656624227909
"ENSG00000079134",22.7656624227909
"ENSG00000079150",22.7656624227909
"ENSG00000079156",22.7656624227909
"ENSG00000079246",22.7656624227909
"ENSG00000079257",22.7656624227909
"ENSG00000079263",22.7656624227909
"ENSG00000079277",22.7656624227909
"ENSG00000079308",22.7656624227909
"ENSG00000079313",22.7656624227909
"ENSG00000079332",22.7656624227909
"ENSG00000079335",22.7656624227909
"ENSG00000079337",22.7656624227909
"ENSG00000079385",22.7656624227909
"ENSG00000079387",22.7656624227909
"ENSG00000079393",22.7656624227909
"ENSG00000079432",22.7656624227909
"ENSG00000079435",22.7656624227909
"ENSG00000079459",22.7656624227909
"ENSG00000079462",22.7656624227909
"ENSG00000079482",22.7656624227909
"ENSG00000079689",22.7656624227909
"ENSG00000079691",22.7656624227909
"ENSG00000079785",22.7656624227909
"ENSG00000079819",22.7656624227909
"ENSG00000079931",22.7656624227909
"ENSG00000079950",22.7656624227909
"ENSG00000079974",22.7656624227909
"ENSG00000079999",22.7656624227909
"ENSG00000080007",22.7656624227909
"ENSG00000080031",22.7656624227909
"ENSG00000080166",22.7656624227909
"ENSG00000080200",22.7656624227909
"ENSG00000080293",22.7656624227909
"ENSG00000080298",22.7656624227909
"ENSG00000080345",22.7656624227909
"ENSG00000080371",22.7656624227909
"ENSG00000080493",22.7656624227909
"ENSG00000080503",22.7656624227909
"ENSG00000080546",22.7656624227909
"ENSG00000080561",22.7656624227909
"ENSG00000080573",22.7656624227909
"ENSG00000080603",22.7656624227909
"ENSG00000080608",22.7656624227909
"ENSG00000080709",22.7656624227909
"ENSG00000080802",22.7656624227909
"ENSG00000080815",22.7656624227909
"ENSG00000080819",22.7656624227909
"ENSG00000080822",22.7656624227909
"ENSG00000080823",22.7656624227909
"ENSG00000080824",22.7656624227909
"ENSG00000080839",22.7656624227909
"ENSG00000080845",22.7656624227909
"ENSG00000080854",22.7656624227909
"ENSG00000080947",22.7656624227909
"ENSG00000080986",22.7656624227909
"ENSG00000081019",22.7656624227909
"ENSG00000081026",22.7656624227909
"ENSG00000081052",22.7656624227909
"ENSG00000081059",22.7656624227909
"ENSG00000081087",22.7656624227909
"ENSG00000081148",22.7656624227909
"ENSG00000081154",22.7656624227909
"ENSG00000081177",22.7656624227909
"ENSG00000081181",22.7656624227909
"ENSG00000081189",22.7656624227909
"ENSG00000081237",22.7656624227909
"ENSG00000081277",22.7656624227909
"ENSG00000081307",22.7656624227909
"ENSG00000081320",22.7656624227909
"ENSG00000081377",22.7656624227909
"ENSG00000081479",22.7656624227909
"ENSG00000081692",22.7656624227909
"ENSG00000081721",22.7656624227909
"ENSG00000081760",22.7656624227909
"ENSG00000081791",22.7656624227909
"ENSG00000081818",22.7656624227909
"ENSG00000081870",22.7656624227909
"ENSG00000081913",22.7656624227909
"ENSG00000081923",22.7656624227909
"ENSG00000081985",22.7656624227909
"ENSG00000082014",22.7656624227909
"ENSG00000082068",22.7656624227909
"ENSG00000082074",22.7656624227909
"ENSG00000082126",22.7656624227909
"ENSG00000082146",22.7656624227909
"ENSG00000082153",22.7656624227909
"ENSG00000082196",22.7656624227909
"ENSG00000082212",22.7656624227909
"ENSG00000082269",22.7656624227909
"ENSG00000082293",22.7656624227909
"ENSG00000082397",22.7656624227909
"ENSG00000082458",22.7656624227909
"ENSG00000082482",22.7656624227909
"ENSG00000082512",22.7656624227909
"ENSG00000082515",22.7656624227909
"ENSG00000082516",22.7656624227909
"ENSG00000082556",22.7656624227909
"ENSG00000082641",22.7656624227909
"ENSG00000082684",22.7656624227909
"ENSG00000082701",22.7656624227909
"ENSG00000082781",22.7656624227909
"ENSG00000082805",22.7656624227909
"ENSG00000082898",22.7656624227909
"ENSG00000083067",22.7656624227909
"ENSG00000083093",22.7656624227909
"ENSG00000083097",22.7656624227909
"ENSG00000083099",22.7656624227909
"ENSG00000083123",22.7656624227909
"ENSG00000083168",22.7656624227909
"ENSG00000083223",22.7656624227909
"ENSG00000083312",22.7656624227909
"ENSG00000083444",22.7656624227909
"ENSG00000083520",22.7656624227909
"ENSG00000083535",22.7656624227909
"ENSG00000083544",22.7656624227909
"ENSG00000083635",22.7656624227909
"ENSG00000083642",22.7656624227909
"ENSG00000083720",22.7656624227909
"ENSG00000083750",22.7656624227909
"ENSG00000083799",22.7656624227909
"ENSG00000083807",22.7656624227909
"ENSG00000083812",22.7656624227909
"ENSG00000083814",22.7656624227909
"ENSG00000083817",22.7656624227909
"ENSG00000083844",22.7656624227909
"ENSG00000083845",22.7656624227909
"ENSG00000083857",22.7656624227909
"ENSG00000083896",22.7656624227909
"ENSG00000083937",22.7656624227909
"ENSG00000084070",22.7656624227909
"ENSG00000084072",22.7656624227909
"ENSG00000084090",22.7656624227909
"ENSG00000084092",22.7656624227909
"ENSG00000084093",22.7656624227909
"ENSG00000084110",22.7656624227909
"ENSG00000084112",22.7656624227909
"ENSG00000084207",22.7656624227909
"ENSG00000084444",22.7656624227909
"ENSG00000084463",22.7656624227909
"ENSG00000084623",22.7656624227909
"ENSG00000084636",22.7656624227909
"ENSG00000084652",22.7656624227909
"ENSG00000084676",22.7656624227909
"ENSG00000084693",22.7656624227909
"ENSG00000084710",22.7656624227909
"ENSG00000084733",22.7656624227909
"ENSG00000084734",22.7656624227909
"ENSG00000084764",22.7656624227909
"ENSG00000085063",22.7656624227909
"ENSG00000085117",22.7656624227909
"ENSG00000085185",22.7656624227909
"ENSG00000085224",22.7656624227909
"ENSG00000085231",22.7656624227909
"ENSG00000085265",22.7656624227909
"ENSG00000085274",22.7656624227909
"ENSG00000085276",22.7656624227909
"ENSG00000085365",22.7656624227909
"ENSG00000085377",22.7656624227909
"ENSG00000085415",22.7656624227909
"ENSG00000085433",22.7656624227909
"ENSG00000085449",22.7656624227909
"ENSG00000085465",22.7656624227909
"ENSG00000085491",22.7656624227909
"ENSG00000085511",22.7656624227909
"ENSG00000085514",22.7656624227909
"ENSG00000085563",22.7656624227909
"ENSG00000085644",22.7656624227909
"ENSG00000085662",22.7656624227909
"ENSG00000085719",22.7656624227909
"ENSG00000085721",22.7656624227909
"ENSG00000085733",22.7656624227909
"ENSG00000085741",22.7656624227909
"ENSG00000085760",22.7656624227909
"ENSG00000085788",22.7656624227909
"ENSG00000085832",22.7656624227909
"ENSG00000085840",22.7656624227909
"ENSG00000085871",22.7656624227909
"ENSG00000085872",22.7656624227909
"ENSG00000085978",22.7656624227909
"ENSG00000085982",22.7656624227909
"ENSG00000085998",22.7656624227909
"ENSG00000086061",22.7656624227909
"ENSG00000086062",22.7656624227909
"ENSG00000086065",22.7656624227909
"ENSG00000086102",22.7656624227909
"ENSG00000086205",22.7656624227909
"ENSG00000086232",22.7656624227909
"ENSG00000086288",22.7656624227909
"ENSG00000086300",22.7656624227909
"ENSG00000086475",22.7656624227909
"ENSG00000086504",22.7656624227909
"ENSG00000086544",22.7656624227909
"ENSG00000086589",22.7656624227909
"ENSG00000086598",22.7656624227909
"ENSG00000086619",22.7656624227909
"ENSG00000086666",22.7656624227909
"ENSG00000086712",22.7656624227909
"ENSG00000086717",22.7656624227909
"ENSG00000086730",22.7656624227909
"ENSG00000086758",22.7656624227909
"ENSG00000086827",22.7656624227909
"ENSG00000086848",22.7656624227909
"ENSG00000086991",22.7656624227909
"ENSG00000087008",22.7656624227909
"ENSG00000087074",22.7656624227909
"ENSG00000087076",22.7656624227909
"ENSG00000087077",22.7656624227909
"ENSG00000087085",22.7656624227909
"ENSG00000087086",22.7656624227909
"ENSG00000087087",22.7656624227909
"ENSG00000087088",22.7656624227909
"ENSG00000087111",22.7656624227909
"ENSG00000087116",22.7656624227909
"ENSG00000087152",22.7656624227909
"ENSG00000087191",22.7656624227909
"ENSG00000087206",22.7656624227909
"ENSG00000087237",22.7656624227909
"ENSG00000087245",22.7656624227909
"ENSG00000087250",22.7656624227909
"ENSG00000087253",22.7656624227909
"ENSG00000087258",22.7656624227909
"ENSG00000087266",22.7656624227909
"ENSG00000087269",22.7656624227909
"ENSG00000087299",22.7656624227909
"ENSG00000087301",22.7656624227909
"ENSG00000087302",22.7656624227909
"ENSG00000087303",22.7656624227909
"ENSG00000087365",22.7656624227909
"ENSG00000087448",22.7656624227909
"ENSG00000087470",22.7656624227909
"ENSG00000087494",22.7656624227909
"ENSG00000087495",22.7656624227909
"ENSG00000087510",22.7656624227909
"ENSG00000087589",22.7656624227909
"ENSG00000087842",22.7656624227909
"ENSG00000087884",22.7656624227909
"ENSG00000087903",22.7656624227909
"ENSG00000087995",22.7656624227909
"ENSG00000088035",22.7656624227909
"ENSG00000088038",22.7656624227909
"ENSG00000088053",22.7656624227909
"ENSG00000088179",22.7656624227909
"ENSG00000088205",22.7656624227909
"ENSG00000088247",22.7656624227909
"ENSG00000088256",22.7656624227909
"ENSG00000088280",22.7656624227909
"ENSG00000088298",22.7656624227909
"ENSG00000088305",22.7656624227909
"ENSG00000088325",22.7656624227909
"ENSG00000088340",22.7656624227909
"ENSG00000088356",22.7656624227909
"ENSG00000088367",22.7656624227909
"ENSG00000088448",22.7656624227909
"ENSG00000088451",22.7656624227909
"ENSG00000088538",22.7656624227909
"ENSG00000088543",22.7656624227909
"ENSG00000088682",22.7656624227909
"ENSG00000088726",22.7656624227909
"ENSG00000088727",22.7656624227909
"ENSG00000088756",22.7656624227909
"ENSG00000088808",22.7656624227909
"ENSG00000088812",22.7656624227909
"ENSG00000088826",22.7656624227909
"ENSG00000088827",22.7656624227909
"ENSG00000088832",22.7656624227909
"ENSG00000088833",22.7656624227909
"ENSG00000088876",22.7656624227909
"ENSG00000088881",22.7656624227909
"ENSG00000088882",22.7656624227909
"ENSG00000088888",22.7656624227909
"ENSG00000088899",22.7656624227909
"ENSG00000088970",22.7656624227909
"ENSG00000088986",22.7656624227909
"ENSG00000088992",22.7656624227909
"ENSG00000089006",22.7656624227909
"ENSG00000089041",22.7656624227909
"ENSG00000089048",22.7656624227909
"ENSG00000089050",22.7656624227909
"ENSG00000089053",22.7656624227909
"ENSG00000089057",22.7656624227909
"ENSG00000089060",22.7656624227909
"ENSG00000089091",22.7656624227909
"ENSG00000089094",22.7656624227909
"ENSG00000089101",22.7656624227909
"ENSG00000089127",22.7656624227909
"ENSG00000089154",22.7656624227909
"ENSG00000089157",22.7656624227909
"ENSG00000089159",22.7656624227909
"ENSG00000089163",22.7656624227909
"ENSG00000089199",22.7656624227909
"ENSG00000089220",22.7656624227909
"ENSG00000089225",22.7656624227909
"ENSG00000089234",22.7656624227909
"ENSG00000089248",22.7656624227909
"ENSG00000089250",22.7656624227909
"ENSG00000089280",22.7656624227909
"ENSG00000089289",22.7656624227909
"ENSG00000089327",22.7656624227909
"ENSG00000089351",22.7656624227909
"ENSG00000089356",22.7656624227909
"ENSG00000089472",22.7656624227909
"ENSG00000089558",22.7656624227909
"ENSG00000089639",22.7656624227909
"ENSG00000089682",22.7656624227909
"ENSG00000089685",22.7656624227909
"ENSG00000089692",22.7656624227909
"ENSG00000089693",22.7656624227909
"ENSG00000089737",22.7656624227909
"ENSG00000089775",22.7656624227909
"ENSG00000089818",22.7656624227909
"ENSG00000089876",22.7656624227909
"ENSG00000090013",22.7656624227909
"ENSG00000090060",22.7656624227909
"ENSG00000090061",22.7656624227909
"ENSG00000090097",22.7656624227909
"ENSG00000090104",22.7656624227909
"ENSG00000090238",22.7656624227909
"ENSG00000090263",22.7656624227909
"ENSG00000090266",22.7656624227909
"ENSG00000090273",22.7656624227909
"ENSG00000090316",22.7656624227909
"ENSG00000090372",22.7656624227909
"ENSG00000090376",22.7656624227909
"ENSG00000090382",22.7656624227909
"ENSG00000090432",22.7656624227909
"ENSG00000090470",22.7656624227909
"ENSG00000090487",22.7656624227909
"ENSG00000090520",22.7656624227909
"ENSG00000090530",22.7656624227909
"ENSG00000090534",22.7656624227909
"ENSG00000090539",22.7656624227909
"ENSG00000090554",22.7656624227909
"ENSG00000090581",22.7656624227909
"ENSG00000090615",22.7656624227909
"ENSG00000090659",22.7656624227909
"ENSG00000090661",22.7656624227909
"ENSG00000090674",22.7656624227909
"ENSG00000090686",22.7656624227909
"ENSG00000090776",22.7656624227909
"ENSG00000090857",22.7656624227909
"ENSG00000090861",22.7656624227909
"ENSG00000090863",22.7656624227909
"ENSG00000090889",22.7656624227909
"ENSG00000090905",22.7656624227909
"ENSG00000090920",22.7656624227909
"ENSG00000090924",22.7656624227909
"ENSG00000090975",22.7656624227909
"ENSG00000090989",22.7656624227909
"ENSG00000091009",22.7656624227909
"ENSG00000091073",22.7656624227909
"ENSG00000091106",22.7656624227909
"ENSG00000091127",22.7656624227909
"ENSG00000091128",22.7656624227909
"ENSG00000091129",22.7656624227909
"ENSG00000091136",22.7656624227909
"ENSG00000091137",22.7656624227909
"ENSG00000091140",22.7656624227909
"ENSG00000091157",22.7656624227909
"ENSG00000091164",22.7656624227909
"ENSG00000091262",22.7656624227909
"ENSG00000091317",22.7656624227909
"ENSG00000091409",22.7656624227909
"ENSG00000091436",22.7656624227909
"ENSG00000091482",22.7656624227909
"ENSG00000091483",22.7656624227909
"ENSG00000091513",22.7656624227909
"ENSG00000091527",22.7656624227909
"ENSG00000091536",22.7656624227909
"ENSG00000091542",22.7656624227909
"ENSG00000091622",22.7656624227909
"ENSG00000091640",22.7656624227909
"ENSG00000091651",22.7656624227909
"ENSG00000091656",22.7656624227909
"ENSG00000091732",22.7656624227909
"ENSG00000091831",22.7656624227909
"ENSG00000091844",22.7656624227909
"ENSG00000091879",22.7656624227909
"ENSG00000091947",22.7656624227909
"ENSG00000091972",22.7656624227909
"ENSG00000092010",22.7656624227909
"ENSG00000092054",22.7656624227909
"ENSG00000092068",22.7656624227909
"ENSG00000092094",22.7656624227909
"ENSG00000092096",22.7656624227909
"ENSG00000092098",22.7656624227909
"ENSG00000092108",22.7656624227909
"ENSG00000092148",22.7656624227909
"ENSG00000092199",22.7656624227909
"ENSG00000092201",22.7656624227909
"ENSG00000092295",22.7656624227909
"ENSG00000092330",22.7656624227909
"ENSG00000092439",22.7656624227909
"ENSG00000092445",22.7656624227909
"ENSG00000092470",22.7656624227909
"ENSG00000092529",22.7656624227909
"ENSG00000092531",22.7656624227909
"ENSG00000092607",22.7656624227909
"ENSG00000092621",22.7656624227909
"ENSG00000092758",22.7656624227909
"ENSG00000092820",22.7656624227909
"ENSG00000092841",22.7656624227909
"ENSG00000092847",22.7656624227909
"ENSG00000092853",22.7656624227909
"ENSG00000092931",22.7656624227909
"ENSG00000092964",22.7656624227909
"ENSG00000092969",22.7656624227909
"ENSG00000092978",22.7656624227909
"ENSG00000093000",22.7656624227909
