"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","30/2125","66/4848",0.454545454545455,1.03700534759358,0.267376864579139,0.441462459487298,0.999999359168392,0.896572252865174,"3479/5566/108/7249/208/10645/5564/53632/6794/113/3480/7157/57521/207/5567/148327/9586/143686/814/5563/107/7248/5293/111/112/3265/8408/64764/10919/1388",30
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","10/2125","21/4848",0.476190476190476,1.08638655462185,0.350436478584906,0.444894795354123,0.999999359168392,0.896572252865174,"5214/51171/5372/7167/2762/5211/26007/226/197258/4351",10
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","40/2125","89/4848",0.449438202247191,1.025353602115,0.213240149230744,0.456363519218836,0.999999359168392,0.896572252865174,"4638/5588/5566/9138/108/2778/5332/10398/778/5595/8605/59/4879/113/54776/10266/4628/4629/27345/183/5330/5567/3779/3708/1909/5578/3778/776/5739/808/107/4881/163688/136/111/112/4878/8398/140465/10242",40
"hsa04973","Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","13/2125","28/4848",0.464285714285714,1.0592268907563,0.277630123927666,0.462464620731133,0.999999359168392,0.896572252865174,"5332/23439/208/478/482/480/486/5330/92579/207/776/5293/280",13
"hsa03273","Genetic Information Processing","Information processing in viruses","hsa03273","Virion - Lassa virus and SFTS virus","5/2125","10/4848",0.5,1.14070588235294,0.393433628575455,0.465210857537638,0.999999359168392,0.896572252865174,"30835/8828/4628/4629/3916",5
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","23/2125","51/4848",0.450980392156863,1.02887197231834,0.18309177620496,0.481281020543696,0.999999359168392,0.896572252865174,"3479/3082/2260/1869/5595/208/595/2246/1647/10912/1643/1019/3480/7157/207/56034/1029/8817/8822/80310/5293/3265/5154",23
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","41/2125","92/4848",0.445652173913043,1.01671611253197,0.142988277080111,0.483604153588154,0.999999359168392,0.896572252865174,"3074/5476/8218/10947/537/84572/26088/410/1511/11154/5641/1522/54/23659/51172/55353/1777/23553/20/4126/10312/1509/3425/9476/10717/57707/22901/1513/285362/9114/2990/2720/2548/1521/8722/2517/6448/3916/3073/9179/1519",41
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","44/2125","99/4848",0.444444444444444,1.01396078431373,0.123970538141971,0.489752221161482,0.999999359168392,0.896572252865174,"10039/7185/1439/3002/4792/1522/8717/5595/208/27113/5602/27429/1647/1509/317/8743/7186/10038/10912/842/8739/8996/7157/207/1513/3708/10018/5783/7846/1677/5293/1521/8722/3265/1649/55367/3725/5551/71/6709/4914/100506742/7124/1519",44
"hsa04670","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","29/2125","65/4848",0.446153846153846,1.01786063348416,0.128054694012904,0.497087797914119,0.999999359168392,0.896572252865174,"3683/9564/1496/4313/10398/10627/6387/4633/3702/2771/3676/7852/5335/5880/81/7070/5578/58494/653361/7410/7412/9076/83700/399/5293/71/7122/6300/5336",29
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","36/2125","81/4848",0.444444444444444,1.01396078431373,0.111923660999931,0.498589466449419,0.999999359168392,0.896572252865174,"3479/2263/113235/2260/6932/2950/2346/3326/4792/1869/5595/5327/208/595/1027/5328/842/51176/3480/7157/207/148327/56034/9586/6935/6934/83439/2911/2350/367/80310/5293/3265/64764/5154/2119",36
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","32/2125","72/4848",0.444444444444444,1.01396078431373,0.105423168076466,0.503748538063135,0.999999359168392,0.896572252865174,"4843/10319/7185/9618/7188/22798/4792/79444/1869/208/595/1027/3910/1647/7709/317/7186/10912/7187/842/1643/1019/7157/207/6258/6502/5293/3913/1163/1287/2272/6257",32
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","53/2125","120/4848",0.441666666666667,1.00762352941176,0.0746964781151985,0.505896026135037,0.999999359168392,0.896572252865174,"6932/3717/4792/4773/1869/8717/5595/208/7297/5602/595/2784/5335/3661/22863/7186/2791/4772/7187/842/1019/51176/7157/207/6233/6934/3708/83439/808/1234/2785/131450/7098/94235/163688/7314/6773/5293/2783/3265/2788/3725/1233/3665/54331/6300/5336/3133/3134/3105/10379/7311/3106",53
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","14/2125","31/4848",0.451612903225806,1.03031499051233,0.149569181416935,0.509742898559257,0.999999359168392,0.896572252865174,"55176/537/5566/2778/11015/10312/5335/5567/375/5578/9114/71/5336/534",14
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","98/2125","223/4848",0.439461883408072,1.00259351094698,0.0350248920015704,0.512550943607356,0.999999359168392,0.896572252865174,"1856/27175/1298/10319/537/5566/4854/8516/6932/3693/7481/2778/22798/1299/1869/8717/5595/7249/208/7297/5518/1311/3955/1277/7448/595/10312/1027/11211/1297/3910/7060/3676/10297/894/63923/3661/7187/3996/3691/10207/8900/4853/8638/1019/3695/7157/1291/1292/207/5567/148327/7483/9586/4851/6934/9223/83439/8324/5521/8321/4599/9114/7098/23462/1278/7248/7148/7059/5986/7480/6773/10474/5293/3913/3265/8325/84552/84667/2535/23513/64764/4600/84441/7058/9636/1287/57801/5649/55534/3133/3134/131873/3105/534/10379/7124/3106",98
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","20/2125","45/4848",0.444444444444444,1.01396078431373,0.083109742645341,0.52453902473357,0.999999359168392,0.896572252865174,"5434/4792/79792/1777/1687/23586/81030/3553/3661/10621/90865/834/29800/114548/9447/5441/51428/340061/3665/11277",20
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","20/2125","45/4848",0.444444444444444,1.01396078431373,0.083109742645341,0.52453902473357,0.999999359168392,0.896572252865174,"2534/9846/5595/208/8605/5602/5335/5880/207/2206/5578/7410/3635/5293/3265/2205/6300/5336/27040/7124",20
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","89/2125","203/4848",0.438423645320197,1.00022486235874,0.00289110642028492,0.526558600737085,0.999999359168392,0.896572252865174,"8913/9254/23542/3479/3082/2324/2263/2261/5566/4791/2260/4208/2323/7042/10454/778/8717/5595/11184/5971/208/7040/8605/3315/5602/80824/2246/1647/3925/7043/9479/3553/6237/7186/5880/10912/3727/4772/408/5607/1847/1848/7786/3480/7157/207/59283/5567/11221/5778/56034/4915/5058/7424/5801/781/5578/8817/776/3815/1844/8822/5979/3481/784/5871/2668/80310/10125/4296/7423/3265/1649/627/3725/785/1436/1946/1850/4908/6300/4763/2316/5154/4914/4215/3303/3305/7124",89
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","23/2125","52/4848",0.442307692307692,1.00908597285068,0.0581869610546642,0.530491684816681,0.999999359168392,0.896572252865174,"1890/22978/51816/4832/4833/1716/84618/30833/3704/1854/1635/4907/953/2987/26289/5169/158067/7084/1841/79077/7378/5167/54963",23
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","36/2125","82/4848",0.439024390243902,1.00159540889527,0.0128704601044157,0.537772135728524,0.999999359168392,0.896572252865174,"816/4129/815/5566/2778/1312/5332/208/5518/5602/2784/2771/2791/408/5330/207/5567/148327/9586/3708/5578/2890/5521/776/808/2785/6571/94235/163688/2783/111/2788/64764/54331/6300/1388",36
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","19/2125","43/4848",0.441860465116279,1.00806566347469,0.0469266753019794,0.540218738481593,0.999999359168392,0.896572252865174,"3479/5566/108/208/5564/53632/113/3480/57521/207/5567/5563/107/5293/111/112/3265/3303/3305",19
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","49/2125","112/4848",0.4375,0.998117647058824,-0.017803130602423,0.543920297537463,0.999999359168392,0.896572252865174,"11345/7419/7188/7205/5027/4938/22861/3326/10454/25828/4792/5332/5595/79792/7297/10392/5602/4940/4939/9927/2633/7128/3553/10616/3661/7186/7187/6041/834/5330/3708/79671/2634/115361/114548/9447/84168/11337/6773/3725/81858/340061/3665/6300/114769/100506742/63940/10379/7124",49
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","25/2125","57/4848",0.43859649122807,1.00061919504644,0.00415378460245836,0.549570225811039,0.999999359168392,0.896572252865174,"54472/10454/4792/5595/208/7297/5602/3553/3661/7187/4283/207/1513/7098/3592/6373/6773/5293/3725/3665/7100/6300/51284/10379/7124",25
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","25/2125","57/4848",0.43859649122807,1.00061919504644,0.00415378460245836,0.549570225811039,0.999999359168392,0.896572252865174,"3479/816/815/1869/5595/208/595/1647/5335/25759/10912/1643/1019/3480/7157/207/1029/814/5578/808/163688/5293/3265/5154/5336",25
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","18/2125","41/4848",0.439024390243902,1.00159540889527,0.00906189514851185,0.556600721066781,0.999999359168392,0.896572252865174,"5434/2068/5438/3978/5425/6118/6117/1643/2073/7507/1069/7508/5436/5441/5886/2074/81488/404672",18
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","21/2125","48/4848",0.4375,0.998117647058824,-0.0115769248283628,0.560278384448177,0.999999359168392,0.896572252865174,"672/119391/2950/4436/5595/208/27113/317/540/842/2949/7507/7157/207/4259/1029/9446/5429/2941/5293/2946",21
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","21/2125","48/4848",0.4375,0.998117647058824,-0.0115769248283628,0.560278384448177,0.999999359168392,0.896572252865174,"5566/2778/5332/778/2771/5136/183/5330/5567/3708/1909/5137/3778/776/1636/808/4881/163688/111/112/4878",21
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","24/2125","55/4848",0.436363636363636,0.99552513368984,-0.0294815186847026,0.56375742785352,0.999999359168392,0.896572252865174,"3082/11186/1869/5595/208/595/1647/5335/10912/842/1643/1019/7157/207/6258/27436/1029/5578/5979/5293/3265/2272/5336/6257",24
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","50/2125","115/4848",0.434782608695652,0.991918158567775,-0.0774788470713409,0.567039116626589,0.999999359168392,0.896572252865174,"292/4638/489/108/7419/4208/4625/4773/5332/10398/23439/778/5595/208/478/10105/2771/5997/4879/113/482/4772/480/27345/2626/7225/486/5330/8654/207/148327/3779/9586/150/3708/1909/3778/776/808/107/4881/163688/111/112/4878/64764/6546/487/10242/1388",50
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","8/2125","18/4848",0.444444444444444,1.01396078431373,0.0524160947863963,0.569462379366365,0.999999359168392,0.896572252865174,"8630/1312/412/1577/1583/6715/3291/7923",8
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","11/2125","25/4848",0.44,1.00382117647059,0.0169200103598449,0.570014002311546,0.999999359168392,0.896572252865174,"3479/23439/5595/478/482/480/486/4306/5578/5293/3291",11
"hsa00520","Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","14/2125","32/4848",0.4375,0.998117647058824,-0.009436804617194,0.571646610455928,0.999999359168392,0.896572252865174,"3074/5372/5973/2821/10007/80146/55577/197258/51005/4351/91373/2673/3073/2592",14
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","14/2125","32/4848",0.4375,0.998117647058824,-0.009436804617194,0.571646610455928,0.999999359168392,0.896572252865174,"3980/11284/10039/7515/7374/4350/3978/5425/4968/54936/10038/4595/252969/27343",14
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","14/2125","32/4848",0.4375,0.998117647058824,-0.009436804617194,0.571646610455928,0.999999359168392,0.896572252865174,"1890/11186/2261/4313/1869/5595/595/1839/1019/7157/1029/1613/3265/1612",14
"hsa00785","Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","5/2125","11/4848",0.454545454545455,1.03700534759358,0.108533783590185,0.572018544653919,0.999999359168392,0.896572252865174,"51601/275/116285/55753/593",5
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","20/2125","46/4848",0.434782608695652,0.991918158567775,-0.0486485969582496,0.576025943647493,0.999999359168392,0.896572252865174,"5832/5214/3421/26227/50/3420/65263/587/7167/2026/2806/113675/5211/29920/5723/226/162417/387712/441531/95",20
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","48/2125","111/4848",0.432432432432432,0.986556438791733,-0.126565774848085,0.586892538030309,0.999999359168392,0.896572252865174,"1856/7005/1496/11186/2736/6932/7481/7042/27113/7040/5518/595/11211/2246/10297/1490/894/7043/652/650/8200/154796/84962/3996/1742/10207/10971/23418/51176/122786/85407/126374/7483/151449/6934/83439/654/8324/392255/5521/8321/7480/8325/84552/2535/23513/71/1454",48
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","16/2125","37/4848",0.432432432432432,0.986556438791733,-0.0725086248756514,0.591673036345665,0.999999359168392,0.896572252865174,"56895/1608/11343/10327/1607/84803/223/1609/84513/8525/26007/9162/501/154141/57104/10554",16
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","16/2125","37/4848",0.432432432432432,0.986556438791733,-0.0725086248756514,0.591673036345665,0.999999359168392,0.896572252865174,"3479/2778/5332/5595/8605/5518/2771/2781/5330/3480/3708/2911/5578/2890/3265/6261",16
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","13/2125","30/4848",0.433333333333333,0.988611764705882,-0.0552682632476693,0.591723336665818,0.999999359168392,0.896572252865174,"79901/113235/9843/23439/478/540/482/480/486/30061/261729/7779/6546",13
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","19/2125","44/4848",0.431818181818182,0.985155080213904,-0.0873765414695764,0.592383104718089,0.999999359168392,0.896572252865174,"5244/5566/949/108/10998/2778/6548/23439/478/9429/113/482/8431/480/486/5567/107/111/112",19
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","10/2125","23/4848",0.434782608695652,0.991918158567775,-0.0343176658155256,0.59320792724759,0.999999359168392,0.896572252865174,"790/2346/259307/443/7915/2806/2571/8659/57494/2673",10
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","28/2125","65/4848",0.430769230769231,0.982761990950226,-0.123590687654936,0.596530036081501,0.999999359168392,0.896572252865174,"920/5588/3717/4792/4773/5595/208/7535/5335/4772/207/27436/4794/3460/917/915/116071/5293/10125/3265/3725/940/3932/6300/919/916/4215/27040",28
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","7/2125","16/4848",0.4375,0.998117647058824,-0.00666177164753935,0.597813824418386,0.999999359168392,0.896572252865174,"5214/2821/25796/9104/5211/414328/226",7
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","65/2125","151/4848",0.43046357615894,0.982064666926373,-0.197778826729378,0.609495803929742,0.999999359168392,0.896572252865174,"6376/9564/5566/9138/108/7188/2778/4792/4773/5332/1869/8717/5595/7249/208/6387/595/2784/2771/113/7852/3553/3661/7186/2791/5880/4772/842/1019/5330/55080/7157/207/5567/148327/9586/1029/3708/5578/808/1234/2785/107/7248/94235/163688/11214/5293/2783/111/112/3265/2788/3579/64764/340061/54331/6300/3133/3134/3105/1388/6892/7124/3106",65
"hsa03082","Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","33/2125","77/4848",0.428571428571429,0.977747899159664,-0.173861663279339,0.612216296291246,0.999999359168392,0.896572252865174,"65980/29998/6605/6595/6604/55506/9274/55257/79913/29844/10467/605/10902/93973/83444/80314/125476/6944/64769/29117/283899/1107/4798/10524/6599/8607/55929/8334/10856/57634/71/8295/8110",33
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","55/2125","128/4848",0.4296875,0.980294117647059,-0.199582302018443,0.612740321231957,0.999999359168392,0.896572252865174,"8379/85477/9734/7185/51564/5566/4791/7419/7188/5902/83933/4792/8717/5595/55697/3249/2648/10014/595/1027/894/1959/3661/7186/81/7187/8900/10971/1019/7157/5567/148327/6502/9586/1029/2934/9114/1234/79885/5293/8841/3265/3725/1960/23513/64764/1233/3665/3133/3134/3105/1388/10379/8341/3106",55
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","36/2125","84/4848",0.428571428571429,0.977747899159664,-0.18172594770267,0.613457357034456,0.999999359168392,0.896572252865174,"5566/108/4313/2778/2099/3326/5332/5595/208/1839/2771/1509/113/25759/5914/5330/207/5567/148327/9586/3708/2911/808/107/163688/5293/111/112/3265/3725/64764/3858/3303/3305/2550/1388",36
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","51/2125","119/4848",0.428571428571429,0.977747899159664,-0.21709608888321,0.620630341548794,0.999999359168392,0.896572252865174,"6376/27072/9564/816/815/489/8578/3693/3717/4773/5595/23659/57617/7040/80824/4953/1788/4035/10396/4772/7376/55576/834/9023/1847/4240/84466/50636/1793/121601/23355/1844/55823/246/1524/126129/682/575/161291/2621/8398/5627/1850/338440/6300/487/961/140885/177/114786/64601",51
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","29/2125","68/4848",0.426470588235294,0.972955017301038,-0.198389814974802,0.624254669993872,0.999999359168392,0.896572252865174,"4843/2778/7042/4792/5332/5595/208/7040/5518/5602/2771/7043/3553/5330/207/9630/5521/3460/1636/917/107/915/3592/5293/3725/6300/919/916/7124",29
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","60/2125","140/4848",0.428571428571429,0.977747899159664,-0.235998349964426,0.625237788427448,0.999999359168392,0.896572252865174,"920/5063/7188/164668/10454/4792/4773/8717/5595/6923/208/5602/2784/2771/7852/5335/3661/7186/2791/5880/200315/100913187/200316/684/10298/4772/842/55080/207/5058/3708/5578/808/917/1234/2785/7465/915/94235/163688/5293/2783/3265/2788/3725/340061/54331/6300/5336/919/916/3133/3134/3105/6892/7124/3106/60489/140564/27350",60
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","20/2125","47/4848",0.425531914893617,0.97081351689612,-0.177605740656638,0.625292222623067,0.999999359168392,0.896572252865174,"4353/6932/11040/5595/208/595/5914/8864/8900/51176/1848/5371/207/6934/83439/3815/861/5293/3265/1436",20
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","38/2125","89/4848",0.426966292134831,0.974085922009253,-0.217954112905083,0.62615000910911,0.999999359168392,0.896572252865174,"6915/2534/4638/5566/9138/108/2778/5742/5332/10627/5595/208/8605/5023/1277/2771/113/5330/207/5567/3708/5739/11093/1278/107/6786/1281/5293/83660/10125/111/112/2147/2149/71/2811/6300/5336",38
"hsa05016","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","79/2125","184/4848",0.429347826086957,0.979519181585678,-0.250189514345552,0.626746850840312,0.999999359168392,0.896572252865174,"292/5704/4710/8218/6389/7419/513/4713/5434/10126/5332/10671/5438/27113/4899/10105/5602/4717/55626/4728/1337/1347/25981/10120/374291/1768/9167/2882/4702/317/1769/3831/1340/22863/7186/4705/84701/4695/1742/842/517/1329/11258/89953/5330/4704/7157/148327/4726/9586/54539/3708/2890/1339/5710/5692/1173/1346/7802/4724/493869/27089/4714/7846/4723/10476/5436/4696/201625/126328/1351/627/8408/5441/64764/146754/29796/56901/4722",79
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","14/2125","33/4848",0.424242424242424,0.967871657754011,-0.163583425428014,0.630205638495968,0.999999359168392,0.896572252865174,"30/5019/259307/587/5096/3155/35/1892/3712/223/54511/501/197322/593",14
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","11/2125","26/4848",0.423076923076923,0.965212669683258,-0.157103669235266,0.635711365016359,0.999999359168392,0.896572252865174,"8863/1628/5564/53632/1408/79365/9572/8864/5563/9975/1454",11
"hsa04146","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","22/2125","52/4848",0.423076923076923,0.965212669683258,-0.222779560053913,0.639761355710226,0.999999359168392,0.896572252865174,"4843/30/10005/23417/92960/5264/5193/5191/4358/3155/5826/2053/9409/5190/283927/5195/54511/255027/5192/8309/23600/26063",22
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","16/2125","38/4848",0.421052631578947,0.960594427244582,-0.215411587248684,0.645437741871298,0.999999359168392,0.896572252865174,"119391/2950/2678/2937/6611/4953/2882/6723/2949/4259/9446/27306/493869/2879/2941/2946",16
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","16/2125","38/4848",0.421052631578947,0.960594427244582,-0.215411587248684,0.645437741871298,0.999999359168392,0.896572252865174,"4791/4792/1917/317/3553/842/834/375/1915/3592/81876/3297/7100/3303/3305/7124",16
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","8/2125","19/4848",0.421052631578947,0.960594427244582,-0.152019044491719,0.645720524431545,0.999999359168392,0.896572252865174,"30/51495/9524/6785/9415/122970/641371/401494",8
"hsa00040","Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","5/2125","12/4848",0.416666666666667,0.950588235294118,-0.151380521836801,0.666296619754905,0.999999359168392,0.896572252865174,"10327/51084/51181/2990/55277",5
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","64/2125","151/4848",0.423841059602649,0.96695597974289,-0.364387297968999,0.671828635104312,0.999999359168392,0.896572252865174,"2534/3479/3082/2324/1298/10319/9564/4638/5063/8516/3693/22798/1299/10398/10627/5595/208/1311/1277/7448/5602/595/4633/1297/3910/7060/3676/894/63923/54776/5880/25759/81/10298/3691/3695/3480/1291/1292/207/56034/5058/7424/1793/5578/7410/1278/3611/7148/7059/80310/5293/83660/3913/7423/3265/3725/71/7058/1287/5649/2316/5154/131873",64
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","37/2125","88/4848",0.420454545454545,0.959229946524064,-0.340934771946151,0.672052334790924,0.999999359168392,0.896572252865174,"2817/119391/4208/2950/4313/3326/25828/5327/208/5602/93/9181/652/3553/10365/5880/2949/5607/7157/207/4259/9446/653361/808/8878/5563/7412/6383/163688/2941/5293/3725/71/6300/5154/2946/7124",37
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","60/2125","142/4848",0.422535211267606,0.963976801988401,-0.384851011610085,0.68007723055337,0.999999359168392,0.896572252865174,"3479/3082/960/816/2817/815/5566/9138/2260/3693/7481/4313/6548/2099/7042/5595/208/7040/1277/7448/595/11211/1839/7291/5328/5335/54776/6237/6608/6194/51196/4060/3480/7157/207/3339/5567/7483/2719/5058/3708/5578/8324/7074/8321/7410/1278/3481/84309/6383/7480/5293/3265/8325/2535/71/6300/2316/5336/7124",60
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","72/2125","170/4848",0.423529411764706,0.966244982698962,-0.395753571857006,0.681522647853331,0.999999359168392,0.896572252865174,"292/2534/5704/4710/5566/6389/7419/513/4713/778/5595/10105/5602/4717/4728/1337/1347/374291/9167/4702/1958/317/3553/3831/1340/5880/4705/84701/4695/842/517/1329/89953/4704/5567/148327/4726/9586/54539/4851/3708/1339/776/653361/5710/5692/1346/2905/4724/27089/4714/7846/4723/10476/4696/5293/126328/1649/1351/64764/29796/56901/6300/6261/116443/6263/3303/3305/100506742/4722/1388/7124",72
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","9/2125","22/4848",0.409090909090909,0.933304812834225,-0.276951890261003,0.685778933155532,0.999999359168392,0.896572252865174,"112755/6810/8675/6843/6811/53407/51272/415117/6844",9
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","41/2125","98/4848",0.418367346938776,0.95446818727491,-0.40222895468117,0.692077459255465,0.999999359168392,0.896572252865174,"1856/3082/1496/2263/1015/6932/7481/7042/1869/5595/208/7040/595/1027/11211/2246/10297/1647/7043/25759/10912/1643/51176/7157/207/6258/7483/6934/83439/8324/8817/8321/8822/4041/10023/7480/5293/3265/8325/2535/6257",41
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","11/2125","27/4848",0.407407407407407,0.929464052287582,-0.324650427111471,0.695665998899091,0.999999359168392,0.896572252865174,"4171/4175/4173/10535/3978/5425/4172/6118/6117/4176/84153",11
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","11/2125","27/4848",0.407407407407407,0.929464052287582,-0.324650427111471,0.695665998899091,0.999999359168392,0.896572252865174,"29116/949/7419/335/4035/10948/1593/27141/26119/4043/3931",11
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","46/2125","110/4848",0.418181818181818,0.954044919786096,-0.430650047312648,0.70014946580883,0.999999359168392,0.896572252865174,"119391/5566/108/1136/2778/2099/3326/3717/1869/778/5595/208/595/9049/2771/2053/113/2949/4853/408/207/5567/6258/4259/148327/9586/9446/5578/8817/776/8822/107/367/2941/85315/5293/111/112/3265/3725/64764/164091/28514/6257/2946/1388",46
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","6/2125","15/4848",0.4,0.912564705882353,-0.299582308918816,0.708869290917193,0.999999359168392,0.896572252865174,"23439/478/482/480/486/10991",6
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","6/2125","15/4848",0.4,0.912564705882353,-0.299582308918816,0.708869290917193,0.999999359168392,0.896572252865174,"949/113235/2346/8029/335/5826",6
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","8/2125","20/4848",0.4,0.912564705882353,-0.346106932900779,0.713530107142226,0.999999359168392,0.896572252865174,"51495/9524/51102/6785/1892/122970/641371/401494",8
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","59/2125","141/4848",0.418439716312057,0.954633291614518,-0.482910761283119,0.714506653457035,0.999999359168392,0.896572252865174,"292/3082/4710/119391/6389/7419/50507/513/4713/4792/5595/208/25865/10105/5602/4717/4728/1337/1347/374291/9167/10327/4702/2053/1340/5338/4705/84701/4695/2949/517/1329/4704/207/4259/10861/4726/54539/9446/1339/653361/1346/4724/27089/4714/4723/10476/2941/4696/5293/3265/126328/1351/3725/29796/56901/6300/2946/4722",59
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","48/2125","116/4848",0.413793103448276,0.944032454361055,-0.538933332482787,0.736042030635571,0.999999359168392,0.896572252865174,"5566/10398/10627/23370/5518/5602/595/4633/5564/53632/9181/6794/8189/154796/84952/81/3996/10207/4628/4629/1019/2626/93643/5567/9223/58494/7074/5521/776/911/913/51735/861/5563/9076/154810/83700/4218/7846/3308/11346/3725/84552/23513/71/7122/140465/10552",48
